time,POT_RF,Max_NTR,Max_RD
1968-09-16 23:00:00,85.9,-0.029044444,9.004757216
1968-12-13 23:00:00,36.3,0.300056944,6.003171478
1968-12-30 23:00:00,114.6,0.463770833,49.55448154
1969-03-17 21:00:00,50.67904044,0.331019444,80.70301279
1969-05-08 23:00:00,55.9,0.126213889,4.672279688
1969-05-16 23:00:00,78.2,0.227394444,16.45208787
1969-07-18 23:00:00,106.9,0.13489404,0.792871705
1969-08-17 23:00:00,130.0,0.813261111,31.43169972
1970-03-03 23:00:00,50.8,0.392255556,76.73865426
1970-03-21 23:00:00,66.8,0.177095833,41.34259602
1970-06-02 23:00:00,81.5,0.299909722,19.76515892
1970-07-09 23:00:00,80.5,-0.019515278,1.33089179
1970-08-11 23:00:00,96.0,-0.023063889,3.114853125
1971-02-20 23:00:00,51.1,0.406643056,37.66140597
1971-03-19 23:00:00,48.5,0.305338889,32.56437358
1971-09-05 23:00:00,55.6,0.053172222,15.09287923
1971-09-16 23:00:00,59.2,0.026677778,30.58219432
1971-12-20 23:00:00,51.6,0.289352778,26.44793472
1972-02-06 23:00:00,41.7,0.308366667,24.97545869
1972-03-02 23:00:00,38.1,0.488677778,34.54655284
1972-05-07 23:00:00,113.3,0.123538889,50.97032387
1972-06-10 23:00:00,52.1,0.0351375,1.132673864
1972-09-27 23:00:00,47.2,0.012902579,0.104772332
1973-03-24 23:00:00,77.5,0.622505556,139.6020537
1973-04-07 23:00:00,75.4,0.428838889,33.69704744
1973-04-25 23:00:00,53.6,0.290429167,35.39605824
1973-06-07 23:00:00,80.5,0.111727778,21.54912026
1973-09-13 23:00:00,95.5,-0.098745833,124.3109565
1974-02-07 23:00:00,119.4,0.4017875,52.95250313
1974-03-27 23:00:00,56.1,0.125359722,65.69508409
1974-04-02 23:00:00,42.7,0.284979167,37.3782375
1974-09-07 23:00:00,156.7,0.370718056,64.56241023
1974-12-15 23:00:00,44.2,0.328002778,18.7174356
1975-04-14 23:00:00,72.9,0.230409722,56.63369318
1975-08-01 00:00:00,105.6270933,0.183884722,52.10299773
1975-10-16 23:00:00,83.8,0.36415,28.31684659
1975-11-06 23:00:00,178.1,0.098209722,2.293664574
1975-11-09 23:00:00,89.9,0.206004167,13.02574943
1976-03-27 17:00:00,78.30667973,0.261030556,33.69704744
1976-05-27 23:00:00,98.8,0.154365278,59.46537784
1976-10-06 23:00:00,51.8,0.087998611,41.90893296
1976-10-30 23:00:00,65.0,0.226798489,32.56437358
1976-11-28 23:00:00,54.6,0.083499768,55.50101932
1977-04-22 23:00:00,49.0,0.253577778,43.32477529
1977-05-02 23:00:00,68.8,0.084094444,59.46537784
1977-09-16 23:00:00,55.6,-0.077576389,56.91686165
1977-10-25 23:00:00,48.8,0.113725,1.047723324
1977-11-22 07:00:00,65.99758751,0.176309722,41.05942756
1978-01-24 23:00:00,124.7,0.617819444,130.2574943
1978-04-12 23:00:00,89.2,0.221048611,30.29902585
1978-04-18 23:00:00,74.2,0.293377778,12.82753151
1978-05-03 23:00:00,151.6,0.347994444,82.11885512
1978-05-09 23:00:00,78.2,0.134588889,23.7012006
1979-02-23 23:00:00,62.5,0.374916667,88.0653929
1979-03-03 23:00:00,130.6,0.550427778,67.96043182
1979-05-23 21:00:00,60.56388106,0.151377778,5.097032387
1979-09-12 23:00:00,209.0,1.215753049,80.98618125
1979-11-01 11:00:00,65.37975758,0.274841667,15.82911724
1980-03-17 23:00:00,77.0,0.258961111,130.8238313
1980-03-28 23:00:00,112.5,0.355631944,113.8337233
1980-04-13 23:00:00,172.5,0.412293056,180.0951443
1980-05-17 23:00:00,115.6,0.270626389,127.4258097
1980-09-19 23:00:00,69.3,-0.007783333,0.311485313
1981-02-10 23:00:00,136.4,0.606768056,176.1307858
1981-05-05 23:00:00,202.2,0.236684722,0.339802159
1981-05-26 23:00:00,53.1,0.215172222,0.424752699
1981-06-01 23:00:00,51.1,0.034884722,0.339802159
1981-06-10 23:00:00,46.7,0.045206944,12.71426412
1982-02-02 23:00:00,91.7,0.507055556,90.33074063
1982-04-25 23:00:00,71.1,0.232918056,117.7980818
1982-06-21 23:00:00,72.4,0.164523611,0.736238011
1982-07-17 23:00:00,90.7,0.0340125,6.626142103
1982-12-04 23:00:00,73.2,0.333380556,115.8159026
1983-02-01 23:00:00,117.9,0.615936111,173.2991011
1983-04-07 23:00:00,105.9,0.279823611,235.8793321
1983-04-22 23:00:00,109.7,0.323072222,42.47526989
1983-09-12 23:00:00,78.2,0.013518056,42.75843835
1983-12-11 23:00:00,93.5,0.363698611,96.27727841
1984-05-22 23:00:00,66.3,0.190626389,33.98021591
1984-08-01 23:00:00,143.5,0.194933333,4.813863921
1984-08-27 23:00:00,48.3,-0.031541667,12.94079889
1984-10-27 23:00:00,77.0,0.0597375,3.879407983
1984-12-04 23:00:00,47.5,0.243130556,36.24556364
1985-03-20 23:00:00,70.6,0.544059722,52.66933466
1985-05-08 23:00:00,64.8,0.084030556,0.453069545
1985-09-02 23:00:00,59.7,0.475988889,34.82972131
1985-09-23 06:00:00,71.67966464,0.041426389,165.0872156
1985-10-29 23:00:00,126.7,0.432645833,99.95846847
1986-03-13 23:00:00,44.2,0.369019444,28.88318352
1986-07-23 23:00:00,65.0,0.030163889,1.189307557
1986-10-24 23:00:00,49.5,0.228827778,4.445744915
1986-11-25 23:00:00,46.2,0.310648611,29.73268892
1986-11-29 23:00:00,59.2,0.312990278,22.59684358
1987-02-15 23:00:00,57.2,0.340648314,26.78773688
1987-03-18 23:00:00,59.9,0.598865278,126.5763043
1987-05-12 23:00:00,71.9,0.1101125,13.16733367
1987-08-29 23:00:00,49.5,-0.001375,2.350298267
1987-11-16 23:00:00,80.0,0.2216,3.341387898
1988-03-03 23:00:00,69.9,0.385716667,104.4891639
1988-03-25 23:00:00,71.1,0.172233333,51.25349233
1988-08-09 23:00:00,68.6,0.120348611,23.50298267
1988-09-09 23:00:00,70.6,0.114748611,22.20040773
1988-09-16 23:00:00,93.5,0.182938889,74.756475
1989-03-21 23:00:00,67.3,0.3523875,23.44634898
1989-06-08 23:00:00,74.2,0.324193056,32.56437358
1989-09-30 23:00:00,78.7,0.067423611,5.487273929
1989-11-07 23:00:00,120.4,0.205434722,63.20261166
1989-12-31 23:00:00,68.6,0.494190278,30.55948185
1990-01-01 00:00:00,65.69372569,0.494190278,30.55948185
1990-03-16 22:00:00,186.0919308,0.471865278,54.61021852
1990-05-09 23:00:00,59.9,0.257934722,7.839341999
1990-05-13 23:00:00,78.5,0.091225,164.6241172
1990-12-23 23:00:00,56.4,0.305127778,0.962772784
1991-01-07 23:00:00,85.3,0.239702778,64.8455787
1991-01-10 23:00:00,64.3,0.410043056,66.82775796
1991-01-30 23:00:00,72.9,0.442505556,91.46341449
1991-05-26 23:00:00,83.3,0.164388889,36.81190057
1991-11-21 00:00:00,60.01716702,0.225386111,22.65347727
1992-02-17 23:00:00,74.7,0.337622222,64.56241023
1992-08-03 23:00:00,66.5,-0.05375,3.964358523
1992-11-04 23:00:00,66.5,0.119745833,28.11862867
1992-11-12 23:00:00,82.3,0.113647222,29.73268892
1992-11-24 23:00:00,66.0,0.265394444,78.43766506
1993-01-20 23:00:00,117.3,0.395544444,182.926829
1993-03-30 23:00:00,88.9,0.395744444,6.39960733
1993-05-25 23:00:00,59.2,0.177309722,3.90772483
1993-10-29 23:00:00,113.0,0.216763889,59.46537784
1993-11-15 23:00:00,53.8,0.180541667,27.21248957
1994-01-27 23:00:00,64.0,0.506975,35.39605824
1994-03-01 23:00:00,57.4,0.496609722,27.72219281
1994-04-12 23:00:00,57.2,0.228461111,41.34259602
1994-10-01 23:00:00,72.9,0.353525,1.047723324
1994-11-29 23:00:00,75.4,0.271911111,4.89881446
1995-01-13 23:00:00,69.3,0.503980556,21.69070449
1995-04-11 23:00:00,80.3,0.298890278,55.50101932
1995-05-10 02:00:00,150.6765743,0.200669444,279.2041074
1995-10-04 21:00:00,129.9581087,1.394543056,3.709506904
1995-12-18 20:00:00,128.4914725,0.482559722,90.04757216
1996-02-02 23:00:00,86.6,0.445273611,23.58793321
1996-03-25 23:00:00,67.6,0.328973611,23.50298267
1996-03-30 23:00:00,90.7,0.214665278,89.19806676
1996-04-14 23:00:00,120.7,0.211840278,95.14460455
1996-04-29 23:00:00,93.2,0.141645833,10.47723324
1997-03-13 23:00:00,85.9,0.296172222,19.53862415
1997-06-25 23:00:00,78.0,0.063652778,17.32991011
1997-07-19 23:00:00,255.8,0.364984722,9.146341449
1997-11-12 23:00:00,66.0,0.294438889,7.192479034
1997-11-29 23:00:00,70.6,0.362025,110.7188702
1998-01-07 23:00:00,156.5,0.524001389,143.5664122
1998-03-07 23:00:00,172.7,0.762456944,133.9386844
1998-04-28 23:00:00,73.4,0.234557621,20.3598127
1998-09-12 23:00:00,69.1,0.025116667,56.63369318
1998-09-28 23:00:00,218.4,0.832193056,214.9248656
1999-03-09 23:00:00,48.5,0.445193056,14.86634446
1999-03-13 23:00:00,98.8,0.541472222,75.32281193
1999-06-26 23:00:00,88.9,0.0357,3.766140597
1999-09-04 23:00:00,52.6,-0.035572222,0.260514989
1999-11-20 23:00:00,59.7,0.155458333,0.118930756
2000-03-18 23:00:00,46.0,0.282901389,17.61307858
2000-03-29 23:00:00,76.7,0.285038889,6.427924176
2000-11-06 23:00:00,45.2,0.298734722,0.045306955
2000-11-18 23:00:00,64.0,0.087226389,24.66397338
2000-11-24 23:00:00,72.4,0.47535,34.26338438
2001-03-03 23:00:00,119.1,0.419491667,135.0713582
2001-03-12 23:00:00,72.4,0.454206944,30.29902585
2001-06-11 22:00:00,71.21824639,0.176104167,91.74658296
2001-08-12 16:00:00,62.06607207,-0.024868056,22.25704142
2001-08-28 23:00:00,55.9,-0.101602778,3.82277429
2002-03-12 23:00:00,56.9,0.231190278,24.550706
2002-07-25 23:00:00,71.9,0.018829167,2.775050966
2002-09-25 23:00:00,157.2,0.7704625,194.5367361
2002-11-11 23:00:00,66.0,0.181976389,65.69508409
2002-12-31 23:00:00,104.1,0.610043056,37.3782375
2003-01-01 00:00:00,99.68974992,0.610043056,37.3782375
2003-05-18 23:00:00,160.0,0.076640278,17.75466281
2003-06-06 23:00:00,117.9,0.131736111,28.60001506
2003-06-30 23:00:00,153.7,0.394584722,175.5644489
2003-11-27 23:00:00,65.3,0.188156944,12.71426412
2004-02-25 23:00:00,111.8,0.428143056,58.33270398
2004-07-02 23:00:00,59.9,0.05012481,9.033074063
2004-08-11 16:00:00,92.52347813,0.060186111,13.81862114
2004-09-16 04:00:00,91.68305568,1.626290859,0.962772784
2004-11-11 23:00:00,82.6,0.26123165,26.05149886
2005-04-01 21:00:00,159.696892,0.338301389,153.1941401
2005-04-06 23:00:00,82.6,0.389691667,31.43169972
2005-04-30 23:00:00,112.5,0.234018056,65.12874716
2005-06-11 23:00:00,114.8,0.594197222,7.928717046
2005-07-06 23:00:00,161.0,0.186709722,61.16438864
2006-02-25 23:00:00,52.8,0.221606944,35.11288977
2006-07-15 23:00:00,48.8,0.090083333,0.27127539
2006-08-09 23:00:00,52.1,-0.011577778,3.256437358
2006-11-06 23:00:00,85.3,0.296133333,21.12436756
2006-11-15 23:00:00,144.8,0.420683333,44.45744915
2007-04-01 23:00:00,109.2,0.303483333,2.554179563
2007-09-01 23:00:00,57.9,-0.128377778,1.761307858
2007-10-22 23:00:00,68.6,0.126876389,75.6059804
2007-11-25 23:00:00,72.1,0.308394444,2.228535827
2007-12-20 23:00:00,73.7,0.336265278,4.049309063
2008-04-05 06:00:00,116.8367604,0.262484722,101.3743108
2008-07-26 23:00:00,70.4,0.031706944,4.219210142
2008-08-16 23:00:00,124.7,-0.048586111,6.824360029
2008-08-25 23:00:00,120.1,-0.038456944,3.624556364
2008-12-10 23:00:00,59.2,0.355672222,3.199803665
2009-03-28 17:00:00,93.1235364,0.490725,147.2476023
2009-08-01 23:00:00,48.5,-0.025963889,0.424752699
2009-09-14 23:00:00,56.9,0.042963889,6.880993722
2009-11-10 00:00:00,68.10688062,0.649895833,26.02318202
2009-12-12 23:00:00,103.1,0.147731944,86.93271904
2010-01-16 23:00:00,52.1,0.539781944,4.89881446
2010-01-20 23:00:00,145.0,0.4188,20.07664423
2010-02-04 23:00:00,52.8,0.590143056,88.0653929
2010-05-03 23:00:00,56.6,0.218205556,27.86377705
2010-11-15 23:00:00,56.9,0.313083333,1.523446347
2011-03-05 23:00:00,56.1,0.423234722,33.98021591
2011-07-11 23:00:00,51.6,0.070004167,0.13478819
2011-07-26 23:00:00,60.5,0.088613889,14.83802761
2011-09-03 23:00:00,133.1,0.383969444,74.19013807
2011-09-19 23:00:00,48.3,0.008643056,8.325152898
2012-02-18 23:00:00,84.3,0.363272198,79.00400199
2012-03-22 23:00:00,66.3,0.283725744,102.2238162
2012-05-02 23:00:00,172.7,0.125929167,34.54655284
2012-06-09 23:00:00,147.1,0.158891667,21.03941702
2012-08-29 02:00:00,116.4632541,0.710652778,257.1169671
2013-02-25 23:00:00,104.4,0.493616667,74.47330654
2013-05-01 23:00:00,86.9,0.315356944,73.05746421
2013-08-18 23:00:00,66.0,0.075848611,10.27901531
2013-12-22 23:00:00,87.6,0.413693056,29.16635199
2013-12-28 23:00:00,70.1,0.364113889,25.7683304
2014-03-28 23:00:00,71.4,0.356638889,62.01389404
2014-04-14 23:00:00,79.2,0.252084722,62.86339943
2014-04-29 23:00:00,285.3,0.492301389,49.83765
2014-05-10 02:00:00,67.26997735,0.158316667,61.16438864
2014-05-28 23:00:00,78.0,0.144948611,73.05746421
2015-04-12 23:00:00,184.9,0.136248611,56.91686165
2015-05-16 23:00:00,92.2,0.127386111,165.6535526
2015-09-27 23:00:00,190.5,0.173280556,0.450237861
2015-10-26 23:00:00,122.2,0.496020833,7.503964347
2015-12-23 23:00:00,102.4,0.303741667,73.62380114
2016-01-21 23:00:00,63.5,0.538719444,19.25545568
2016-03-11 23:00:00,108.0,0.4072625,45.59012301
2016-03-24 23:00:00,81.0,0.221815278,26.07981571
2016-04-01 23:00:00,68.1,0.218047222,27.49565804
2016-06-28 23:00:00,59.7,0.070927778,17.81129651
2017-01-01 23:00:00,148.3,0.397756944,107.604017
2017-05-20 23:00:00,111.0,0.226223611,55.21785085
2017-08-04 23:00:00,82.3,0.071368056,66.54458949
2017-08-30 02:00:00,93.55093209,0.172951389,17.38654381
2017-10-22 23:00:00,103.4,0.115861111,27.0425885
2018-01-08 23:00:00,48.0,0.564761111,23.61625006
2018-02-11 01:00:00,54.59991967,0.355094444,19.70852523
2018-09-04 23:00:00,53.1,0.395502778,23.55961636
2018-11-12 23:00:00,50.3,0.208877778,13.70535375
2018-12-08 23:00:00,87.9,0.342958333,33.41387898
2019-06-28 23:00:00,51.8,0.054472222,0.489881446
2019-07-13 23:00:00,96.0,0.260273611,5.861587245
2019-10-15 23:00:00,49.8,0.086108333,0.563505247
2019-10-25 23:00:00,72.9,0.190408333,5.804953551
2019-10-30 21:00:00,63.1059156,0.067304167,50.12081847
2020-01-03 23:00:00,57.4,0.386384722,23.38971528
2020-06-07 23:00:00,141.2,0.596418056,60.59805171
2020-09-15 23:00:00,66.3,1.237531944,1.03922827
2020-10-28 23:00:00,45.2,0.393351389,50.97032387
2020-12-24 23:00:00,52.6,0.5012375,17.4431775
2021-04-10 23:00:00,88.4,0.276259722,115.5327341
2021-06-19 23:00:00,107.2,0.390530556,144.4159176
2021-08-30 22:00:00,118.8900638,0.524920833,188.3070298
2021-09-15 23:00:00,86.1,0.093170833,58.04953551
2021-10-27 23:00:00,81.0,0.205706944,17.24495957
2022-04-17 23:00:00,50.3,0.084652778,19.48199046
2022-08-18 23:00:00,50.8,0.0091,4.417428068
2022-10-29 23:00:00,59.7,0.083601389,2.860001506
2022-11-26 23:00:00,53.1,0.175608333,17.66971227
2022-12-30 23:00:00,54.4,0.383311111,35.11288977
2023-04-13 23:00:00,71.1,0.464259722,7.390696961
2023-04-27 23:00:00,61.5,0.188468056,8.580004517
2023-06-16 23:00:00,86.9,0.178055556,0.937287622
2023-08-05 23:00:00,57.2,0.099144444,0.269859548
2023-12-02 23:00:00,78.7,0.299238889,12.23287773
2024-04-10 23:00:00,64.3,0.471419444,75.88914887
2024-05-13 23:00:00,174.0,0.168069444,49.83765
2024-07-15 23:00:00,67.8,-0.006380556,1.112852071
2024-11-19 23:00:00,52.3,0.438454167,1.53760477
2024-12-28 07:00:00,95.90888421,0.393921801,32.28120511
