Original_Row,Cluster_ID,Year,Time,U_RF,U_RD,U_NTR,C12,C13,C23,C123,ReturnPeriod_Trivariate,ReturnPeriod_Bivariate,Density,t,mu_sim,sigma_sim,Sim_NTR,Sim_RF,Sim_RD,Weight,Probability
3218,22,1961,33,0.846315197606872,0.952746822756411,0.975165526615456,0.840856571539438,0.835136426524214,0.938861358286392,0.804,5.46048109111813,14.6458963133938,0.835136426524214,7.97809719370294,0.399767741161752,0.0932284818300497,0.834822035311235,80.3142726254209,140.059632152133,6,0.00021897810218978101
2011,23,1958,21,0.607028095062788,0.171273602722032,0.920770924538374,0.143227531276295,0.577014486758054,0.163932400309639,0.158,7.37958472739393,4.06376311256841,0.577014486758054,4.97741273100616,0.398664882284112,0.0924326749376458,0.673202036381695,44.9714565332861,5.52002378716776,20,0.00072992700729927
20686,24,2007,207,0.614601858375786,0.82580054046829,0.210938490228727,0.59223209783103,0.149779146426657,0.191728322221412,0.147,1.4771193030184,0.61682932870269,0.149779146426657,53.9767282683094,0.416673883500469,0.1054277077418,0.442014436127234,45.736320544834,56.6043702784957,25,0.0009124087591240876
11397,25,1983,114,0.627746324228011,0.999490062603401,0.164081727387384,0.627746298667473,0.122284104983217,0.164067389496435,0.112,18.553428291301,0.605224198381942,0.122284104983217,29.9767282683094,0.407853024995547,0.0990627048049269,0.425802531560146,47.0953006049866,1024.35176900006,1,3.649635036496351e-05
6267,26,1969,63,0.977111571969542,0.993125987708828,0.996223490219563,0.976180631511197,0.975437903418697,0.990610065618982,0.97,34.6767652516889,95.1094153878662,0.975437903418697,15.9780971937029,0.40270802733006,0.095350149475674,1.16412851473214,147.578207757464,371.941156236685,1,3.649635036496351e-05
2992,27,1961,30,0.925613094750573,0.92115333012179,0.838093042606488,0.888267574039284,0.800293561358858,0.798583726260102,0.783,10.3705425017298,5.46635915089772,0.800293561358858,7.97809719370294,0.399767741161752,0.0932284818300497,0.589788568811325,106.374924522744,101.725987627851,9,0.0003284671532846715
6894,28,1971,69,0.987413486449483,0.977359448353728,0.994986347388476,0.972397958779114,0.984266483134223,0.974653349311134,0.97,128.327777249284,107.143854177849,0.984266483134223,17.9767282683094,0.403442595743086,0.0958802033364905,1.11643514944907,168.147195639501,210.419224851881,2,7.299270072992701e-05
27160,29,2024,272,0.51962447574929,0.796776804786042,0.727863482898101,0.500304380420156,0.411319265272858,0.604003271551483,0.385,2.31582922813092,1.22076789912454,0.411319265272858,70.9760438056126,0.422921740043597,0.109936069963456,0.577952047642111,36.9458959725803,49.5719178090334,16,0.0005839416058394161
16687,30,1998,167,0.942101324029182,0.831773036588605,0.983267858391628,0.813894276574231,0.932904053151558,0.824881606917976,0.806,23.4254643413529,26.5432556372676,0.932904053151558,44.9774127310062,0.413366313125648,0.103041013165767,0.959570266186799,115.229077690563,58.2691065530155,5,0.0001824817518248175
14933,31,1994,150,0.200888348881318,0.591103791709496,0.925359866581857,0.185124233857042,0.192146767083519,0.564609125805129,0.194,6.5513370229576,3.03496806959041,0.192146767083519,40.9774127310062,0.411896170041495,0.101980179342955,0.723104932347935,14.6010873169654,23.6534361368856,16,0.0005839416058394161
24614,32,2017,247,0.890154443168541,0.999943370959686,0.910261833341792,0.890154441808836,0.827783872137971,0.910243054720258,0.83,,7.30791271258135,0.827783872137971,63.9780971937029,0.420349744339903,0.10808015534942,0.72317237452792,92.465380432057,2082.91618825899,1,3.649635036496351e-05
5979,33,1968,60,0.615149096653231,0.520222909594323,0.0437951439525932,0.421056451801997,0.0341289370667188,0.0291936583547369,0.032,0.732032543893722,0.533070783234481,0.0341289370667188,14.9760438056126,0.402339736865446,0.0950843964440866,0.406609536612911,45.7920883066345,18.9509837529833,38,0.001386861313868613
2786,34,1960,28,0.921509743906061,0.833605019351154,0.830463047837839,0.807830008235949,0.793598796571527,0.723366624174527,0.713,7.6284581178353,4.80468881960201,0.793598796571527,6.97604380561259,0.399399450697139,0.0929627287984623,0.583550794299008,104.469398236631,58.7972519397833,15,0.0005474452554744526
22187,35,2010,222,0.968562653380031,0.999662514337486,0.99991870764643,0.968562112509777,0.968545836959803,0.999620843065551,0.971,,3101.93260699945,0.968545836959803,56.9774127310062,0.417776742378109,0.106223514634204,2.29084623858755,136.583039864289,1179.85374922225,1,3.649635036496351e-05
15047,36,1994,151,0.59460373279101,0.517150106635869,0.717170578194782,0.410720060950718,0.457010939498558,0.401917522733121,0.345,2.08933788232788,1.37706308696377,0.457010939498558,40.9774127310062,0.411896170041495,0.101980179342955,0.551113098452341,43.7438467160882,18.7715673658924,39,0.0014233576642335767
9482,37,1977,95,0.541234791271788,0.117678074569976,0.963740981649607,0.0944120510575746,0.532390878332612,0.11611678058442,0.1,9.86881264813932,7.29524825821657,0.532390878332612,23.9780971937029,0.405648313498367,0.0974718171212983,0.80397680572046,38.809001333974,4.11794203013088,7,0.00025547445255474455
23798,38,2015,238,0.995291009894732,0.849623090244645,0.999636804219335,0.848306324307824,0.995126486576924,0.849537359672108,0.848,477.023907209466,1006.68203898645,0.995126486576924,61.9767282683094,0.419614169668776,0.107549375387424,1.85303767178657,201.634907585884,63.8091621408047,1,3.649635036496351e-05
7900,39,1973,80,0.13548173753427,0.147469436923631,0.265907293651253,0.0555717143334525,0.0497004477017194,0.0568228870446232,0.036,0.346478387879878,0.308493719075212,0.0497004477017194,19.9780971937029,0.404178170414213,0.0964109832984861,0.434548432277271,10.5275398962297,4.89019726797025,135,0.004927007299270073
7581,40,1972,76,0.930201323525447,0.972025280345759,0.199069079710171,0.925118887418015,0.19312561890469,0.197645568865957,0.196,10.7559313702757,3.1320855767913,0.19312561890469,18.9760438056126,0.4038098799496,0.0961452302668987,0.425443161063134,108.630341964006,188.166587589041,6,0.00021897810218978101
4968,41,1965,50,0.881785129170935,0.792703386569966,0.13446518080309,0.753817014945442,0.127540860223361,0.120373359771197,0.108,2.35911544241555,1.7970977729189,0.127540860223361,11.9780971937029,0.401237884245906,0.0942893156528619,0.414974341242767,89.8233252972383,48.70350578577,25,0.0009124087591240876
3321,42,1961,34,0.971972537908489,0.998580657697825,0.961144092259929,0.971954310373071,0.941990264714825,0.960732038178886,0.939,50.2597751802082,22.5386789318438,0.941990264714825,7.97809719370294,0.399767741161752,0.0932284818300497,0.771139777781538,140.567825890603,707.227141683476,1,3.649635036496351e-05
24514,43,2017,246,0.970186905239354,0.893261692972524,0.932387788314372,0.88368562912784,0.913528431735761,0.842862054120885,0.821,8.60595253337057,18.2586069409646,0.913528431735761,63.9780971937029,0.420349744339903,0.10808015534942,0.764919674300239,138.425257441777,82.6017406312224,8,0.00029197080291970805
26014,44,2021,261,0.445603486926307,0.936949458684077,0.250660745659843,0.444879090746796,0.138258493190227,0.242939841777391,0.158,5.73662010649427,0.452494563451251,0.138258493190227,67.9780971937029,0.421819887424057,0.109140989172232,0.453873548469471,31.0316477219739,117.490480378269,11,0.0004014598540145985
18012,45,2001,181,0.416797033060402,0.408660181842873,0.519521346548572,0.26925676951379,0.252056333542468,0.241820020315486,0.18,0.839790757681429,0.633436675915519,0.252056333542468,47.9780971937029,0.414469172003289,0.103836820058171,0.494076658529948,28.8918296844656,13.3876077716007,63,0.002299270072992701
16300,46,1997,164,0.983529076117567,0.990811717598456,0.976434467593208,0.980942993096351,0.965032989677223,0.97114274175064,0.962,46.0462055509238,39.4520429497973,0.965032989677223,43.9780971937029,0.412999028919135,0.102775986235359,0.90108589835173,158.917579062283,326.414457936845,3,0.00010948905109489051
14443,47,1993,145,0.984354562901017,0.999856528643253,0.939331801375374,0.984354371612702,0.929557300715916,0.939307124129773,0.936,,34.0661156972433,0.929557300715916,39.9780971937029,0.411528885834981,0.101715152412547,0.751207579883152,160.684565047722,1561.66554227667,1,3.649635036496351e-05
6186,48,1969,62,0.995521091090385,0.748411847123053,0.860028338851407,0.747311525695999,0.858624520535411,0.675430438937916,0.684,,65.0387342782652,0.858624520535411,15.9780971937029,0.40270802733006,0.095350149475674,0.614532344273472,203.332254164358,40.6590994213295,4,0.00014598540145985403
2627,49,1960,27,0.970317775682575,0.698574788887835,0.99717749026604,0.691594541788441,0.969013254629824,0.697950704298117,0.668,8.16711689180299,131.753288068417,0.969013254629824,6.97604380561259,0.399399450697139,0.0929627287984623,1.19608747333288,138.577951889026,33.823939358757,1,3.649635036496351e-05
22615,50,2011,227,0.786691791051146,0.948927024415331,0.832766176899895,0.782858955899915,0.690400482865098,0.809823068576203,0.705,20.6238402847326,2.81918395819897,0.690400482865098,57.9767282683094,0.418144026584623,0.106488541564612,0.630898069670187,68.2547730333263,133.719025937753,7,0.00025547445255474455
24530,51,2017,246,0.514194018969197,0.612248324284064,0.18692279770039,0.427629358820996,0.120124031685822,0.127987218115624,0.113,0.802003508483165,0.477318749731436,0.120124031685822,63.9780971937029,0.420349744339903,0.10808015534942,0.442998687219685,36.4884521178742,25.3077472502237,48,0.0017518248175182481
10923,52,1981,110,0.976142223836349,0.687927406034855,0.377954865107313,0.682443500042988,0.374161470184263,0.292773823530215,0.306,147.677900260133,9.96791267080223,0.374161470184263,27.9780971937029,0.407118456582521,0.0985326509441104,0.455273881616594,146.144583600607,32.582076653483,7,0.00025547445255474455
1271,53,1956,13,0.898689643115769,0.658445970969206,0.560226225061342,0.633990497705632,0.529283399304583,0.412259360987328,0.434,8.27423500585532,2.84221993859209,0.529283399304583,2.97604380561259,0.397929307612985,0.0919018949756502,0.477329306855013,95.3671964313388,29.4561012221416,15,0.0005474452554744526
13323,54,1988,134,0.671771039800682,0.966559090404468,0.994188460288569,0.671153554762137,0.670254538130216,0.963683530253037,0.676,,46.5653617249569,0.670254538130216,34.9760438056126,0.409690452286214,0.100388565558147,1.12821780296715,51.9767739209872,170.701491170002,2,7.299270072992701e-05
8427,55,1975,85,0.786128351870509,0.265764908905525,0.791121885878965,0.244628602208488,0.651270639779086,0.230713277164782,0.211,2.75492064133975,2.7019577645632,0.651270639779086,21.9767282683094,0.40491273882724,0.0969410371593026,0.572154161718054,68.1567720811875,8.227096523673,17,0.0006204379562043796
2458,56,1960,25,0.782909923075093,0.995893618930152,0.796212129294872,0.782900005221192,0.657295798729209,0.795075755289142,0.651,21.607867479475,2.55840367533249,0.657295798729209,6.97604380561259,0.399399450697139,0.0929627287984623,0.562556781664919,67.6015579969808,464.086379972931,2,7.299270072992701e-05
1028,57,1956,11,0.973181921302095,0.96995974159601,0.819207000080496,0.957867102808957,0.807649783741163,0.804838479507227,0.786,9.08814006734047,13.1054192941902,0.807649783741163,2.97604380561259,0.397929307612985,0.0919018949756502,0.572675964094061,142.09651077808,181.055661276511,5,0.0001824817518248175
22514,58,2011,226,0.995155967589456,0.975035452707625,0.917957844212651,0.973399966404867,0.915909192109561,0.903616865032409,0.896,22.7874548172586,71.5466154879542,0.915909192109561,57.9767282683094,0.418144026584623,0.106488541564612,0.729381271890073,200.676549450637,199.926798569479,1,3.649635036496351e-05
15451,59,1995,155,0.67816253494327,0.713328309428183,0.610427833627909,0.586030510002255,0.451484415968627,0.465903114991984,0.419,2.4242611435494,1.22779194940142,0.451484415968627,41.9767282683094,0.412263454248008,0.102245206273363,0.514397644568826,52.7332745435231,35.6590946399555,32,0.0011678832116788322
26251,60,2022,263,0.839173100116324,0.818330651640413,0.670743587892503,0.755112156246946,0.591241897463441,0.577850838166689,0.529,2.98696701634878,2.45926203376846,0.591241897463441,68.9774127310062,0.42218717163057,0.10940601610264,0.552327918860941,78.6562539535393,54.6368148114204,13,0.00047445255474452553
14676,61,1993,147,0.222728141676065,0.185790361030377,0.729127669706941,0.0928766176107065,0.181875534902023,0.156487798128665,0.097,1.01732619314147,0.869490654715376,0.181875534902023,39.9780971937029,0.411528885834981,0.101715152412547,0.555521221580213,15.9622694071456,5.91213857013017,64,0.0023357664233576644
14971,62,1994,150,0.784033554903285,0.668767325049218,0.102388286264613,0.605162168615715,0.0876473874323074,0.0801128738605899,0.068,1.33570854644611,0.993909589079716,0.0876473874323074,40.9774127310062,0.411896170041495,0.101980179342955,0.42298455959111,67.79451862904,30.5021288037586,30,0.0010948905109489052
14827,63,1994,149,0.826723100750183,0.939933522168053,0.300061290850863,0.818861241548426,0.266988923602207,0.292849562844489,0.269,4.65313071589508,1.42648741196429,0.266988923602207,40.9774127310062,0.411896170041495,0.101980179342955,0.449080293809195,75.9262548395554,121.10420798542,12,0.00043795620437956203
14859,64,1994,149,0.999608328386219,0.69832253002399,0.23613868211396,0.698233043358322,0.236119720716214,0.192673154215642,0.201,,536.609922121398,0.236119720716214,40.9774127310062,0.411896170041495,0.101980179342955,0.439821718887901,285.155737303457,33.7937494047758,1,3.649635036496351e-05
26879,65,2023,269,0.975340157513901,0.822312292439904,0.703988921828568,0.815403546534149,0.695164787791925,0.606059777384779,0.585,6.66961465224315,12.6296844020812,0.695164787791925,69.9767282683094,0.422554455837084,0.109671043033048,0.566460725771705,145.001023525088,55.6704091398262,7,0.00025547445255474455
7285,66,1972,73,0.732516270575076,0.988162422412034,0.822419711621478,0.732435660139508,0.632585110343568,0.819399155372128,0.632,21.455725380938,2.57568893267337,0.632585110343568,18.9760438056126,0.4038098799496,0.0961452302668987,0.588750139053303,59.7794656150228,290.108079819257,2,7.299270072992701e-05
2757,67,1960,28,0.907471209077065,0.955945888005292,0.679559657350183,0.897935522307387,0.649164442624889,0.664408737548478,0.643,7.83332316133223,3.21887153837436,0.649164442624889,6.97604380561259,0.399399450697139,0.0929627287984623,0.512873677863519,98.6098525599382,145.946002006015,5,0.0001824817518248175
13548,68,1989,136,0.210338522237214,0.69934269740424,0.233391982736066,0.203008556653394,0.0632852794162372,0.190297944252233,0.061,0.792020934174912,0.322812458639868,0.0632852794162372,35.9780971937029,0.410058742750828,0.100654318589735,0.437247983583908,15.1892514813154,33.9160779267214,19,0.0006934306569343065
23654,69,2015,237,0.521221819081366,0.934657899014884,0.915483732707798,0.51999191955833,0.49489067846353,0.865894356651367,0.5,21.2460740208363,3.4373045386548,0.49489067846353,61.9767282683094,0.419614169668776,0.107549375387424,0.729627760312678,37.0812460207219,114.874841700683,3,0.00010948905109489051
1097,70,1956,11,0.999852757503075,0.999729037381183,0.99863171717152,0.999670135115573,0.998558651936499,0.99846722571516,1.0,,2696.24403579321,0.998558651936499,2.97604380561259,0.397929307612985,0.0919018949756502,1.32764452747174,317.704741446488,1269.8408816855,1,3.649635036496351e-05
7939,71,1973,80,0.877942428742428,0.988656018708708,0.967190621420741,0.877662559687138,0.85898437577423,0.960239408190938,0.855,24.6996681505026,14.4390512226705,0.85898437577423,19.9780971937029,0.404178170414213,0.0964109832984861,0.812692003499778,88.6698909373666,295.996510590754,1,3.649635036496351e-05
19344,72,2004,194,0.79910270612475,0.655989205780588,0.963727483525872,0.599951970529542,0.782728184277106,0.641664011573467,0.616,,10.0512641476848,0.782728184277106,50.9760438056126,0.415571024622829,0.104631900849396,0.843101615260777,70.4772206832255,29.2142050096004,7,0.00025547445255474455
26648,73,2023,267,0.200692902561195,0.201413169404068,0.79038846725598,0.0930319574069702,0.173236155482706,0.17925184931852,0.082,1.16941678323027,1.09796730988575,0.173236155482706,69.9767282683094,0.422554455837084,0.109671043033048,0.611292502732332,14.5889331841947,6.34230306862575,39,0.0014233576642335767
3394,74,1961,34,0.998287540694067,0.99834960266392,0.998822479741648,0.997516491162568,0.997461535923344,0.997565758188696,0.998,,568.964973204859,0.997461535923344,7.97809719370294,0.399767741161752,0.0932284818300497,1.3744225321459,235.774123786071,667.843970461722,1,3.649635036496351e-05
24771,75,2018,248,0.222726478959936,0.159678398076139,0.408803226193413,0.081404074093771,0.115464556489396,0.0756846347095437,0.039,0.452135610723408,0.413278769751425,0.115464556489396,64.9774127310062,0.420717028546417,0.108345182279828,0.479524824601643,15.9621654882897,5.21140483941926,87,0.003175182481751825
11732,76,1983,118,0.0880299217414884,0.486325967519107,0.999825439881533,0.0797249101061574,0.0880273911169544,0.486314076290505,0.095,,1162.59134075211,0.0880273911169544,29.9767282683094,0.407853024995547,0.0990627048049269,1.92722118095564,7.48464500258198,17.0645157791693,1,3.649635036496351e-05
12658,77,1986,127,0.989368851515448,0.995675631330272,0.97646227106452,0.988508105692838,0.969455052970402,0.974326022391435,0.968,71.8796897880999,55.1886980301605,0.969455052970402,32.9774127310062,0.408955883873188,0.0998585116973308,0.883373596891902,173.924320173775,454.141099951411,1,3.649635036496351e-05
15393,78,1995,154,0.748639976573409,0.602695179165662,0.99609875981696,0.536013625306137,0.747390215837555,0.601806434844769,0.572,,75.4295871356676,0.747390215837555,41.9767282683094,0.412263454248008,0.102245206273363,1.22220616861687,62.1221220094809,24.5435493403176,2,7.299270072992701e-05
21329,79,2009,214,0.742561125375986,0.988116930830536,0.230679222615436,0.742473588759383,0.189224801279436,0.229679594576566,0.198,98.9753187478425,0.925992574721576,0.189224801279436,55.9780971937029,0.417409458171596,0.105958487703795,0.445644976976611,61.2231039357672,289.581972059437,4,0.00014598540145985403
25068,80,2018,251,0.24587369041099,0.271707206245402,0.962199055589736,0.135906388201228,0.242290446227516,0.266420841383531,0.147,11.2121930390015,5.8449281709297,0.242290446227516,64.9774127310062,0.420717028546417,0.108345182279828,0.856741437438108,17.4147882966464,8.41197952351087,7,0.00025547445255474455
23645,81,2015,237,0.922819373503595,0.999258028288526,0.190283974865451,0.922818426392005,0.182939198329064,0.190238646280671,0.173,18.8060166398997,2.86385860721254,0.182939198329064,61.9767282683094,0.419614169668776,0.107549375387424,0.442608881195307,105.066858089531,897.481075615751,1,3.649635036496351e-05
21087,82,2008,211,0.92590427797376,0.772807792793011,0.292203235672787,0.751651322976565,0.279593398233661,0.248031264272584,0.236,3.81966016588115,3.25277909463332,0.279593398233661,54.9760438056126,0.417041167706983,0.105692734672208,0.454347464165178,106.513993225026,44.800466050135,8,0.00029197080291970805
14624,83,1993,147,0.997728349970702,0.99278072505318,0.992586334468797,0.991961865749012,0.99105095734964,0.987197032440345,0.985,94.5874217733032,271.638406418509,0.99105095734964,39.9780971937029,0.411528885834981,0.101715152412547,1.09389233514342,226.264006363571,363.944864191475,1,3.649635036496351e-05
18349,84,2002,184,0.32913974477179,0.847628893410088,0.227915538009256,0.326086794743788,0.101349386763352,0.210169839737902,0.098,1.48233964574151,0.367448404340058,0.101349386763352,48.9774127310062,0.414836456209802,0.104101846988579,0.44219189777259,22.7961301499033,63.143455557285,17,0.0006204379562043796
4774,85,1965,48,0.940863198633725,0.970931196679291,0.986766065470874,0.934068104372628,0.934451924974004,0.962853250748889,0.931,110.325391348645,29.3140761102287,0.934451924974004,11.9780971937029,0.401237884245906,0.0942893156528619,0.937957432485405,114.483775411261,184.313648855909,3,0.00010948905109489051
22295,86,2011,223,0.904424378804758,0.895997022233105,0.874805426690727,0.855049976194967,0.808661799739985,0.806149538219579,0.752,4.69103809535534,6.79532614536917,0.808661799739985,57.9767282683094,0.418144026584623,0.106488541564612,0.669908996935872,97.4523661668648,84.1450277637174,12,0.00043795620437956203
9479,87,1977,95,0.433200592676455,0.447352112551322,0.160887452308089,0.297535429793672,0.0916018735743055,0.0929205089062736,0.073,0.544043512116767,0.401998876226042,0.0916018735743055,23.9780971937029,0.405648313498367,0.0974718171212983,0.422929694949182,30.1006277889423,15.1199511680534,62,0.002262773722627737
19781,88,2005,198,0.393262851766193,0.857692176407834,0.639632999897003,0.389397793172537,0.287552453550305,0.589698132847616,0.28,2.08202444482197,0.785371353100287,0.287552453550305,51.9780971937029,0.415939315087442,0.104897653880983,0.529934724982718,27.198922807031,66.6402554156148,18,0.000656934306569343
15750,89,1996,158,0.674342168008202,0.559037846011382,0.240330734988675,0.473109406594784,0.187691591499911,0.167946447559707,0.154,0.994843246713466,0.732550585077538,0.187691591499911,42.9760438056126,0.412630738454522,0.102510233203772,0.441284552349914,52.2794953860431,21.3815416297937,54,0.001970802919708029
17249,90,1999,173,0.949596860611599,0.95327741309422,0.909135472262278,0.929206791995556,0.876535462364534,0.875272126222302,0.846,8.69390030979743,11.2339799643068,0.876535462364534,45.9767282683094,0.413733597332162,0.103306040096175,0.701453266751312,120.102754728948,140.996949221264,9,0.0003284671532846715
15019,91,1994,151,0.94624257983225,0.999790540137057,0.908366235205904,0.946242496582162,0.86995267867807,0.908302491998536,0.858,16.531231680807,13.0345266807316,0.86995267867807,40.9774127310062,0.411896170041495,0.101980179342955,0.694772635990907,117.839976593416,1382.22208413947,1,3.649635036496351e-05
15475,92,1995,155,0.915767639498999,0.749593598264771,0.951391278998926,0.726122087265861,0.882528528949353,0.724873150703338,0.703,14.5230097294367,13.0126915468715,0.882528528949353,41.9767282683094,0.412263454248008,0.102245206273363,0.786014665153838,101.958946670747,40.8456654252125,8,0.00029197080291970805
6643,93,1970,67,0.999713427940766,0.999868473208483,0.999974571634084,0.999682977652994,0.999705164755071,0.999857639252996,1.0,,11651.4943290093,0.999705164755071,16.9774127310062,0.403075311536573,0.0956151764060822,2.46461509794991,295.565226544702,1605.40844348371,1,3.649635036496351e-05
