time,POT_NTR,Max_RF,Max_RD
1970-03-04 16:00:00,0.392255556,50.8,76.73865426
1970-03-11 21:00:00,0.400216667,6.1,9.797628921
1970-12-31 03:00:00,0.395113889,28.11080659,31.71486818
1971-01-04 20:00:00,0.4109125,38.4,19.31208938
1971-01-31 10:00:00,0.415361111,0.0,1.472476023
1971-02-05 04:00:00,0.484051389,26.2,6.286339943
1971-02-08 12:00:00,0.402870833,28.2,14.35664122
1971-02-22 12:00:00,0.406643056,51.1,37.66140597
1972-02-03 08:00:00,0.440680556,17.84846411,24.60733969
1972-02-17 01:00:00,0.428158333,5.3,9.344559375
1972-03-02 16:00:00,0.488677778,38.1,34.54655284
1972-06-19 20:00:00,0.431365278,27.4,0.453069545
1972-12-21 18:00:00,0.465305556,28.85094336,98.25945767
1973-01-21 19:00:00,0.582797222,8.4,17.0184248
1973-02-14 12:00:00,0.4765125,8.796969397,47.00596534
1973-03-25 06:00:00,0.622505556,77.5,139.6020537
1973-12-04 14:00:00,0.454802778,24.4,12.82753151
1973-12-26 15:00:00,0.482915278,33.0,39.36041676
1974-02-06 23:00:00,0.4017875,119.4,52.95250313
1974-02-19 13:00:00,0.509431944,21.1,9.231291989
1974-02-22 02:00:00,0.543944444,21.1,7.503964347
1974-09-08 11:00:00,0.370718056,156.7,64.56241023
1974-12-07 16:00:00,0.436031944,15.5906667,12.0346598
1975-01-11 00:00:00,0.529204167,15.36189454,28.60001506
1975-02-23 21:00:00,0.437569444,5.8,6.371290483
1975-03-14 02:00:00,0.385018056,24.1,12.85584835
1975-12-25 18:00:00,0.611954167,32.3,4.247526989
1975-12-31 07:00:00,0.450256944,49.34871624,16.99010796
1976-01-26 13:00:00,0.492238889,14.0,8.495053978
1976-02-01 10:00:00,0.427183333,16.3,16.99010796
1976-02-18 19:00:00,0.3829375,6.454906667,0.991089631
1976-02-21 22:00:00,0.419719444,24.1,19.82179261
1976-12-25 23:00:00,0.372890805,29.0,23.21981421
1977-01-09 22:00:00,0.5325625,9.097767776,9.004757216
1977-01-14 15:00:00,0.472979167,40.1,39.64358523
1977-03-04 13:00:00,0.482136674,27.13926325,26.5612021
1977-03-28 14:00:00,0.4667625,32.3,8.89148983
1977-12-30 12:00:00,0.465834722,29.2,23.13486367
1978-01-08 16:00:00,0.448401389,19.3,17.78297966
1978-01-17 09:00:00,0.432184722,17.5,27.09922219
1978-01-25 11:00:00,0.617819444,124.7,130.2574943
1978-02-13 12:00:00,0.409404167,16.5,5.946537784
1978-03-14 11:00:00,0.392798611,15.5,6.003171478
1979-01-21 07:00:00,0.5886,27.2,12.37446196
1979-02-07 05:00:00,0.526461111,47.8,62.58023097
1979-03-04 00:00:00,0.550427778,130.6,67.96043182
1979-09-13 03:00:00,1.215753049,209.0,80.98618125
1979-12-24 13:00:00,0.472848611,12.66981384,10.3922827
1980-01-11 13:00:00,0.3772875,45.2,27.52397489
1980-01-23 04:00:00,0.446561111,18.5,14.27169068
1980-02-10 03:00:00,0.396534722,14.0,8.778222444
1980-03-01 20:00:00,0.406958333,39.1,11.2417881
1980-04-13 23:00:00,0.412293056,172.5,180.0951443
1981-01-07 10:00:00,0.4179,15.2,0.962772784
1981-01-20 17:00:00,0.383963889,9.1,0.424752699
1981-02-01 23:00:00,0.576211111,24.4,7.985350739
1981-02-10 18:00:00,0.606768056,136.4,176.1307858
1981-03-30 12:00:00,0.459505556,27.7,8.551687671
1982-01-13 14:00:00,0.392430556,31.5,17.07505849
1982-01-31 12:00:00,0.507055556,91.7,36.24556364
1982-02-03 05:00:00,0.388033333,91.7,90.33074063
1982-02-27 07:00:00,0.397429167,18.3,16.73525634
1982-12-28 11:00:00,0.385184722,15.67227836,8.97644037
1983-02-02 04:00:00,0.615936111,117.9,173.2991011
1983-02-28 13:00:00,0.537980556,50.8,15.09287923
1983-03-05 23:00:00,0.546225,59.2,41.90893296
1983-03-16 10:00:00,0.512627778,16.91561065,4.785547074
1983-12-28 11:00:00,0.568393056,35.8,62.2970625
1984-01-10 13:00:00,0.662495833,42.8986418,11.1851544
1984-01-18 13:00:00,0.371906944,9.9,19.1421883
1984-01-27 08:00:00,0.369155556,29.15970233,19.79347577
1984-02-27 11:00:00,0.683059722,35.8,40.77625909
1984-03-20 09:00:00,0.386109722,37.01437772,25.93823148
1985-02-11 15:00:00,0.600915278,14.2,15.17782977
1985-03-21 10:00:00,0.544059722,70.6,52.66933466
1985-08-30 22:00:00,0.447597222,22.62457981,2.916635199
1985-09-02 15:00:00,0.475988889,59.7,34.82972131
1985-11-21 20:00:00,0.574647222,2.3,1.868911875
1986-01-01 00:00:00,0.359766667,16.0,6.880993722
1986-01-19 04:00:00,0.364152778,1.8,3.284754205
1986-02-06 12:00:00,0.470593056,39.4,39.0772483
1986-03-14 10:00:00,0.369019444,44.2,28.88318352
1986-12-23 16:00:00,0.538805556,26.2,47.28913381
1987-01-18 12:00:00,0.416584722,21.8,36.5287321
1987-01-25 13:00:00,0.495725,27.7,33.13071051
1987-02-02 12:00:00,0.388546992,27.4,7.758815966
1987-03-18 11:00:00,0.598865278,59.9,126.5763043
1987-03-24 13:00:00,0.418706944,6.1,14.75307707
1988-01-17 17:00:00,0.398736111,25.7,9.571094148
1988-01-20 10:00:00,0.533923611,25.7,14.83802761
1988-02-15 11:00:00,0.453751389,42.2,29.44952046
1988-02-19 10:00:00,0.426508333,64.3,65.12874716
1988-03-04 07:00:00,0.385716667,69.9,104.4891639
1989-01-30 15:00:00,0.360029167,1.3,2.4918825
1989-02-21 11:00:00,0.479384722,22.65092437,7.022577955
1989-03-23 09:00:00,0.3523875,67.3,23.44634898
1989-06-08 23:00:00,0.324193056,74.2,32.56437358
1989-12-31 16:00:00,0.494190278,68.6,30.55948185
1990-02-10 16:00:00,0.350075,46.0,32.34314822
1990-02-15 21:00:00,0.409143056,33.0,34.99490291
1990-02-22 13:00:00,0.3845375,22.9,56.8841203
1990-03-16 23:00:00,0.471865278,186.0919308,54.61021852
1990-11-09 19:00:00,0.344183333,36.1,1.132673864
1991-01-11 22:00:00,0.410043056,64.3,66.82775796
1991-01-15 18:00:00,0.5081375,12.2,19.05723776
1991-01-30 03:00:00,0.442505556,72.9,91.46341449
1991-03-02 00:00:00,0.481705556,59.9,109.8693648
1991-03-29 21:00:00,0.400577778,1.8,2.831684659
1992-01-09 06:00:00,0.402497222,31.2,29.73268892
1992-01-14 02:00:00,0.513613889,63.2,84.38420284
1992-01-23 09:00:00,0.391881944,35.8,48.70497614
1992-02-05 09:00:00,0.591091667,60.2,30.86536279
1992-02-25 17:00:00,0.409815278,47.0,17.4431775
1993-02-11 15:00:00,0.435731944,37.3,37.3782375
1993-02-26 04:00:00,0.487515278,29.2,5.351884006
1993-03-03 16:00:00,0.476606944,26.7,18.34931659
1993-04-15 13:00:00,0.446869444,26.7,15.03624554
1993-12-14 04:00:00,0.513852778,31.2,37.3782375
1994-01-17 17:00:00,0.564583333,18.5,11.63822395
1994-01-28 08:00:00,0.506975,64.0,35.39605824
1994-02-23 23:00:00,0.4286375,3.8,3.992675369
1994-03-01 22:00:00,0.496609722,57.4,27.72219281
1994-03-10 02:00:00,0.4174625,31.0,37.94457443
1995-01-07 01:00:00,0.469909722,4.3,3.426338438
1995-01-14 00:00:00,0.503980556,69.3,21.69070449
1995-03-08 04:00:00,0.518827778,68.6,61.73072557
1995-10-04 22:00:00,1.394543056,129.9581087,3.709506904
1995-12-19 05:00:00,0.482559722,128.4914725,90.04757216
1996-01-02 15:00:00,0.462461111,64.0,55.78418779
1996-01-18 22:00:00,0.556913889,8.1,2.293664574
1996-01-26 22:00:00,0.455966667,20.3,19.59525784
1996-02-02 19:00:00,0.445273611,86.6,23.58793321
1996-12-01 10:00:00,0.4522125,57.4,15.82911724
1997-01-09 10:00:00,0.478827778,47.5,19.99169369
1997-01-16 03:00:00,0.404844444,23.1,10.47723324
1997-02-04 23:00:00,0.403873611,10.7,18.80238614
1997-02-13 12:00:00,0.50355,45.7,11.32673864
1997-12-24 16:00:00,0.442031944,30.7,9.797628921
1998-01-07 15:00:00,0.524001389,156.5,143.5664122
1998-02-03 00:00:00,0.608126389,19.6,13.79030429
1998-02-16 02:00:00,0.661929167,29.7,41.62576449
1998-03-08 12:00:00,0.762456944,172.7,133.9386844
1998-09-28 02:00:00,0.832193056,218.4,214.9248656
1999-01-02 21:00:00,0.530341667,39.1,14.38495807
1999-01-23 08:00:00,0.592077778,17.3,21.18100125
1999-03-09 12:00:00,0.445193056,48.5,14.86634446
1999-03-14 06:00:00,0.541472222,98.8,75.32281193
1999-05-05 10:00:00,0.381834722,3.632721966,0.566336932
2000-01-10 12:00:00,0.449506944,13.05637991,5.210299773
2000-01-24 09:00:00,0.482098611,15.0,2.293664574
2000-02-14 11:00:00,0.389497222,15.7,7.079211648
2000-11-24 23:00:00,0.47535,72.4,34.26338438
2000-12-28 10:00:00,0.439408333,23.81612403,10.67545117
2001-01-19 18:00:00,0.483363889,13.0,17.89624705
2001-01-30 02:00:00,0.492747222,30.0,10.22238162
2001-03-04 04:00:00,0.419491667,119.1,135.0713582
2001-03-15 11:00:00,0.454206944,72.4,30.29902585
2001-10-14 03:00:00,0.496051389,32.0,72.20795881
2002-01-06 05:00:00,0.605086111,38.1,32.28120511
2002-02-20 15:00:00,0.586811111,32.5,6.739409489
2002-03-02 11:00:00,0.545401389,33.5,22.73842781
2002-09-26 15:00:00,0.7704625,157.2,194.5367361
2002-12-31 18:00:00,0.610043056,104.1,37.3782375
2003-01-01 00:00:00,0.535668056,104.1,37.3782375
2003-02-16 17:00:00,0.408644444,13.5,9.259608836
2003-02-22 12:00:00,0.549361111,63.5,37.09506904
2003-12-10 09:00:00,0.410327778,12.7,1.642377102
2003-12-13 22:00:00,0.398193056,22.4,3.454655284
2004-01-18 05:00:00,0.477534722,46.7,29.16635199
2004-02-06 15:00:00,0.491830556,18.8,23.19149736
2004-02-26 04:00:00,0.428143056,111.8,58.33270398
2004-09-16 05:00:00,1.626290859,91.68305568,0.962772784
2004-10-09 20:00:00,0.545581721,37.3,8.608321364
2005-01-13 18:00:00,0.622475588,11.9,9.429509915
2005-06-11 19:00:00,0.594197222,114.8,7.928717046
2005-07-10 20:00:00,1.051744444,56.1,9.202975142
2005-08-29 16:00:00,1.335030556,82.6,221.1545719
2005-12-15 11:00:00,0.447284722,44.5,26.53288526
2006-01-17 18:00:00,0.515036111,23.4,3.199803665
2006-01-29 12:00:00,0.450679167,7.4,4.304160682
2006-02-02 17:00:00,0.531280556,19.6,6.342973637
2006-02-11 10:00:00,0.477169444,15.10696598,9.146341449
2006-03-10 10:00:00,0.444227778,4.8,1.826436605
2007-02-01 14:00:00,0.461251389,15.7,11.52495656
2007-02-13 20:00:00,0.359002778,4.8,8.155251818
2007-02-25 03:00:00,0.346940278,5.135365356,2.74107075
2007-03-01 23:00:00,0.461636111,23.6,2.593823148
2007-12-30 16:00:00,0.353959722,36.54502834,16.70693949
2008-02-01 04:00:00,0.462136111,45.0,50.40398693
2008-03-04 11:00:00,0.504773611,23.6,17.47149435
2008-03-19 14:00:00,0.4707625,16.3,6.342973637
2008-09-01 14:00:00,0.723526389,53.3,64.56241023
2008-09-12 00:00:00,0.641547222,0.8,2.687268742
2009-02-11 11:00:00,0.447488889,24.4,0.501208185
2009-03-28 16:00:00,0.490725,93.1235364,147.2476023
2009-11-10 15:00:00,0.649895833,68.10688062,26.02318202
2009-12-02 12:00:00,0.563041667,36.6,28.60001506
2009-12-25 01:00:00,0.700306944,25.7,25.37189455
2010-01-16 21:00:00,0.539781944,52.1,4.89881446
2010-01-24 20:00:00,0.546172222,14.2,14.21505699
2010-01-30 10:00:00,0.447418056,47.8,38.2277429
2010-02-05 09:00:00,0.590143056,52.8,88.0653929
2010-03-02 04:00:00,0.4738875,49.0,28.88318352
2011-01-01 10:00:00,0.453402778,8.518227534,2.313486367
2011-01-10 07:00:00,0.484588889,2.3,2.288001205
2011-02-02 04:00:00,0.445745833,24.4,14.5265423
2011-03-06 03:00:00,0.423234722,56.1,33.98021591
2011-12-22 22:00:00,0.423934722,19.6,1.775466281
2012-01-11 14:00:00,0.454575,1.3,0.628633994
2012-01-26 21:00:00,0.417086111,16.5,5.974854631
2012-08-28 21:00:00,0.710652778,116.4632541,257.1169671
2012-12-20 19:00:00,0.382969444,11.4,1.775466281
2012-12-26 07:00:00,0.498406944,20.52812011,9.797628921
2013-01-30 19:00:00,0.556126389,18.5,15.14951293
2013-02-07 14:00:00,0.417165278,48.8,25.79664725
2013-02-26 07:00:00,0.493616667,104.4,74.47330654
2013-11-26 14:00:00,0.488984722,43.2,8.608321364
2013-12-22 13:00:00,0.413693056,87.6,29.16635199
2014-01-06 05:00:00,0.443720833,8.205542386,6.201389404
2014-01-11 18:00:00,0.399033333,14.5,5.889904091
2014-04-30 10:00:00,0.492301389,285.3,49.83765
2014-11-23 20:00:00,0.398526389,4.3,0.467227969
2014-12-24 12:00:00,0.5141875,10.40976861,17.16000903
2015-01-23 21:00:00,0.440854167,32.77419984,51.5366608
2015-02-01 21:00:00,0.431856944,10.9,2.888318352
2015-02-17 08:00:00,0.4248875,4.8,2.016159477
2015-10-26 22:00:00,0.496020833,122.2,7.503964347
2015-12-28 17:00:00,0.406026389,46.7,38.51091137
2016-01-15 13:00:00,0.459201389,48.0,9.429509915
2016-01-22 10:00:00,0.538719444,63.5,19.25545568
2016-02-03 08:00:00,0.505069444,23.1,22.88001205
2016-02-16 01:00:00,0.447345833,37.6,17.58476173
2016-02-24 06:00:00,0.589397222,8.455422266,42.75843835
2017-01-03 01:00:00,0.397756944,148.3,107.604017
2017-01-22 21:00:00,0.585472222,36.1,22.28535827
2017-03-07 16:00:00,0.351841667,32.3,8.97644037
2017-06-22 00:00:00,0.3762375,72.21323847,167.0693949
2017-10-08 11:00:00,0.532211111,72.18411323,13.64872006
2018-01-08 22:00:00,0.564761111,48.0,23.61625006
2018-01-12 12:00:00,0.421743056,2.5,12.62931358
2018-10-10 13:00:00,0.562423611,0.8,1.444159176
2018-12-14 13:00:00,0.442033333,19.34136847,19.19882199
2018-12-20 18:00:00,0.441431944,31.0,14.55485915
2019-01-13 03:00:00,0.348970833,3.3,3.709506904
2019-01-19 21:00:00,0.438747222,3.0,4.587329148
2019-01-23 20:00:00,0.64365,43.2,71.92479034
2019-04-14 14:00:00,0.358930556,45.7,5.23861662
2019-12-22 17:00:00,0.367306944,37.6,6.654458949
2020-01-11 14:00:00,0.513018056,13.0,14.44159176
2020-02-06 16:00:00,0.4572875,42.9,14.1017896
2020-06-08 01:00:00,0.596418056,141.2,60.59805171
2020-09-16 12:00:00,1.237531944,66.3,0.74756475
2020-12-24 16:00:00,0.5012375,52.6,17.4431775
2021-01-01 14:00:00,0.556897222,9.4,5.804953551
2021-01-07 14:00:00,0.418625,10.7,4.757230227
2021-01-31 12:00:00,0.386248611,4.3,2.474892392
2021-06-19 19:00:00,0.390530556,107.2,144.4159176
2021-08-29 15:00:00,0.524920833,118.8900638,188.3070298
2022-01-16 04:00:00,0.4396375,12.4,4.275843835
2022-02-02 17:00:00,0.553508333,25.9,96.27727841
2022-02-18 08:00:00,0.405230556,6.1,10.08079739
2022-03-31 10:00:00,0.427426389,22.4,15.54594878
2022-12-15 06:00:00,0.474752778,19.8,20.04832739
2023-01-22 13:00:00,0.451234722,16.5,21.52080341
2023-01-25 12:00:00,0.482840278,15.85824261,18.46258398
2023-03-03 16:00:00,0.387238889,3.8,0.611643886
2023-04-13 11:00:00,0.464259722,71.1,7.390696961
2023-12-25 11:00:00,0.593509722,32.3,30.58219432
2024-01-06 06:00:00,0.484790278,36.1,6.937627415
2024-01-09 13:00:00,0.818683333,45.7,64.56241023
2024-01-12 16:00:00,0.477426389,32.98883176,33.98021591
2024-02-12 08:00:00,0.473086111,15.0,21.5774371
2024-04-10 23:00:00,0.471419444,64.3,75.88914887
