Original_Row,Cluster_ID,Year,Time,U_NTR,U_RD,U_RF,C12,C13,C23,C123,ReturnPeriod_Trivariate,ReturnPeriod_Bivariate,Density,t,mu_sim,sigma_sim,Sim_RF,Sim_NTR,Sim_RD,Weight,Probability
20473,10,2005,205,0.938891298277038,0.993577052044183,0.998155576176941,0.933512569762691,0.937585081585133,0.991989070418774,0.932,432.15653581768,371.604143503777,0.937585081585133,52.062970568104,59.4162507918142,37.3363903806284,333.788252948264,0.688068210243168,292.171488082982,1,3.717472118959108e-05
19969,11,2004,200,0.532598250959127,0.73982556570826,0.464862935710698,0.454497475352948,0.311786193060973,0.386048458894843,0.277,1.44879899163904,0.636284087913512,0.311786193060973,51.0609171800137,59.3217016182622,37.189056614414,82.9254136491975,0.28337843809727,70.0839328291429,25,0.0009293680297397769
3490,12,1960,35,0.306714745941573,0.73507857576133,0.568689295090735,0.272625236551879,0.235782031536192,0.459945184513296,0.216,1.40974294402547,0.554972848703545,0.235782031536192,7.06091718001369,55.1700629074594,30.7196550930181,81.530717656883,0.153181028044167,69.0444023933773,26,0.000966542750929368
6187,13,1969,62,0.391771679324924,0.871844310727593,0.978179860394448,0.371722402592301,0.385329388565301,0.860068688646618,0.376,,13.0057202410953,0.385329388565301,16.062970568104,56.0194554829755,32.0432436813045,190.536400537716,0.201529481847208,111.411508999798,4,0.00014869888475836432
20266,14,2005,203,0.480988620172871,0.272594734925042,0.0845046164467931,0.193291153743246,0.0589852020956621,0.0405171836117749,0.034,0.475391854202171,0.405275088535818,0.0589852020956621,52.062970568104,59.4162507918142,37.3363903806284,62.7196638803359,0.252716153160379,13.6990329321019,62,0.0023048327137546467
404,15,1953,5,0.857881183096901,0.367904572868951,0.865843179402873,0.347405714626553,0.749984418573295,0.343329542225822,0.345,48.8909090325823,7.61612996712788,0.749984418573295,0.0629705681040383,54.5097686790472,29.6907340371605,117.116460997704,0.546951377423503,20.8614681807509,13,0.000483271375464684
14086,16,1991,141,0.499446572065961,0.30634769856741,0.990408150944859,0.219490004992032,0.496445449470999,0.305580438843618,0.242,,30.3456684492064,0.496445449470999,38.0616016427105,58.0951456728393,35.2777431663655,241.715344474611,0.26355909535342,16.0854495066832,5,0.0001858736059479554
17313,17,1998,174,0.0546571644096,0.265604448337653,0.399057834874839,0.029071413316872,0.040404832899454,0.153444209092186,0.032,0.424087304183593,0.340895629241872,0.040404832899454,45.0622861054073,58.7556982323268,36.3070667734969,77.4728152192069,-0.0193375635618935,13.2240006975225,49,0.0018215613382899629
355,18,1953,4,0.0949617879551709,0.961631845915518,0.803708267631009,0.0941201536378584,0.0849170385491951,0.782313017941864,0.092,22.1035784962454,1.0738428983825,0.0849170385491951,0.0629705681040383,54.5097686790472,29.6907340371605,104.787109641375,0.0166057052364259,183.481263958874,3,0.00011152416356877323
12266,19,1987,123,0.92191695202512,0.776113126379594,0.465589280705899,0.734064072265446,0.438456348194231,0.40376165541948,0.381,6.31657736327566,3.92540817977942,0.438456348194231,34.0616016427105,57.7177239718572,34.6896157553295,79.7836044868584,0.649423069662166,78.7560650877001,13,0.000483271375464684
868,20,1954,9,0.923054652882196,0.93702826809621,0.975764479488134,0.871961824407092,0.904259933178228,0.918620227577796,0.846,15.3910266984299,36.7592946445846,0.904259933178228,1.06228610540726,54.6040595215239,29.837665252101,176.108637031189,0.651784544067911,153.694957340738,5,0.0001858736059479554
15409,21,1994,155,0.762669568624672,0.991312392002746,0.529805846279487,0.758376463043084,0.437735035472504,0.527900356598203,0.428,16.3611920220773,1.37684512197868,0.437735035472504,41.0622861054073,58.3782765313447,35.718939362461,85.8255078261722,0.44675968255754,273.705091269501,13,0.000483271375464684
7771,22,1975,78,0.238658230936538,0.114892030049381,0.908085686387494,0.0542162401878596,0.225002012543574,0.112187379556862,0.056,2.71114076508211,2.55564615314146,0.225002012543574,22.0616016427105,56.585458868911,32.9252335222215,139.846639040455,0.113391341907894,4.46864367016656,16,0.0005947955390334573
5352,23,1967,54,0.479628849918321,0.182014520071156,0.63357745599933,0.133507376354082,0.333796524503245,0.139623965296936,0.1,0.944701696474968,0.906658514971257,0.333796524503245,14.0616016427105,55.8306154669468,31.7489787001496,88.4849561094091,0.251922011249898,8.02405810449971,52,0.001933085501858736
15867,24,1995,159,0.955308512022323,0.603444485786027,0.994059989927337,0.589738128436008,0.950060703834059,0.601870053145269,0.554,5.73790988940058,288.933047579504,0.950060703834059,42.0616016427105,58.4725673738214,35.8658705774015,266.87731463104,0.735169726134841,46.1577678400345,5,0.0001858736059479554
6858,25,1972,69,0.695629021878632,0.38123366735685,0.270124472677708,0.324883170331559,0.227880923979122,0.165930074799591,0.155,0.922905090088347,0.762987682900677,0.227880923979122,19.0609171800137,56.3023280104056,32.4840373261261,66.6085204205997,0.392119497707546,21.9739554521201,45,0.0016728624535315986
20035,26,2005,201,0.973944057907685,0.810433758407588,0.928690739441663,0.795380768708205,0.906744278618376,0.768940488822444,0.748,20.0060410399795,48.6679429609064,0.906744278618376,52.062970568104,59.4162507918142,37.3363903806284,164.523056857179,0.811480505400393,88.4298309938799,3,0.00011152416356877323
5885,27,1968,59,0.548342006021723,0.795638630308972,0.802182466024533,0.487259366815634,0.457996926989824,0.671937829551371,0.423,4.16397561054001,1.86094195117267,0.457996926989824,15.0609171800137,55.9249063094235,31.8959099150901,109.669453357796,0.292976004529145,84.0529104082226,17,0.0006319702602230483
21642,28,2009,217,0.813693503947811,0.980874805760134,0.98564684856683,0.802580003721141,0.803816986150887,0.968738790448318,0.781,14.3671740634344,44.6764279258102,0.803816986150887,56.062970568104,59.7936724927963,37.9245177916644,238.274442714516,0.495829130004819,225.629920999561,6,0.00022304832713754646
13013,29,1989,131,0.51048811733265,0.926856789445215,0.86402505543083,0.493682244526978,0.460920087985897,0.818823235467142,0.447,7.98224564296585,2.3146295581226,0.460920087985897,36.062970568104,57.9065639878859,34.9838807364844,131.156175914756,0.2701069017634,144.736378511333,10,0.0003717472118959108
14631,30,1992,147,0.925914093358951,0.0691305949218025,0.126572627574205,0.0679321978712838,0.124120625219722,0.0234487202425093,0.026,2.9461924725177,2.79197402391914,0.124120625219722,39.0609171800137,58.189436515316,35.4246743813061,62.9990501494919,0.657848548750912,2.37790575982679,18,0.0006691449814126394
7948,31,1975,80,0.993671293143406,0.860037026791062,0.55285928142257,0.855839321085782,0.550292296111142,0.516319542616784,0.514,106.181997851855,53.1671463713204,0.550292296111142,22.0616016427105,56.585458868911,32.9252335222215,83.6042062314521,0.98970410033521,106.21426568593,5,0.0001858736059479554
4848,32,1964,49,0.656439898278489,0.899817818295968,0.240785001078621,0.61816214430458,0.191716086605783,0.226621899108168,0.18,3.36375217223895,0.679137470525109,0.191716086605783,11.0609171800137,55.5474846084415,31.3077825040541,64.2290354034911,0.363592620938856,125.994835244715,12,0.0004460966542750929
23980,33,2015,240,0.787129248728993,0.35470626442957,0.880502860760316,0.323033142682436,0.703355602726192,0.343690740444307,0.296,3.86539818191191,5.59855663257227,0.703355602726192,62.0616016427105,60.3596758787318,38.8065076325815,147.1463004179,0.469249814034478,19.7884692577639,12,0.0004460966542750929
15315,34,1994,154,0.0790581361119767,0.111417773046747,0.0162406098097563,0.0204512282073054,0.0035602950569722,0.0061531447346092,0.001,0.243176424235111,0.220200888378927,0.0035602950569722,41.0622861054073,58.3782765313447,35.718939362461,58.96336565024,0.0033439966243726,4.29990611791905,64,0.002379182156133829
21938,35,2011,220,0.102484566002043,0.89334957931303,0.451612790348008,0.0996836698169893,0.0539678515053312,0.430044715032362,0.042,2.12203165999535,0.400103630717136,0.0539678515053312,58.0616016427105,59.9822541777497,38.2183802215455,83.27662764,0.0225752823063887,122.281660242653,8,0.00029739776951672863
14655,36,1992,147,0.710769599290962,0.376565470136549,0.99900936987251,0.324935095617413,0.710484142062532,0.376491140067587,0.329,,283.618386734127,0.710484142062532,39.0609171800137,58.189436515316,35.4246743813061,348.735974143102,0.403729905319954,21.5809701534828,2,7.434944237918216e-05
19071,37,2003,191,0.94325189314765,0.925809335165782,0.369526427704841,0.879485259204434,0.364548160167083,0.356723363203909,0.337,7.94624317001452,3.86325325030765,0.364548160167083,50.0616016427105,59.2274107757855,37.0421253994735,76.5046454572626,0.699426474280059,143.886836258333,12,0.0004460966542750929
6186,38,1969,62,0.997487584868179,0.777887882428188,0.860028338851407,0.776592014638724,0.85808828157876,0.702574031323158,0.694,25.4760149028722,349.431735398742,0.85808828157876,16.062970568104,56.0194554829755,32.0432436813045,122.091208690707,1.09362008166319,79.2172221526082,4,0.00014869888475836432
10719,39,1983,108,0.457234174543606,0.294524785993291,0.829651438165456,0.200134008781119,0.416328041385018,0.273650529251794,0.181,1.56614396777958,1.54508843851096,0.416328041385018,30.0616016427105,57.3403022708751,34.1014883442935,120.330889655299,0.23892276891899,15.231756113054,18,0.0006691449814126394
16301,40,1996,164,0.946092808873703,0.999321210571043,0.938852103194222,0.945512942630109,0.892667411960648,0.938475863991922,0.883,21.2990369000375,25.8983493400191,0.892667411960648,43.0609171800137,58.5668582162981,36.012801792342,166.254087351151,0.707226048422298,430.374798990022,1,3.717472118959108e-05
26010,41,2021,261,0.821441067177984,0.973072443816951,0.143420500913635,0.805357072331541,0.126271364944173,0.142148659725896,0.139,,1.23908216167757,0.126271364944173,68.062970568104,60.9259375957425,39.6889000247724,67.0929542290315,0.504090741233539,204.879980137018,8,0.00029739776951672863
26568,42,2024,266,0.971906229456411,0.970386618764866,0.992536065401509,0.944538142273946,0.965020267594518,0.96470286217184,0.933,31.0927947446664,346.037083301633,0.965020267594518,71.0609171800137,61.2088101231726,40.129693669594,282.73622537027,0.801161978367806,199.12602241841,1,3.717472118959108e-05
12958,43,1988,130,0.464972264513524,0.642612585809758,0.965854331618175,0.369951861018906,0.453885713551991,0.632833924617701,0.367,12.3210997514992,8.67335884347439,0.453885713551991,35.0609171800137,57.8120148143339,34.8365469702701,185.516084143486,0.243398344900011,51.9943082645335,5,0.0001858736059479554
21210,44,2008,213,0.594461640366031,0.759775626271398,0.126928511308506,0.508679956676925,0.0966467039263008,0.11647160979409,0.103,1.45314523073577,0.532968708473925,0.0966467039263008,55.0609171800137,59.6991233192443,37.77718402545,64.8436335983132,0.32195522350461,74.6820722268659,30,0.0011152416356877324
16450,45,1996,165,0.668255821522631,0.70030179842601,0.911157187074423,0.529521874991642,0.630174855195713,0.658313575283895,0.484,3.68354662386721,3.93996699098188,0.630174855195713,43.0609171800137,58.5668582162981,36.012801792342,151.009350733884,0.371984040966762,61.9807527649199,13,0.000483271375464684
25423,46,2020,255,0.0297204559870573,0.412285168367984,0.668149858014658,0.0211953700917673,0.026131906288747,0.331233248333197,0.025,0.821675664867016,0.609270181767473,0.026131906288747,67.0609171800137,60.8313884221905,39.541566258558,105.622211041429,-0.047666435015055,24.6841060594083,24,0.0008921933085501858
26828,47,2024,269,0.689868504240722,0.965301270038742,0.518450700910762,0.675931159192251,0.398205064607475,0.50865183150637,0.395,14.1167368290352,1.05326431664256,0.398205064607475,71.0609171800137,61.2088101231726,40.129693669594,91.0530500763591,0.387795054290968,189.547961839753,4,0.00014869888475836432
26318,48,2023,264,0.239860361752269,0.94013582094003,0.980203258572146,0.235656813964959,0.238385906038605,0.925417265191586,0.228,17.7611313654799,10.9156686627318,0.238385906038605,70.0616016427105,61.1145192806959,39.9827624546534,233.646209099624,0.11411148296493,156.727752286496,4,0.00014869888475836432
19995,49,2004,200,0.787756833865695,0.750103898991356,0.571133825927973,0.634649791322951,0.496801884107508,0.471137735923671,0.409,2.36421004264558,1.45020828431533,0.496801884107508,51.0609171800137,59.3217016182622,37.189056614414,91.4538737919238,0.469849868859109,72.4047975821885,22,0.0008178438661710037
10421,50,1982,105,0.108102969929831,0.540413435059209,0.0454170389566571,0.0866361506257861,0.0080410833207237,0.0370483962013242,0.012,0.46971270605951,0.234049230596702,0.0080410833207237,29.0622861054073,57.2460114283984,33.954557129353,58.826003167282,0.0269260209724413,37.9774883727996,35,0.0013011152416356876
19285,51,2003,193,0.942481735801845,0.575919353444304,0.758572289720178,0.559624985390309,0.731518396186592,0.481297941988106,0.457,5.19913403449328,6.56504617154643,0.731518396186592,50.0616016427105,59.2274107757855,37.0421253994735,113.70555154884,0.697368541120783,42.4206642084406,14,0.0005204460966542751
19332,52,2003,194,0.75864408319648,0.947606138780166,0.877434990368783,0.732295912446542,0.688354563619492,0.843653425682464,0.673,26.2512342240208,3.82588474622679,0.688354563619492,50.0616016427105,59.2274107757855,37.0421253994735,141.02917531837,0.443212149087588,164.7265929154,7,0.00026022304832713756
9988,53,1980,100,0.946258310991158,0.993040387259771,0.932841903762892,0.940302721115331,0.892450344955,0.928331771257483,0.894,,14.9811272990997,0.892450344955,27.0609171800137,57.0571714123698,33.6602921481981,154.109816016656,0.70769097783903,287.261839038395,2,7.434944237918216e-05
7171,54,1973,72,0.41845673338429,0.887806780478604,0.472190604079515,0.39930871410507,0.234487308466982,0.452544414203936,0.223,2.35609227432871,0.58166594016538,0.234487308466982,20.062970568104,56.3968771839576,32.6313710923404,77.5715996995812,0.216694897330324,119.278580194374,11,0.00040892193308550185
10539,55,1982,106,0.993807893275933,0.973552652521013,0.788395712617785,0.96781658493874,0.786460395571906,0.775959255204185,0.778,,46.983763615286,0.786460395571906,29.0622861054073,57.2460114283984,33.954557129353,111.990990296264,0.992255776229147,205.969607726916,3,0.00011152416356877323
20704,56,2007,208,0.944311062158768,0.253036080176853,0.934003298403695,0.248852401943429,0.886275018897233,0.247677518625494,0.231,9.77780011482637,25.1235502881058,0.886275018897233,54.0616016427105,59.6048324767676,37.6302528105095,168.851537832715,0.70229523198413,12.3859807472426,6,0.00022304832713754646
23884,57,2015,239,0.792071783006809,0.402987829480618,0.0082310733851045,0.365612890751066,0.0078398855877135,0.0065751759229581,0.006,1.17139043062859,0.963683448563344,0.0078398855877135,62.0616016427105,60.3596758787318,38.8065076325815,60.6804804706707,0.474009563197388,23.8546716186188,27,0.001003717472118959
5035,58,1965,51,0.45055020803446,0.508912419501429,0.219313589856029,0.307430161701576,0.127250355887174,0.143497009208215,0.085,0.63612966618513,0.437266894934523,0.127250355887174,12.062970568104,55.6420337819934,31.4551162702685,63.4761368583334,0.235069126525292,34.3457589687886,39,0.0014498141263940521
6976,59,1973,70,0.447974453186875,0.978512068496792,0.930982909863815,0.44426984641635,0.428632701258191,0.916964446554567,0.402,6.57947487746755,4.02614269407832,0.428632701258191,20.062970568104,56.3968771839576,32.6313710923404,149.469376965892,0.233586901083129,218.558187398277,2,7.434944237918216e-05
6743,60,1971,68,0.143688770571419,0.302489555420436,0.309712705900893,0.0793408288173305,0.0618291376142429,0.156057783425223,0.055,0.41123771373311,0.328716152754509,0.0618291376142429,18.0616016427105,56.2080371679289,32.3371061111855,68.3007998970682,0.05279299216307,15.8047174685843,47,0.0017472118959107807
18820,61,2002,189,0.468968081926757,0.16051225509145,0.916085544507951,0.117142954483146,0.454911457770357,0.140439098333259,0.095,2.78057267578619,2.86295746913543,0.454911457770357,49.0622861054073,59.1331199333088,36.8951941845329,156.208597302895,0.245715849743501,6.82508164548371,19,0.0007063197026022305
23638,62,2015,237,0.272384989100496,0.0866490335644805,0.126833194168285,0.0459780551529151,0.0577526019354262,0.0296701928172101,0.014,0.315689632814141,0.303704702944678,0.0577526019354262,62.0616016427105,60.3596758787318,38.8065076325815,65.6400957197969,0.133327059594463,3.14346821875067,75,0.0027881040892193307
24622,63,2017,247,0.560538951666743,0.595155190815872,0.633874613791704,0.409227048309273,0.377193473724161,0.447425999879781,0.305,1.43597938323149,1.09421216969456,0.377193473724161,64.062970568104,60.5485158947604,39.1007726137364,100.797582989018,0.300506538095743,45.0031065993192,28,0.0010408921933085502
16904,64,1997,170,0.769338841471549,0.809336324829426,0.196139074629173,0.661522560849031,0.178425145009645,0.186748589909759,0.181,2.8215886299612,0.939199824410671,0.178425145009645,44.062970568104,58.66140738985,36.1601355585564,66.5976665128462,0.452727856858579,88.0931886435733,18,0.0006691449814126394
6965,65,1973,70,0.697870167919242,0.247480485343778,0.720744658261538,0.2169933617001,0.530769561601663,0.221814170981626,0.194,1.82678793640549,1.78325060684652,0.530769561601663,20.062970568104,56.3968771839576,32.6313710923404,99.3212582289898,0.39381535767072,12.0220528436974,31,0.0011524163568773233
11135,66,1983,112,0.15503865002217,0.338196326776562,0.631931412266567,0.0920180562767062,0.120174817390919,0.279487558873859,0.061,0.654634391677615,0.600231530125276,0.120174817390919,30.0616016427105,57.3403022708751,34.1014883442935,92.2538718392904,0.0605590139624509,18.4848309577828,34,0.0012639405204460967
1158,67,1955,12,0.192442347927501,0.46639794893175,0.989456312498078,0.13827209206307,0.191659592442547,0.46403873022591,0.134,17.1323740279272,20.4898466306633,0.191659592442547,2.06160164271047,54.6983503640006,29.9845964670416,207.2311015399,0.0849794938204285,29.8440563140717,11,0.00040892193308550185
12121,68,1986,122,0.718103077585212,0.900982228393114,0.956240530358627,0.672517503523921,0.69777553575217,0.87087802876059,0.642,8.38742112127566,8.53536258885623,0.69777553575217,33.0622861054073,57.6234331293805,34.542684540389,174.235204579072,0.409489661874262,126.689240610745,11,0.00040892193308550185
25634,69,2021,257,0.81621793268187,0.173523326593837,0.415469562169164,0.163499149415145,0.347237148511946,0.110411040325616,0.097,1.68156933940768,1.73085763274475,0.347237148511946,68.062970568104,60.9259375957425,39.6889000247724,82.5133485983007,0.498493197633033,7.54389792504768,28,0.0010408921933085502
22390,70,2012,224,0.914009344621181,0.648968219621688,0.553747887490317,0.617257762912118,0.513608817252312,0.425422122063772,0.43,20.9133913311419,4.36189936260183,0.513608817252312,59.0609171800137,60.0765450202264,38.365311436486,91.6387951506298,0.633742455985028,53.0064184545926,18,0.0006691449814126394
16410,71,1996,165,0.144052471793515,0.859151358367209,0.773815184365958,0.138279845722421,0.131131814391424,0.69031900477169,0.114,2.91071454339231,0.937804090748693,0.131131814391424,43.0609171800137,58.5668582162981,36.012801792342,114.049332018393,0.053044937685763,105.842763896406,14,0.0005204460966542751
2968,72,1959,30,0.22110267760157,0.986618140251202,0.0914181149564683,0.22030920010745,0.0337655805277503,0.0904191584774659,0.028,11.5240522822806,0.27729836435005,0.0337655805277503,6.06160164271047,55.0757720649827,30.5727238780776,58.0135316788363,0.10277698842406,247.351967275139,2,7.434944237918216e-05
6113,73,1969,62,0.103395877572408,0.784489420957015,0.283483549021184,0.0967309174319316,0.0362112271133921,0.2590928443124,0.032,1.06007362324983,0.30800894063697,0.0362112271133921,16.062970568104,56.0194554829755,32.0432436813045,66.7869935849728,0.023286951605686,80.9669796931905,16,0.0005947955390334573
26285,74,2023,263,0.298900461765722,0.993713264505626,0.999794107628986,0.298338702979954,0.298871304772656,0.993553644114002,0.33,,1131.63534275264,0.298871304772656,70.0616016427105,61.1145192806959,39.9827624546534,479.929621850751,0.148691027082667,293.483309711888,1,3.717472118959108e-05
3357,75,1960,34,0.144153533281727,0.671168781518702,0.827798125799745,0.126553370395916,0.143718235731835,0.584872160354162,0.115,2.06135996867166,1.16437087994777,0.143718235731835,7.06091718001369,55.1700629074594,30.7196550930181,111.552147992357,0.0531149077425988,56.7030053662028,14,0.0005204460966542751
21684,76,2009,217,0.758813638392627,0.807126914300086,0.835595563054085,0.652660154964846,0.647110849146814,0.708510863870128,0.554,3.79177453207937,3.79494776212876,0.647110849146814,56.062970568104,59.7936724927963,37.9245177916644,131.31344871837,0.443360765302413,87.4214976626576,19,0.0007063197026022305
13126,77,1989,132,0.963375830077984,0.994491823174368,0.969934881431982,0.958422408127433,0.935071404720235,0.965993031543248,0.926,35.184571271412,113.591623363731,0.935071404720235,36.062970568104,57.9065639878859,34.9838807364844,191.401440027399,0.763994886429689,301.577708250805,2,7.434944237918216e-05
25822,78,2021,259,0.773910322844175,0.641839571828979,0.979933156631887,0.550033295554039,0.760106571498318,0.635854288185825,0.521,6.82335269446719,31.9331089642804,0.760106571498318,68.062970568104,60.9259375957425,39.6889000247724,231.540690585475,0.456887067421606,51.8725340368248,8,0.00029739776951672863
20832,79,2007,209,0.501145846460871,0.789589916018873,0.995131064439192,0.447023543348048,0.500264809384109,0.787876137229619,0.443,31.7578121661193,50.1517279840896,0.500264809384109,54.0616016427105,59.6048324767676,37.6302528105095,287.873657092414,0.264563614717517,82.3575755722231,4,0.00014869888475836432
10032,80,1981,101,0.556074661063727,0.540730336211835,0.471803464693949,0.378459987046318,0.346311993440642,0.287748496770026,0.244,1.00044011718054,0.628073896332914,0.346311993440642,28.062970568104,57.1517205859217,33.8076259144124,79.0641642258418,0.2977400561685,38.0154331198413,32,0.0011895910780669145
20777,81,2007,208,0.558757547109203,0.997028465343949,0.742348110070452,0.558005854391431,0.444549429319584,0.741482818104313,0.43,12.5754690905606,1.39427454406944,0.444549429319584,54.0616016427105,59.6048324767676,37.6302528105095,112.33204455031,0.29940117393337,339.432870644869,5,0.0001858736059479554
5383,82,1967,54,0.413525967625081,0.830862004553144,0.375690990360454,0.383263996861586,0.185097348103529,0.335518314382712,0.185,2.02427722130681,0.505203099199707,0.185097348103529,14.0616016427105,55.8306154669468,31.7489787001496,70.9580219072896,0.213886953322992,95.0937973365745,21,0.0007806691449814126
9675,83,1980,97,0.779498782125444,0.437312139338099,0.823481402825564,0.39153256493374,0.684971947996622,0.392269251437456,0.36,2.92049933193762,2.43926941647463,0.684971947996622,27.0609171800137,57.0571714123698,33.6602921481981,117.930264841046,0.462050795426757,26.9974843388811,18,0.0006691449814126394
23313,84,2014,234,0.556487489798054,0.465851768647173,0.952024994650856,0.336548157608506,0.539326390496796,0.456861216914767,0.336,8.93994114834782,6.49057603048423,0.539326390496796,61.0622861054073,60.2653850362551,38.6595764176409,186.653430023477,0.297995380069303,29.7889441255614,10,0.0003717472118959108
23063,85,2013,231,0.310240965514885,0.230208761402422,0.800979920197278,0.122723456101062,0.267162733046815,0.211638909051041,0.113,1.35966135271808,1.28252937500989,0.267162733046815,60.062970568104,60.1710941937784,38.5126452027004,124.812600863206,0.155202551112989,10.9156915404131,28,0.0010408921933085502
3427,86,1960,35,0.948674730864542,0.893354940442023,0.993597693741322,0.855162472301429,0.944418397593043,0.889700862475883,0.862,,93.1978180502815,0.944418397593043,7.06091718001369,55.1700629074594,30.7196550930181,230.733539909355,0.714620237954936,122.284641552897,4,0.00014869888475836432
19892,87,2004,199,0.167977170215472,0.752724275931735,0.934323669411242,0.15382159119578,0.162442960887157,0.720417168593903,0.144,5.31115323251277,3.32545636582901,0.162442960887157,51.0609171800137,59.3217016182622,37.189056614414,167.493717279697,0.069191167529916,73.0125314561083,7,0.00026022304832713756
13670,88,1990,137,0.908441343731186,0.980056955790198,0.661626339191571,0.8931038024967,0.611778604119062,0.656063063755587,0.578,6.09369080228194,4.79490728720028,0.611778604119062,37.0622861054073,58.0008548303626,35.130811951425,97.0746853976519,0.623389282117418,223.086953569269,4,0.00014869888475836432
17249,89,1998,173,0.909428959540092,0.966425815350421,0.909135472262278,0.883425567861687,0.834150378473791,0.886743935990979,0.822,,12.83207264957,0.834150378473791,45.0622861054073,58.7556982323268,36.3070667734969,151.036584650178,0.625187874609778,191.537765608119,7,0.00026022304832713756
3322,90,1960,34,0.536926205057915,0.258065273298812,0.31703317631036,0.196795510401853,0.275675824372527,0.117645198680741,0.116,0.552345997566764,0.474252316497851,0.275675824372527,7.06091718001369,55.1700629074594,30.7196550930181,66.9914409842389,0.286003774871199,12.7188506784651,55,0.0020446096654275093
12074,91,1986,121,0.835327668740036,0.860698308701197,0.818121565040201,0.743781197461852,0.694787093853147,0.733043116358013,0.627,6.5651551023568,4.83817981016065,0.694787093853147,33.0622861054073,57.6234331293805,34.542684540389,118.970283734285,0.519579811001721,106.493226062256,13,0.000483271375464684
26355,92,2023,264,0.373961545805204,0.526618584641887,0.305193938082084,0.269946060260391,0.152839490135515,0.197381694167171,0.106,0.648522780471684,0.422222404307214,0.152839490135515,70.0616016427105,61.1145192806959,39.9827624546534,75.8009292768522,0.191434619456987,36.3535969860133,41,0.0015241635687732343
15834,93,1995,159,0.854284935312508,0.855596818550011,0.681818082928658,0.75425852198227,0.598259760725787,0.612207974541106,0.56,15.3534119864356,3.21767184066128,0.598259760725787,42.0616016427105,58.4725673738214,35.8658705774015,100.691768613231,0.54237715635921,104.375570088248,9,0.0003345724907063197
16844,94,1997,169,0.432361592132151,0.972017882275257,0.0704329248983413,0.427786711332031,0.0480331270102735,0.0697646040493229,0.048,8.7826989983183,0.36681188077898,0.0480331270102735,44.062970568104,58.66140738985,36.1601355585564,61.3070383884438,0.2246325774637,202.554422545908,7,0.00026022304832713756
