,Sim_NTR,Sim_RF,Sim_RD,U_NTR,U_RF,U_RD,Weights
19193,0.444449442121314,7.88765101472365,10.7802419156223,0.237738716416061,0.0941673715434839,0.342157812907254,20
10732,0.439317529841686,57.2261166969303,64.9556374427713,0.277406194247305,0.713866900677432,0.852969204495824,21
24250,0.652870402326023,72.3718614489458,18.126501539723,0.853070218348876,0.809145158396718,0.505846998624322,22
6407,0.473559644548077,24.2574494018346,25.1220569041399,0.509026773041114,0.350869971748838,0.609959782465889,24
16333,0.577181876764442,35.7597720119082,22.3418978550213,0.767711829394102,0.505441786018031,0.573050027286128,23
8730,0.435458128245958,75.328880954568,63.201360988035,0.265966773731634,0.823879798833234,0.847803885161287,19
10903,0.427914405108791,81.1573607922126,9.46389850400806,0.188110722461715,0.849830266009452,0.304274246389017,16
13895,0.564308673541,30.9255752005379,6.05952863689416,0.75149005651474,0.444200624161339,0.191180118680572,29
17317,0.418165952020902,39.7073966006908,9.72691810835649,0.0418907387647778,0.551366095132003,0.312093249380823,21
2670,0.586065603033922,33.1828402696888,16.2127322145085,0.83411365118809,0.473483374417704,0.469793557695231,24
8996,0.481545238817568,49.887996664195,15.7492838872595,0.527321818983182,0.653531435605964,0.460450872343331,21
31,0.409795410800738,11.0882943221761,2.98650785872574,0.131614134181291,0.144424857549718,0.0739373418942179,27
6084,0.460211597152227,8.98105193157143,1.74000713614827,0.444090355187654,0.111080014324024,0.0297162876584903,25
11278,0.538105133257556,3.69769735373,7.66557475058216,0.706510613672435,0.0345675847680579,0.247310710707381,32
25167,0.75548199476795,39.0040939691821,50.5994601386888,0.927403720561415,0.543450799140425,0.801445047436728,24
8478,0.548270593164001,64.4014897845639,97.5265291825624,0.743292872561142,0.763463440956041,0.916006115904463,27
18834,0.504775742309325,78.0934419037395,21.797522339447,0.55794220068492,0.836677919535966,0.56519315412262,26
6229,0.52798417963596,89.8143890133737,35.5823489985744,0.704420167952776,0.881755808729303,0.712733440935496,26
17917,0.419465680508696,66.2555026400599,22.1965759730898,0.0468457203824073,0.774918772888238,0.570974197853211,20
13604,0.42054175878763,17.6649904833128,15.217437675227,0.0948271288070828,0.249838600618275,0.449413026760533,21
24654,0.525510236189319,12.4892656536665,62.1219501388336,0.601303955772892,0.16689702892216,0.844492882977451,6
291,0.430177594633549,31.3104299775255,37.24688194325,0.301021812716499,0.449277956802992,0.725229309404459,20
8203,0.484716054166343,74.1467783911433,6.90056253708561,0.546174148097634,0.818123027480306,0.221183910139665,27
19646,0.736430344335103,9.93675880644987,10.3935453354587,0.925556287169456,0.126107588174853,0.33134852444778,23
10335,0.636941624818134,3.29894879029419,3.08357254166182,0.873667100910097,0.0296024678949812,0.0776361388642722,20
14337,0.697360370312616,130.401207205253,56.8957102484972,0.910814226604998,0.962452179588049,0.826868049386587,39
49,0.476864557664151,85.6046599865424,179.915543619747,0.565966817317531,0.867140142050906,0.969609258701137,16
10032,0.471429989259227,41.0493926806035,19.5198323513361,0.471803464693949,0.566152766623297,0.529768024443136,30
16177,0.558123729275169,54.2692816925112,40.9952326641478,0.729971693363041,0.690797519805737,0.750534982759657,23
3762,0.4465530194952,85.9996590126213,61.4628632421559,0.382491140626371,0.868581844167712,0.842419135450351,21
6912,0.419225111312749,36.6022298766189,12.9435861734641,0.150391389848664,0.515549312660789,0.398074672213613,24
21260,0.653388941664158,47.0589493497502,11.9706329357325,0.860638592392206,0.62739987823534,0.373848513467235,19
12335,0.533144117150612,10.1313274161736,7.67352357589201,0.687807369045913,0.129188716604763,0.247576223830158,29
1843,0.431282328946139,25.6298600546678,6.95483403346321,0.292141155339777,0.370880402384231,0.223074574457122,19
18618,0.445684159027343,16.2223650882325,26.558816569681,0.252562187146395,0.226886994174194,0.627143154784874,12
152,0.423110698328093,42.8694336873529,19.4694565826475,0.246886454056948,0.585549959481338,0.5289346364638,18
15206,0.508730377087414,30.128564355566,16.3855009523571,0.590630396967754,0.433575698489275,0.473212660742606,29
6313,0.416156270332916,50.2288782973784,91.8764357465658,0.130505944369361,0.656568233738699,0.908293853226077,19
22675,0.485583896678345,66.8943897807355,41.3553038322759,0.456695693312213,0.778745228562658,0.752779622497346,19
24785,0.529566984318032,15.4256065481772,1.9522427128247,0.612417510943487,0.214130921247881,0.0365914988818523,18
8505,0.468963545018553,15.8761084194033,8.25979350880196,0.470328110503033,0.221349267615341,0.266820627484734,26
25188,0.604712114086385,68.1672467498954,6.93599316742544,0.786409626947716,0.786188640403624,0.222418850037003,12
17127,0.42798756456488,11.2352986356694,6.55052566447546,0.127883590757847,0.146775352775972,0.208855445287747,28
23331,0.43662813221342,100.634394179041,117.756919520753,0.148226373596117,0.912576230049246,0.937176506848968,31
19048,0.670762649091979,72.518023912824,30.647755472891,0.881837263470516,0.8098999542474,0.670166433993444,18
26988,0.634063621214788,22.7638682573834,9.07371226534346,0.821992750745267,0.32865526372297,0.29243837482394,20
1964,0.487219599145222,13.6702470043708,14.0858246248493,0.595937791047618,0.185907702580702,0.424739892474482,17
16054,0.414356431869884,2.72327096496549,2.34489263896958,0.0166765123140067,0.0227728033320742,0.0501773979188898,45
24441,0.426859899673636,28.1731798469592,17.5925731518086,0.0615751852747053,0.406885855892641,0.496178670755009,19
17303,0.573305312149114,50.3950162367678,18.4759234212547,0.757177512394264,0.658039724592035,0.512019887024639,23
15245,0.442351773050611,42.3073197659256,33.4884959696198,0.251084339106455,0.57963922814544,0.695753818953426,29
2638,0.476817453751279,47.4076978373244,75.3284988690891,0.547620320925489,0.630712038077556,0.878868130260928,20
3777,0.410381773780414,23.1225113777293,30.4267496271214,0.103156577097252,0.334029746884024,0.668039560848762,19
22624,0.456588452084774,20.3033548101567,11.8354381197093,0.297642748104408,0.291143529877888,0.370365890085145,18
23387,0.487622931722477,28.7248792061617,5.12508033462651,0.458723474293947,0.414505062825746,0.156410539215993,30
13702,0.542349498941435,3.95457281899932,2.02335083568569,0.700908146100119,0.0378558783370921,0.0389766049147983,21
4086,0.441758064292803,8.72226501854581,5.44341705995847,0.348607961786911,0.107046642300018,0.168408693694737,25
8361,0.726703373130526,25.8862455874783,19.2093363187353,0.939021921949461,0.374574366050576,0.52459478318511,18
26483,0.510063751324228,10.0601243924353,4.36409626320098,0.535289467312396,0.128060421682258,0.127223875363535,31
12396,0.464654038541274,60.5862382645344,11.2191183916422,0.419866108335555,0.738173307854472,0.354114884896854,20
8853,0.423370004055553,23.8507639662689,9.22930749728213,0.168083414202556,0.344865302653568,0.297192318390609,22
22427,0.43612861815965,106.022124560709,36.2792602877828,0.153948720078915,0.924869409759849,0.718067698068676,35
7858,0.423620689446801,7.2920135051445,27.6114831797148,0.180636884178966,0.0851177126552012,0.639006494584021,12
11042,0.582588412527952,20.7126580029178,53.1995294054895,0.800484614213929,0.297457078951401,0.812571518111329,16
9068,0.551388004589824,78.2603848632552,24.6033438756745,0.748510310426354,0.837421851221858,0.60345565552558,24
18598,0.42132495797729,39.7433588328061,4.22041632739484,0.0602046966087073,0.551767752001307,0.121655794343798,11
3011,0.492825421072976,34.7562357500696,78.7196926818067,0.610168514540419,0.493182952730153,0.885906462489286,20
3775,0.456865536911189,52.3201743205448,32.7231329017523,0.443131296196952,0.674686293039541,0.689165308252763,29
9042,0.436259000753631,46.2461462378981,7.42405204469379,0.268507761647925,0.619579627694362,0.239184589694177,22
21245,0.5680598133252,24.1440523768521,4.4843870444145,0.730543073266745,0.349199061969118,0.131874979686977,24
23630,0.455435059554049,36.4208910906374,4.73172090087617,0.278549261391163,0.513387804850461,0.141399520761256,25
1293,0.400388605251126,5.26989878347893,7.26954467463389,0.0263628200627863,0.0556130708860503,0.233926730215269,31
3339,0.550766983831002,103.591691720845,156.106069788298,0.771981904283166,0.919546678117822,0.960797380744723,44
24504,0.427329249358382,56.6694110456302,7.02364980352181,0.0622994967270643,0.709646572279363,0.225463817027158,13
1513,0.433206636901386,12.1856123572336,17.6614321479166,0.30946289608255,0.162015291001089,0.497441913889305,19
8312,0.50044735833639,95.346239611235,35.7618145227547,0.608015365432948,0.898630356247874,0.714121596515336,20
27040,0.444767836184513,48.5076073849672,16.2359576454344,0.17827662662603,0.640989779164377,0.4702551798484,25
23494,0.780938643483508,69.722823439397,9.86602791008628,0.94068749062717,0.794967742345753,0.316177457287496,18
8479,0.452920116245941,18.6961671847314,76.0742385789686,0.381756249582395,0.266098425605421,0.880468621580224,8
22522,0.448105056915304,24.5943724384284,21.4117190214773,0.241676060250029,0.35581895438803,0.5594888985427,27
8151,0.414915964143918,17.0962720445879,4.01107475504586,0.101093784673139,0.240816093656187,0.113525850838206,28
2894,0.608620678355292,29.6656136514859,4.07940061315699,0.863188563613221,0.427336268532003,0.11618096592771,12
24080,0.586081122207573,19.4218480929079,24.3202639043318,0.756349560571834,0.277454894206664,0.599835463865209,25
21951,0.502293773902873,17.419273865482,5.84920734021677,0.532075647264719,0.245944835309117,0.183477710693879,30
20983,0.423409685270504,126.142735697524,26.6451142186883,0.058268575463444,0.957580895172675,0.628138058905926,21
18460,0.428138369128332,42.7321978564488,45.0690778693317,0.119085327489302,0.584113461089607,0.774266398502508,18
27117,0.549300023185386,35.5491661928231,24.531500372062,0.659022268140689,0.5028888375641,0.602541666763734,25
3840,0.456080838419369,45.2479063813777,5.70361721311282,0.435816906392574,0.609780256843099,0.178101929092381,18
8416,0.45584412995001,35.2220464641293,57.3061436099319,0.399066833313555,0.498902734228856,0.828355677348203,19
18797,0.468824966638754,12.409566805758,2.93075736585193,0.39522772282362,0.165615329068713,0.0718220698410108,19
13203,0.58834605801273,46.9318389392988,57.9215577346943,0.8002894455567,0.626186235817579,0.830551283725861,18
26249,0.560923718324689,25.523667857585,7.23988678028944,0.69249545969069,0.369346267808393,0.232912187999055,28
1043,0.58446399364315,8.53297553230682,10.9048474541528,0.836984591092914,0.104107628463333,0.345585880358646,21
25278,0.488679321101234,114.65426858082,13.3729038049871,0.451144155813381,0.941148683697085,0.408314196929392,11
14324,0.439678133746531,19.5466279345302,5.38191317438686,0.238288470776752,0.279399865227143,0.166102113704392,40
4586,0.591662634255109,4.89920755345664,36.4733489071997,0.83691780269146,0.0504692654265288,0.719526630349454,10
26187,0.493292276481421,20.1854189746181,13.2225285960458,0.465003754245117,0.289319252905794,0.404758060003562,19
1607,0.706900601498815,26.7270456659759,103.229188531551,0.939124173484743,0.386588379751429,0.922887094473376,16
27289,0.501186723222438,9.71848489278552,12.4528416431323,0.494772035395727,0.122659056695129,0.386036342249689,21
9070,0.409676345629576,8.89310976226696,11.2981846933959,0.0441008070483804,0.109707465330765,0.35623458103589,16
11829,0.504459061400767,56.4456116812649,39.590186841266,0.599844740470871,0.707934088983,0.741476753658543,25
26043,0.467815864374283,87.586381718296,132.058140258561,0.337002680171281,0.874223821659364,0.947855470419187,20
8494,0.599491476362513,17.0394535410373,1.56871912051022,0.834009475307539,0.239912750581393,0.024477560436241,19
20681,0.427433183853544,45.5552289023653,26.1662725026828,0.0964512773789465,0.612820185232299,0.622565636358879,19
11946,0.793967861532221,74.9581641579672,172.217593566545,0.958428976126015,0.822093206742251,0.967089081478634,31
11449,0.52735059026708,36.9677159887682,13.6151043449878,0.675525042461231,0.519882277461674,0.413974056403616,22
10966,0.430087376582802,10.0946461437906,19.7169486906477,0.205358532024547,0.128607353705974,0.533007188830262,16
13839,0.719160292876829,20.3253993740197,31.3330680631839,0.925137211801484,0.291484273223362,0.676631158822609,13
7977,0.646295870553363,52.5665108498507,15.6228838247233,0.888228946831077,0.676763241877728,0.457858673364163,26
4048,0.461462904415338,7.60115067828628,5.01674013822525,0.465136423008516,0.0897981558745248,0.152295133406212,27
6284,0.477582968594163,21.0838159464911,32.5420056774196,0.527619585860521,0.303157870518197,0.687574378153653,19
18294,0.533811663509876,18.5002826336365,10.7514524777533,0.658952176570892,0.263020285911991,0.341361991647482,25
1992,0.512572906778577,49.904399176959,26.1313804890371,0.68280334607698,0.653678103194584,0.622154584361283,25
7600,0.509913228243175,7.55656115808374,21.9006745892346,0.642794315004721,0.0891208108827067,0.566698983421869,17
14080,0.457691764328027,52.8348160420179,20.4202409672508,0.360020716441795,0.679011895219874,0.544287535254911,27
27287,0.514819622470794,36.7190151669606,10.4982259670146,0.548906259471551,0.516937260718789,0.334300362495043,21
12256,0.421538288939301,82.3421199587805,17.7980992639468,0.121032525785267,0.854640777529582,0.499934661853454,18
16851,0.437757434226753,21.3198168397103,2.58818325498028,0.208137184847146,0.306770352895446,0.059012648047617,24
20965,0.638915723948275,42.7339328411611,132.8686920258,0.84579550800845,0.584131648234417,0.948382297934417,15
15919,0.457374648767121,15.5583198103913,7.31674301823325,0.34641577093862,0.21625882316228,0.235537789214145,20
12546,0.560267239790567,6.64139887356056,3.92527212247809,0.751085442723706,0.0753964331313986,0.110190325815704,40
22366,0.429070771825292,25.341210602856,10.674045362278,0.0969471260905266,0.366704724469108,0.339215160820871,27
3424,0.664435543035407,29.3939861610041,10.10282045979,0.911924396408722,0.423652309367363,0.323049007631132,13
19597,0.583674417267986,38.0916786836077,31.9792070833767,0.768013672204688,0.533010654359684,0.682551228879068,22
11892,0.624433258613518,13.6107695962386,19.9127638804791,0.854995609493926,0.184949983951234,0.536190936577496,20
13398,0.451099304977743,30.6006794347631,17.5428316696291,0.3313309464138,0.439887341254197,0.495263088836486,27
6540,0.503717948634052,69.3843555075886,80.4815306464389,0.630801918217912,0.79308676052724,0.889332172782401,25
13760,0.628709245125376,27.7207885419027,41.983962245766,0.852318912278861,0.40058662409629,0.756626627250245,31
21579,0.485533660308148,101.786421013955,50.1158746971506,0.461527333362028,0.915358428350354,0.799268093187131,29
9185,0.449278030089681,96.2292539941419,22.043026466539,0.353283246513456,0.901099649256231,0.568763867876257,17
26645,0.711724352247439,94.0058778956491,43.3690808188777,0.898407562170178,0.894768243557046,0.764792462087929,25
16533,0.418726915529197,30.088126867785,4.07979858907815,0.0505381834227592,0.433032683390703,0.116196427413047,17
7410,0.648817006357463,54.7349869019053,193.244169712547,0.89134614658542,0.694539123664372,0.973382705416039,26
26014,0.453873548469471,31.0316477219739,117.490480378269,0.250660745659843,0.445603486926307,0.936949458684077,19
11911,0.494841698669295,22.5305898435523,4.23327261063416,0.563440929166973,0.32514616698728,0.122154493533231,22
12936,0.449576436979865,3.0696102383578,1.53912407586716,0.324640261940658,0.0268305815054696,0.0236044611526371,28
25107,0.568715995086068,32.3730009971885,2.10305656565939,0.717378533212468,0.463115673037314,0.0416930416042223,12
19617,0.50064409185997,30.380049459748,12.4053769626757,0.537099045002833,0.436944231021792,0.384852662979045,24
11819,0.444839079003884,11.5353714049613,2.97885425671989,0.302766386885196,0.151579841930602,0.0736465320975871,22
12642,0.422417899924371,2.61586976690623,1.64120669293642,0.12516232393682,0.0215482032643439,0.026657204023134,51
11856,0.534482376941169,86.3938932746081,18.5039932443084,0.693314054980874,0.870005830799116,0.512510587775776,17
10081,0.779438334372868,9.56983247299493,6.17151584158264,0.956191175151616,0.120315657640209,0.195249825107197,22
15189,0.651654441535648,82.4756683685758,59.1233092952775,0.873513079248369,0.855173729557386,0.834721428779614,39
2250,0.611254049633863,54.1111382841063,33.8794729114036,0.867285709129646,0.689517584514934,0.699037976745379,29
25968,0.471938305047885,40.5117481022507,25.3730256421777,0.360350485425442,0.560278481254886,0.613047945914427,32
15801,0.416137978992304,116.874166896953,62.8480848995853,0.0335662513971329,0.944745472967559,0.846731682963105,16
11861,0.559090456186411,12.5932689661264,15.1920945208486,0.751852278830484,0.168569966316228,0.448878399017691,29
8265,0.418538849248941,95.1246538922752,2.77859731914389,0.133666302775964,0.898001440855551,0.0660886272430911,8
12316,0.456055253138027,49.1714021006246,113.468144342191,0.370792136061937,0.647069906806865,0.933376750636851,17
7150,0.433035817794749,33.4623181109608,21.6709708125469,0.258061598753557,0.477025329894579,0.563334674173202,25
26084,0.463067247277553,59.1217825976312,44.701858023402,0.308915701927617,0.727821970947608,0.772268802696301,34
3591,0.474832529753872,34.119194516154,4.80086183330863,0.53348386590369,0.485277493082704,0.144051176482026,14
160,0.467520302794689,47.2863356926472,20.5042874783323,0.523577779298648,0.629562361927406,0.545607360728796,21
24103,0.429048501628913,33.465088078186,78.5231747144627,0.0802663853392005,0.477060342566079,0.88551491490927,13
8199,0.418330849537575,4.64291822371927,6.42047424100332,0.131832467392087,0.0469729386082185,0.204216521006496,28
9501,0.442966865664844,58.4490277961483,10.2629487886833,0.31216942681931,0.72294220596858,0.327638850553596,16
25951,0.447118569835284,49.3654157924577,9.76638056336302,0.204344342695549,0.648829759838942,0.313255433084281,23
19524,0.647094191129589,28.9818720129899,20.2816402827352,0.85803832882084,0.418030523906709,0.542098035793648,27
2144,0.603008431089646,113.656292201733,37.3247725754536,0.85768217407167,0.93945833729707,0.725793818074521,22
15074,0.436692936644821,47.9614196504612,3.93373552853613,0.213076669024304,0.635917935280432,0.110519373536785,10
27057,0.867071603702721,110.374470330473,10.9896521516262,0.96259440924041,0.933559781445129,0.347903830650501,12
10636,0.501399039912431,91.8096963612878,11.9633106177324,0.597791587701067,0.888132180020066,0.373660634444394,10
18349,0.44219189777259,22.7961301499033,63.143455557285,0.227915538009256,0.32913974477179,0.847628893410088,17
17945,0.434804145724708,67.1983013905807,27.1236378479293,0.175961897941306,0.780544085317651,0.633581648329501,26
18138,0.591814496389275,12.2511090905221,4.94778068402758,0.78811762179248,0.163067887490309,0.149667807588783,30
6813,0.406872669463278,41.0044094936498,14.7081610345356,0.0350673012435436,0.565663819661557,0.438514341826177,16
12413,0.532278836194961,55.0714206451689,3.03930085948719,0.685443321242929,0.697216644607762,0.0759467209826263,8
934,0.403197618979046,87.8628964108383,12.9472714189434,0.0594309414736927,0.875183005169226,0.39816371311697,15
3087,0.408150150051756,21.7253967501267,11.9533860628606,0.0855423719622195,0.312955590217238,0.373405850507304,23
24757,0.518032052695281,77.5561491177696,66.5749078307729,0.573613634798676,0.834261668225471,0.857513118608687,20
12300,0.433213405127069,12.7700374380948,4.64278910670002,0.216203616932034,0.171414216917103,0.137981522585433,34
20797,0.485421681514321,106.142335076688,83.236757749367,0.463541480479762,0.925123614124236,0.894399568751521,23
24412,0.490113326700836,45.5652322594023,69.7993094745888,0.465285046026111,0.612918789377916,0.865972207846073,25
26298,0.565836454051863,47.9722912270227,6.36037062097879,0.704200609354302,0.636019498418858,0.20206209630129,17
22649,0.44839649428902,6.44553998801878,79.7457020330593,0.243679750477895,0.0725080131512732,0.88791969609442,8
22551,0.460166177898187,20.1135046937335,47.0116260446011,0.319844248238951,0.288205753789861,0.78441101787494,14
2603,0.45870549386093,28.6432489000734,35.1551857962853,0.459034950239584,0.413382085441271,0.709388032578595,20
5100,0.476207120069591,10.6456814855955,2.04454832525593,0.529221344040707,0.137362591724596,0.0396947426829492,32
6354,0.405774190128896,33.0054112970896,31.2984017580546,0.0315845627337694,0.47122515015715,0.676308797207945,9
8278,0.559271110002299,26.4327723587288,21.0813546254645,0.768289195373654,0.38240114205552,0.554511920476781,24
15311,0.471208589438104,26.1307593067143,9.6859362111205,0.427178724436089,0.378084060224787,0.310883304994139,26
10145,0.465222371072324,14.701348216265,5.75537323857575,0.439804401248693,0.202500385673838,0.180017008904672,33
18101,0.591530989712307,14.7010769313258,7.2742939264274,0.787638064939529,0.202496024394329,0.234089035363474,24
4903,0.421335051189057,86.4662078608853,62.1393669995956,0.189760983688757,0.87026542634132,0.844547140517783,24
22122,0.477934585202978,61.6183603451997,61.954688400439,0.421703280182555,0.745250200739307,0.843970410351962,18
19420,0.431955640913772,34.5595396665656,20.0565319824062,0.143687110161409,0.490752270127658,0.538507140033361,33
13042,0.759832893451306,2.91107555323262,20.915340927802,0.945861191721633,0.0249532110499813,0.551978032908602,11
18972,0.47270094915216,13.0545334978575,32.3433120831169,0.413293987046927,0.17599357425031,0.685814871609666,15
8112,0.489793635488912,1.49541685656209,4.1693833215418,0.567256690468639,0.0099283024878641,0.119675423092666,28
6427,0.484273280859324,20.7681310032115,18.3597401456192,0.556814686860889,0.298310606038576,0.509980690035283,23
21885,0.462352928548936,13.3253402318318,13.5102429979781,0.335872017079964,0.180353833986671,0.411533801477138,20
25222,0.4311920483322,63.8204910111242,45.8236606643476,0.0883883745409548,0.759763820631434,0.778289944620664,20
14590,0.443079271053964,66.2129210488911,105.543970401282,0.262487458530813,0.774661564104758,0.925452942073007,20
1468,0.423760628230578,27.4073313508075,12.24961384655,0.237936710938811,0.396194930284454,0.380943859425244,22
13102,0.513442129931892,65.0348699290808,41.3766021212824,0.622236196883023,0.767436397978939,0.752911443075389,32
10086,0.780783157687269,22.0491782964375,8.4547020302887,0.956599854631349,0.317872049726152,0.273070959456627,15
15615,0.415769886680029,13.1474544305176,2.19209026342688,0.0336439930833876,0.177489598200028,0.0447767478712663,32
2236,0.458168900707676,38.8849520006641,8.06344045927248,0.459033684805036,0.542098548054084,0.260449659198807,25
21939,0.549823035037184,122.376246182335,176.506276723194,0.685756684048101,0.952760980835587,0.968527088882005,19
10233,0.423173492727019,28.7172691802714,9.71677798062369,0.155970383435488,0.414400437059742,0.31179415955109,33
10373,0.412199791930161,12.5435943952434,13.1544364721476,0.0574268349446356,0.167770878944388,0.403137058015599,22
19791,0.429697964121732,7.88266753202074,4.3086754730011,0.122015841770917,0.0940911268910205,0.125077591124934,28
11520,0.430067705385265,31.8221170497544,41.8497712258945,0.198478216305375,0.455974747249396,0.755813031816432,19
1264,0.437204883741998,73.4844519378425,3.43972156459616,0.340729281306267,0.814820418946774,0.0913393088946817,10
26548,0.52276006834666,6.19235329156737,46.4217896827581,0.579524272121489,0.0688028754279884,0.781403754961695,13
3075,0.560256844333105,46.514878476081,34.9542132252438,0.790477365488186,0.622180870062232,0.70779363760777,26
5907,0.514980141858132,15.9742486254047,9.19275012515431,0.669335240963846,0.22291980518121,0.29607945688442,24
20705,0.820800005972639,32.6946947613778,30.417980327063,0.95659336890094,0.467252592323308,0.667954737426933,18
3737,0.557064390730974,114.661288296734,61.2495568173581,0.782885957043618,0.941160409156787,0.841739315130051,35
17599,0.626883429407406,73.230261336373,37.8675041873017,0.840183509280905,0.813537988232053,0.729679112728151,24
5495,0.465130646511859,26.7944334535889,13.6023383767839,0.475749184144661,0.387544563821003,0.413677803892702,22
709,0.527645547012635,62.2035418730102,60.0456066769492,0.730029787169769,0.749183925446358,0.837820480696587,23
757,0.533245133792111,26.958860908482,12.580296925161,0.743694072123617,0.389873459536957,0.389197811786134,20
17453,0.533241706674717,48.4071455204421,10.2836388642569,0.65925180260092,0.640061590105779,0.328228574873432,14
9999,0.443941418896843,50.8450586965984,16.6349353674311,0.315561136463657,0.661997680203739,0.478089263921663,26
11547,0.4255257941834,17.7805754912753,9.26773123308698,0.16179341962561,0.251667791069584,0.298359297453524,23
16326,0.938199131326537,85.374281960144,5.4142430566386,0.98119595553726,0.866292320387432,0.167315292667975,6
11942,0.533076600221937,27.6355324425937,26.1626806750239,0.689529121154919,0.399394325948717,0.622523353864425,23
26189,0.468392528942831,5.72241632344875,7.74428487386991,0.337565518682823,0.062018883066052,0.249934431862154,20
10279,0.542922389919853,22.8286155845154,1.84586455943006,0.723893779562786,0.329627380590728,0.0330970733357202,24
25229,0.424198247525534,53.224989785028,14.0737347050069,0.0282151356805116,0.682256892663384,0.424467185619378,16
26217,0.572592550722139,6.50415838388516,70.927278481828,0.719490096205845,0.0733705082431741,0.868759463485381,8
26148,0.553937989042709,35.9552970773564,33.8500046478888,0.674945951672271,0.507802550413014,0.698792325838621,28
7440,0.509537488470644,64.1273349145938,18.6402172378654,0.643723859917372,0.76172433411172,0.514881175285616,20
4693,0.442931225382063,34.5083501662874,3.10235960459194,0.349944316316396,0.490118191934785,0.0783541891200242,17
21233,0.715243419540871,2.6156856504253,11.7489969540902,0.910863263532519,0.0215461183646715,0.368123858972936,13
11849,0.417467731112117,37.9833109833662,2.26242179221645,0.0884206248447299,0.531757766813145,0.0472465193241638,12
25088,0.854309751074212,113.017490808928,22.0761553265454,0.961624736897647,0.938351637716764,0.569242239405804,15
26404,0.741371556000179,9.18869457679474,3.95120196880056,0.917636405443773,0.114328204437657,0.111198430090071,21
8456,0.501186524393419,23.5313702832532,59.5187192248398,0.608408327912912,0.340126071080373,0.836060609906479,14
