time,discharge_m3s,acc_24hr,Storm_Surge_predicted_RF,event_id,event_time,Lag_RF_minus_RD_hr,Lag_NTR_minus_RD_hr
1952-11-26 10:00:00,0.339802159,4.426097961,0.141880556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 11:00:00,0.339802159,4.287250104,0.113219444,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 12:00:00,0.339802159,4.004203727,0.077558333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 13:00:00,0.339802159,3.896939275,0.075855556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 14:00:00,0.339802159,3.585639562,0.049152778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 15:00:00,0.339802159,3.522572139,0.024406944,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 16:00:00,0.339802159,3.25394022,0.028618056,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 17:00:00,0.339802159,3.201919938,0.0297875,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 18:00:00,0.339802159,3.150073395,0.026872222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 19:00:00,0.339802159,2.744797938,-0.013127778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 20:00:00,0.339802159,2.643674163,0.033830556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 21:00:00,0.339802159,2.268974053,0.044745833,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 22:00:00,0.339802159,1.637928935,0.024661111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-26 23:00:00,0.339802159,1.3,-0.000465278,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 00:00:00,0.311485313,1.215659026,0.004365278,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 01:00:00,0.311485313,1.164983175,-0.014804167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 02:00:00,0.311485313,1.139087483,-0.018930556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 03:00:00,0.311485313,1.11219776,-0.038058333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 04:00:00,0.311485313,1.090570363,-0.044143056,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 05:00:00,0.311485313,1.048932429,-0.075143056,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 06:00:00,0.311485313,0.963005429,-0.072101389,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 07:00:00,0.311485313,0.935038847,-0.098058333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 08:00:00,0.311485313,0.897249382,-0.094930556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 09:00:00,0.311485313,0.875407245,-0.097804167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 10:00:00,0.311485313,0.843747776,-0.106634722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 11:00:00,0.311485313,0.808886746,-0.094422222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 12:00:00,0.311485313,0.723211733,-0.128252778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 13:00:00,0.311485313,0.666795263,-0.108083333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 14:00:00,0.311485313,0.602516196,-0.090913889,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 15:00:00,0.311485313,0.543522812,-0.0707875,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 16:00:00,0.311485313,0.499471971,-0.053702778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 17:00:00,0.311485313,0.473749273,-0.038702778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 18:00:00,0.311485313,0.399036206,-0.030744444,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 19:00:00,0.311485313,0.307438382,-0.024829167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 20:00:00,0.311485313,0.271777243,-0.024955556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 21:00:00,0.311485313,0.221470658,-0.027166667,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 22:00:00,0.311485313,0.11705371,-0.030379167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-27 23:00:00,0.311485313,0.0,-0.060633333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 00:00:00,0.283168466,0.0,-0.0588875,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 01:00:00,0.283168466,0.0,-0.082184722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 02:00:00,0.283168466,0.0,-0.088480556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 03:00:00,0.283168466,0.0,-0.104734722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 04:00:00,0.283168466,0.0,-0.131988889,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 05:00:00,0.283168466,0.0,-0.148158333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 06:00:00,0.283168466,0.0,-0.158327778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 07:00:00,0.283168466,0.0,-0.1654125,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 08:00:00,0.283168466,0.0,-0.173455556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 09:00:00,0.283168466,0.0,-0.157497222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 10:00:00,0.283168466,0.0,-0.150497222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 11:00:00,0.283168466,0.0,-0.183455556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 12:00:00,0.283168466,0.0,-0.2034125,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 13:00:00,0.283168466,0.0,-0.209327778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 14:00:00,0.283168466,0.0,-0.226243056,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 15:00:00,0.283168466,0.0,-0.217116667,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 16:00:00,0.283168466,0.0,-0.211031944,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 17:00:00,0.283168466,0.0,-0.209031944,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 18:00:00,0.283168466,0.0,-0.183075,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 19:00:00,0.283168466,0.0,-0.191159722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 20:00:00,0.283168466,0.0,-0.173286111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 21:00:00,0.283168466,0.0,-0.158455556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 22:00:00,0.283168466,0.0,-0.143668056,0,1952-12-05 00:00:00,119.0,134.0
1952-11-28 23:00:00,0.283168466,0.0,-0.156880556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 00:00:00,0.622970625,0.428946494,-0.162134722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 01:00:00,0.622970625,0.658401591,-0.160347222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 02:00:00,0.622970625,1.129628131,-0.144558333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 03:00:00,0.622970625,1.457761727,-0.1078125,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 04:00:00,0.622970625,1.85625216,-0.106066667,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 05:00:00,0.622970625,2.187923389,-0.116277778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 06:00:00,0.622970625,2.345692455,-0.116447222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 07:00:00,0.622970625,3.160564325,-0.081573611,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 08:00:00,0.622970625,3.597607871,-0.0767,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 09:00:00,0.622970625,4.078027183,-0.075826389,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 10:00:00,0.622970625,5.006342366,-0.082869444,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 11:00:00,0.622970625,5.717525408,-0.070954167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 12:00:00,0.622970625,6.87030939,-0.072995833,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 13:00:00,0.622970625,8.127972493,-0.093038889,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 14:00:00,0.622970625,8.384457852,-0.070995833,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 15:00:00,0.622970625,8.677943502,-0.092952778,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 16:00:00,0.622970625,9.002024383,-0.089911111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 17:00:00,0.622970625,9.217766426,-0.062911111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 18:00:00,0.622970625,10.05472895,-0.072911111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 19:00:00,0.622970625,10.95427134,-0.058954167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 20:00:00,0.622970625,11.34374617,-0.049954167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 21:00:00,0.622970625,11.69985236,-0.043954167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 22:00:00,0.622970625,12.47955531,-0.038995833,0,1952-12-05 00:00:00,119.0,134.0
1952-11-29 23:00:00,0.622970625,12.7,-0.033080556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 00:00:00,3.82277429,12.34210938,-0.050123611,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 01:00:00,3.82277429,12.15826898,-0.057165278,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 02:00:00,3.82277429,11.73880738,-0.051208333,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 03:00:00,3.82277429,11.42927044,-0.05725,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 04:00:00,3.82277429,11.07907004,-0.069291667,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 05:00:00,3.82277429,10.79100518,-0.086248611,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 06:00:00,3.82277429,10.65578605,-0.055206944,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 07:00:00,3.82277429,9.900066228,-0.046122222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 08:00:00,3.82277429,9.491223355,-0.033994444,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 09:00:00,3.82277429,9.050866624,-0.053866667,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 10:00:00,3.82277429,8.156607585,-0.078697222,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 11:00:00,3.82277429,7.507985063,-0.054486111,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 12:00:00,3.82277429,6.393042769,-0.071275,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 13:00:00,3.82277429,5.167342727,-0.072020833,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 14:00:00,3.82277429,4.924238801,-0.090725,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 15:00:00,3.82277429,4.642800585,-0.099429167,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 16:00:00,3.82277429,4.358146026,-0.093176389,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 17:00:00,3.82277429,4.156731985,-0.064880556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 18:00:00,3.82277429,3.363615601,-0.074584722,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 19:00:00,3.82277429,2.469402177,-0.091330556,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 20:00:00,3.82277429,2.086332314,-0.085076389,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 21:00:00,3.82277429,1.741456523,-0.082863889,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 22:00:00,3.82277429,0.97610157,-0.083694444,0,1952-12-05 00:00:00,119.0,134.0
1952-11-30 23:00:00,3.82277429,0.8,-0.085525,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 00:00:00,2.067129801,0.728944127,-0.083397222,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 01:00:00,2.067129801,0.683329434,-0.0713125,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 02:00:00,2.067129801,0.631564491,-0.076269444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 03:00:00,2.067129801,0.612967837,-0.064227778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 04:00:00,2.067129801,0.564677803,-0.063143056,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 05:00:00,2.067129801,0.521071428,-0.0681,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 06:00:00,2.067129801,0.498521497,-0.047058333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 07:00:00,2.067129801,0.439369447,-0.012016667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 08:00:00,2.067129801,0.411168774,-0.029975,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 09:00:00,2.067129801,0.371106194,-0.015933333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 10:00:00,2.067129801,0.337050048,-0.035848611,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 11:00:00,2.067129801,0.274489528,-0.031763889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 12:00:00,2.067129801,0.236647841,-0.037636111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 13:00:00,2.067129801,0.204684779,-0.022425,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 14:00:00,2.067129801,0.191303347,-0.022213889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 15:00:00,2.067129801,0.179255913,-0.041002778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 16:00:00,2.067129801,0.139829591,-0.020791667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 17:00:00,2.067129801,0.125501589,-0.0145375,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 18:00:00,2.067129801,0.081655444,-0.019284722,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 19:00:00,2.067129801,0.076326486,-0.031030556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 20:00:00,2.067129801,0.069921513,-0.021733333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 21:00:00,2.067129801,0.058691114,-0.019479167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 22:00:00,2.067129801,0.044343117,-0.022225,0,1952-12-05 00:00:00,119.0,134.0
1952-12-01 23:00:00,2.067129801,0.0,-0.027013889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 00:00:00,1.812278182,0.092595216,-0.002802778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 01:00:00,1.812278182,0.219727989,-0.000633333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 02:00:00,1.812278182,0.340977832,-0.015463889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 03:00:00,1.812278182,0.391834005,0.0136625,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 04:00:00,1.812278182,0.710083947,0.059790278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 05:00:00,1.812278182,0.973123751,0.065875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 06:00:00,1.812278182,1.031315565,0.096875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 07:00:00,1.812278182,1.331940723,0.089875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 08:00:00,1.812278182,1.466034004,0.126875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 09:00:00,1.812278182,1.736760465,0.138875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 10:00:00,1.812278182,2.510727065,0.150875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 11:00:00,1.812278182,2.795089801,0.158875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 12:00:00,1.812278182,3.313387248,0.130916667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 13:00:00,1.812278182,4.368171013,0.124958333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 14:00:00,1.812278182,5.352842177,0.140043056,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 15:00:00,1.812278182,5.679254524,0.141127778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 16:00:00,1.812278182,6.105228537,0.121254167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 17:00:00,1.812278182,6.341847324,0.110380556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 18:00:00,1.812278182,6.548768162,0.11455,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 19:00:00,1.812278182,6.904733309,0.108719444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 20:00:00,1.812278182,7.278269447,0.094847222,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 21:00:00,1.812278182,7.668765906,0.102016667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 22:00:00,1.812278182,7.960388771,0.101144444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-02 23:00:00,1.812278182,8.4,0.096229167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 00:00:00,1.953862415,8.339693875,0.089313889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 01:00:00,1.953862415,8.222131262,0.085355556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 02:00:00,1.953862415,8.110425339,0.090397222,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 03:00:00,1.953862415,8.07777847,0.078438889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 04:00:00,1.953862415,7.767379286,0.110438889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 05:00:00,1.953862415,7.515018781,0.098395833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 06:00:00,1.953862415,7.46468533,0.108311111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 07:00:00,1.953862415,7.173967441,0.114226389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 08:00:00,1.953862415,7.05232443,0.139098611,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 09:00:00,1.953862415,6.802947871,0.144970833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 10:00:00,1.953862415,6.035131659,0.153886111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 11:00:00,1.953862415,5.770068189,0.132758333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 12:00:00,1.953862415,5.267636779,0.138630556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 13:00:00,1.953862415,4.2266703,0.138545833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 14:00:00,1.953862415,3.249946206,0.131461111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 15:00:00,1.953862415,2.941619511,0.115461111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 16:00:00,1.953862415,2.522395372,0.083461111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 17:00:00,1.953862415,2.298217979,0.090502778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 18:00:00,1.953862415,2.097693164,0.0765875,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 19:00:00,1.953862415,1.743861869,0.048756944,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 20:00:00,1.953862415,1.372692666,0.041969444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 21:00:00,1.953862415,0.983801932,0.056180556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 22:00:00,1.953862415,0.712280259,0.06135,0,1952-12-05 00:00:00,119.0,134.0
1952-12-03 23:00:00,1.953862415,0.3,0.029604167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 00:00:00,4.332477529,0.590038342,0.024858333,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 01:00:00,4.332477529,0.692605701,0.0511125,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 02:00:00,4.332477529,0.925696693,0.052366667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 03:00:00,4.332477529,1.001336315,0.032577778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 04:00:00,4.332477529,1.301079907,0.055788889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 05:00:00,4.332477529,1.395292544,0.062001389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 06:00:00,4.332477529,1.539874605,0.085170833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 07:00:00,4.332477529,1.732263966,0.100340278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 08:00:00,4.332477529,2.067398573,0.109551389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 09:00:00,4.332477529,2.366113857,0.136763889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 10:00:00,4.332477529,2.565089203,0.141976389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 11:00:00,4.332477529,3.048502301,0.178188889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 12:00:00,4.332477529,3.245461186,0.184401389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 13:00:00,4.332477529,3.434200922,0.187570833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 14:00:00,4.332477529,3.863805894,0.184740278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 15:00:00,4.332477529,4.089547675,0.205952778,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 16:00:00,4.332477529,4.495342084,0.214165278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 17:00:00,4.332477529,4.665394243,0.236376389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 18:00:00,4.332477529,5.103368868,0.237630556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 19:00:00,4.332477529,5.170310173,0.219884722,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 20:00:00,4.332477529,5.52119624,0.221054167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 21:00:00,4.332477529,5.765002821,0.212265278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 22:00:00,4.332477529,5.891271735,0.224476389,0,1952-12-05 00:00:00,119.0,134.0
1952-12-04 23:00:00,4.332477529,6.4,0.198688889,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 00:00:00,11.15683756,6.077672567,0.197943056,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 01:00:00,11.15683756,5.965535049,0.198155556,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 02:00:00,11.15683756,5.722900136,0.201325,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 03:00:00,11.15683756,5.629051209,0.1775375,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 04:00:00,11.15683756,5.32145686,0.194706944,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 05:00:00,11.15683756,5.216564924,0.194834722,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 06:00:00,11.15683756,5.0641245,0.175919444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 07:00:00,11.15683756,4.86182787,0.145004167,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 08:00:00,11.15683756,4.514242993,0.136961111,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 09:00:00,11.15683756,4.194177807,0.149919444,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 10:00:00,11.15683756,3.989052073,0.145793056,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 11:00:00,11.15683756,3.48633971,0.117666667,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 12:00:00,11.15683756,3.273514787,0.119540278,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 13:00:00,11.15683756,3.070957765,0.090370833,0,1952-12-05 00:00:00,119.0,134.0
1952-12-05 14:00:00,11.15683756,2.633405723,0.088201389,0,1952-12-05 00:00:00,119.0,134.0
