Original_Row,Cluster_ID,Year,Time,U_NTR,U_RF,U_RD,C12,C13,C23,C123,ReturnPeriod_Trivariate,ReturnPeriod_Bivariate,Density,t,mu_sim,sigma_sim,Sim_RD,Sim_NTR,Sim_RF,Weight,Probability
2916,10,1961,30,0.958682465688991,0.724571207797004,0.759062241297215,0.708493049943593,0.735289152139624,0.609791337296866,0.575,5.51608116151237,7.92412603124324,0.708493049943593,8.07392197125257,36.4897784445914,39.8544851374028,93.1065935269806,0.720794520436492,87.5237494323008,10,0.0003846153846153846
12639,11,1988,127,0.243145516513789,0.88637461129033,0.598527670837939,0.229276826750267,0.159485608785714,0.568840037770248,0.146,2.39364225644889,2.00487788903247,0.229276826750267,35.0718685831622,38.4980211110088,43.2338238802587,77.9071845756727,0.139424565239398,123.803662368956,16,0.0006153846153846154
19162,12,2004,192,0.162968007991616,0.863198485123759,0.900602808920667,0.151816145900273,0.156135574347105,0.799445916841576,0.162,10.7363325510253,1.59172743869323,0.151816145900273,51.0718685831622,39.6881813526215,45.2365472970774,143.81008336954,0.0931623773337751,116.501275677376,13,0.0005
18713,13,2003,188,0.927298169402123,0.996311435351262,0.596683951560408,0.925813236129191,0.574101830509158,0.59604220879365,0.61,,90.7592813370723,0.925813236129191,50.072553045859,39.6138472512887,45.1114627578681,80.5283380898333,0.641684671438653,246.291759884278,5,0.0001923076923076923
5197,14,1969,52,0.148188682320572,0.0210836914166549,0.315212771994993,0.00567445651605,0.0673939555407487,0.009392132267165,0.002,0.335584321890784,0.239119442810962,0.00567445651605,16.0739219712526,37.0848585653978,40.8558468458122,52.5471989353365,0.0839663694230082,9.96338101372575,43,0.0016538461538461537
1933,15,1958,20,0.478645560717575,0.735689344258828,0.603200357640162,0.390089835785355,0.311649343834194,0.515090226076327,0.265,1.48926822431774,1.13794815928893,0.390089835785355,5.07323750855578,36.266572485521,39.4788888224074,72.7140625983747,0.264108775777799,89.3129707549754,32,0.0012307692307692308
6735,16,1973,68,0.829421356575898,0.811870566341271,0.598984247073531,0.704449040180861,0.525672144267011,0.514778364532501,0.471,5.94824214608004,3.16670564878641,0.704449040180861,20.0739219712526,37.3823986258009,41.3565277000169,75.1272881887364,0.505231746955016,103.637864419862,19,0.0007307692307692308
954,17,1955,10,0.690706060366067,0.431247944981943,0.835127117810771,0.336160424987981,0.590825468193284,0.397679383169361,0.315,3.80342722778726,0.93367883341756,0.336160424987981,2.072553045859,36.0433665264505,39.103292507412,106.36538309271,0.390477100148511,52.8051531682493,17,0.0006538461538461538
1033,18,1956,11,0.529007259878046,0.026677959335794,0.461729394970462,0.0186244402057453,0.262979232129448,0.0203798912636664,0.016,0.744687725204166,0.432022155244213,0.0186244402057453,3.07186858316222,36.1177006277833,39.2283770466212,60.3959742257333,0.291634347031243,11.1238714037587,28,0.0010769230769230769
14201,19,1991,143,0.912041413289534,0.0688387363106341,0.479808414820582,0.0663331739850097,0.447314162672076,0.051881211963842,0.057,4.18060338739107,2.34046719165012,0.0663331739850097,38.072553045859,38.7212270700792,43.6094201952541,67.1983301548822,0.613253864337789,17.6489464838875,9,0.00034615384615384613
12899,20,1988,129,0.948083689750329,0.933158938770291,0.995168171590194,0.897016235172346,0.944849369799403,0.929246875245746,0.892,74.0280092766658,12.6794083570045,0.897016235172346,35.0718685831622,38.4980211110088,43.2338238802587,267.45382473597,0.689683035431473,144.077901625808,3,0.00011538461538461538
23727,21,2017,238,0.780252229488921,0.935374986346726,0.242026325780898,0.748898428422816,0.19842224002532,0.235261073177826,0.192,6.07382122140936,6.01120261174774,0.748898428422816,64.0739219712526,40.655339290236,46.8640170962684,53.6369947051002,0.459013254487568,145.341016599992,6,0.00023076923076923076
5975,22,1972,60,0.182726985204977,0.605585129327453,0.887907311553136,0.133566988038175,0.169253709708951,0.567508234334838,0.147,4.24542766411713,0.57928219222276,0.133566988038175,19.0718685831622,37.307860869396,41.2311004634399,127.283143324354,0.105058958067836,71.2673685081335,10,0.0003846153846153846
1828,23,1958,19,0.984699270164326,0.607566272124826,0.25377933238633,0.603888308461397,0.251324967769437,0.221963282054169,0.211,9.93458887389875,17.2076076414225,0.603888308461397,5.07323750855578,36.266572485521,39.4788888224074,47.8189882554741,0.845424739323876,71.5053031173817,9,0.00034615384615384613
16278,24,1995,163,0.273425176377766,0.66149710203867,0.185208808863536,0.210398115455721,0.0705260787703028,0.161133126571805,0.077,0.816572390500659,0.726016488957898,0.210398115455721,42.072553045859,39.0187671304824,44.1101010494588,48.0511444689479,0.155883591848483,78.3512893507113,31,0.0011923076923076924
13926,25,1990,140,0.201157925163101,0.598498964758422,0.981332573108375,0.145232124935003,0.199105217338242,0.592866391610181,0.137,10.4089299835843,0.578745175394869,0.145232124935003,37.0732375085558,38.6468929687464,43.4843356560448,210.864692740287,0.115819732709097,70.4232479961962,8,0.0003076923076923077
7501,26,1975,76,0.378167364165608,0.402244527562484,0.442306699929759,0.1886225840544,0.194507482518418,0.261508887494956,0.123,0.669074526698623,0.489943070477262,0.1886225840544,22.072553045859,37.5310668284665,41.6066967784354,61.8087123319474,0.211077982608883,50.0534993222394,48,0.0018461538461538461
10098,27,1981,101,0.933283527192257,0.312482278365144,0.921313960803673,0.302890465007348,0.876089891143923,0.306654230887901,0.268,3.95610146208365,3.5011149637617,0.302890465007348,28.0739219712526,37.9774787466073,42.3578894084262,145.308598921706,0.654191228225624,41.8042622451412,9,0.00034615384615384613
21645,28,2012,217,0.0906968907417011,0.373629242880523,0.481000574072823,0.0471443736776716,0.0526492046031586,0.275927228338355,0.044,0.517606248534521,0.34316015912778,0.0471443736776716,59.0718685831622,40.2832614734279,46.2379090054867,70.5826848171042,0.0445722703583886,47.3889433213946,36,0.0013846153846153845
12298,29,1987,123,0.902352831447641,0.972465520338084,0.760676660574973,0.886990476745122,0.693169669679592,0.747867938288814,0.681,17.3414328707395,16.4309847842622,0.886990476745122,34.072553045859,38.423687009676,43.1087393410494,99.9522102052421,0.59721757285481,176.54463472329,7,0.0002692307692307692
16071,30,1995,161,0.712514780259366,0.990082663265568,0.815654825884849,0.709753484551182,0.620602856211695,0.809619847291773,0.626,,27.9484143909225,0.709753484551182,42.072553045859,39.0187671304824,44.1101010494588,113.442916322143,0.40584794486504,212.477056123491,2,7.692307692307693e-05
15087,31,1993,151,0.641590115037493,0.89326384516256,0.876974125159904,0.599093060102595,0.582145464870308,0.800824250045952,0.535,5.67622425331892,3.11336865403504,0.599093060102595,40.0739219712526,38.8700989278168,43.8599319710403,130.522739888094,0.358072931217042,126.236987367368,18,0.0006923076923076923
1706,32,1958,18,0.591064819049048,0.346957193493232,0.46597782894969,0.241642538830464,0.294363866915591,0.250614378336561,0.181,0.991960445329648,0.658716992704797,0.241642538830464,5.07323750855578,36.266572485521,39.4788888224074,61.0122135367533,0.327185476169857,44.9392230629002,28,0.0010769230769230769
23051,33,2015,231,0.771714292515661,0.541499522936564,0.581282601458952,0.455402553423515,0.475631871348481,0.371836199271776,0.303,1.89799767364641,1.40658116003802,0.455402553423515,62.072553045859,40.5064674324983,46.6135053204822,81.0404141009415,0.451755021051166,63.9816767813043,21,0.0008076923076923077
18860,34,2003,189,0.980332620914349,0.947562603840211,0.914198807440698,0.935375564744301,0.904528162924033,0.876540208607796,0.859,13.0293973790517,26.7367526441724,0.935375564744301,50.072553045859,39.6138472512887,45.1114627578681,150.042381691494,0.815362643772189,153.113182215882,4,0.00015384615384615385
23625,35,2016,237,0.914115334762051,0.678709670526229,0.255923552205786,0.643327885816614,0.238927873376427,0.208715647927504,0.193,4.06315362718072,3.960170150845,0.643327885816614,63.0718685831622,40.580801533831,46.7385898596914,54.3919610814987,0.616870385204558,80.7102130413542,13,0.0005
6496,36,1973,65,0.671955612683292,0.658552517244654,0.369138053851202,0.485726076335467,0.279228874644671,0.276490007329103,0.239,1.94554848454397,1.2885107980678,0.485726076335467,20.0739219712526,37.3823986258009,41.3565277000169,56.4226390280283,0.377777847230404,77.9570796466063,28,0.0010769230769230769
21010,37,2009,211,0.423621984875889,0.938589349776553,0.988850925816223,0.411124686579276,0.421245709266185,0.929701855897457,0.411,20017.4667337042,4.08886310427393,0.411124686579276,56.0739219712526,40.0602591694296,45.862655387859,245.077066017284,0.234880035263238,147.247322628541,3,0.00011538461538461538
25067,38,2021,251,0.51497343854604,0.977474243106326,0.161384249804541,0.510272403473873,0.0908840070115665,0.159600447359157,0.089,11.1576469366901,11.2203714595241,0.510272403473873,68.0739219712526,40.9528793506391,47.364697950473,49.2872864046976,0.283866710980304,183.71220427898,5,0.0001923076923076923
22245,39,2014,223,0.26186745518505,0.311706186370806,0.762726297369227,0.108578269949477,0.221424839054245,0.287284652247587,0.096,1.08115224821286,0.373828541634323,0.108578269949477,61.0732375085558,40.4321333311655,46.4884207812729,107.182798420784,0.149644853219899,41.733938910018,21,0.0008076923076923077
4854,40,1967,49,0.982295468198319,0.761808250784656,0.999726860085502,0.75555869560076,0.982223832538226,0.761632174201732,0.744,17.2650096429205,17.4596602571403,0.75555869560076,14.072553045859,36.9359867076601,40.605335070026,366.597254821994,0.828057955007603,93.7754187837793,2,7.692307692307693e-05
20916,41,2009,210,0.960966285349543,0.309804930768604,0.296691470779479,0.304890038828333,0.28908631781021,0.152916387281591,0.137,4.71363967043222,5.86186697292725,0.304890038828333,56.0739219712526,40.0602591694296,45.862655387859,56.1946825528855,0.728378683406406,41.5616904111467,16,0.0006153846153846154
20218,42,2007,203,0.96877756662898,0.826815295108901,0.974303314229473,0.812296632322771,0.949714578908761,0.809047895296601,0.795,32.4520936959493,11.9733445202435,0.812296632322771,54.072553045859,39.9113873116919,45.6121436120728,206.123477599006,0.757579059861527,107.024897526156,6,0.00023076923076923076
3131,43,1961,32,0.149242557305686,0.856121592066499,0.753874284215271,0.138464275177414,0.120721939689981,0.676260097582745,0.128,4.14869943914521,1.50262818152905,0.138464275177414,8.07392197125257,36.4897784445914,39.8544851374028,92.2606518951529,0.0846316983700055,114.494479176845,20,0.0007692307692307692
22567,44,2014,226,0.0753375659951793,0.181025274977129,0.0317055871710181,0.0219111023738775,0.0052095963042848,0.0113388792023039,0.001,0.266883322641524,0.261250674952666,0.0219111023738775,61.0732375085558,40.4321333311655,46.4884207812729,41.9298853635057,0.0325516007980903,29.7257723661131,35,0.001346153846153846
17685,45,1998,177,0.988074003523864,0.865881086755685,0.396523430244997,0.860861897729289,0.395584920609706,0.382883051540674,0.376,15.5625681376619,28.9569387094381,0.860861897729289,45.0732375085558,39.2419730895528,44.4856973644542,61.6946526499943,0.874441321421669,117.286484435325,3,0.00011538461538461538
17302,46,1998,174,0.313020385196824,0.119372329537179,0.928976131370291,0.0529699547847975,0.302624997094874,0.118385421966279,0.043,2.87308735332238,0.322280591508045,0.0529699547847975,45.0732375085558,39.2419730895528,44.4856973644542,156.491707693519,0.176952749190068,23.5341131933807,10,0.0003846153846153846
640,47,1955,7,0.102366153891631,0.973636036591377,0.950940046226606,0.101492700640035,0.0990739081752393,0.927187775322389,0.116,,7.84605717060805,0.101492700640035,2.072553045859,36.0433665264505,39.103292507412,153.468019790084,0.0531793822045943,178.100296440887,3,0.00011538461538461538
24367,48,2019,244,0.541933894249922,0.768621430004177,0.772892800625414,0.454303520457047,0.4449839307083,0.609590306594426,0.339,2.31402116768309,1.39132180634555,0.454303520457047,66.072553045859,40.8040074929015,47.1141861746868,110.508600000437,0.298867594481683,95.0067589194041,21,0.0008076923076923077
10735,49,1983,108,0.692785021092221,0.115349753504093,0.422682247590274,0.0938979507380541,0.324926832217678,0.0905280768003046,0.071,0.963688981827407,0.69988023894583,0.0938979507380541,30.072553045859,38.1261469492728,42.6080584868447,61.5167165028177,0.391913162899612,23.1021838356268,22,0.0008461538461538462
8532,50,1977,86,0.670353613126925,0.0125422327447013,0.995270901126787,0.0102941830712381,0.669179487163192,0.0125185282395718,0.013,242.291649981683,0.610876651698026,0.0102941830712381,24.0739219712526,37.6799386862041,41.8572085542216,260.23264314009,0.376712894438026,7.84670375871568,1,3.846153846153846e-05
16401,51,1996,165,0.995570197929314,0.536139767937057,0.930667050881311,0.535453309566294,0.92837881225834,0.520710101181298,0.514,24.4941761021544,53.4281690468544,0.535453309566294,43.0718685831622,39.0931012318151,44.235185588668,156.741115887017,0.982883157348939,63.4039268003922,5,0.0001923076923076923
11942,52,1986,120,0.190593317625579,0.695887858971736,0.689529121154919,0.153916698779785,0.13636280954061,0.548887113019253,0.112,1.3231335299336,0.747843810604714,0.153916698779785,33.0732375085558,38.3493529083432,42.9836548018402,88.5495125831499,0.109687407447041,83.1652515280128,17,0.0006538461538461538
6829,53,1974,69,0.951363985869446,0.801653925724474,0.944263654993847,0.778296935698543,0.90703838997813,0.765980360796925,0.737,11.7411408009612,7.91169782394479,0.778296935698543,21.0732375085558,37.4567327271337,41.4816122392261,156.771140766164,0.698686451872481,101.455291167582,8,0.0003076923076923077
7666,54,1975,77,0.57757700479005,0.902542816037671,0.121244908543304,0.544712848179154,0.0812937464272834,0.118570067228253,0.079,3.11468588977868,3.09630943463689,0.544712848179154,22.072553045859,37.5310668284665,41.6066967784354,42.9077896122974,0.31926604155931,129.752675218994,16,0.0006153846153846154
639,55,1955,7,0.569315258541733,0.360551225880323,0.240085286321118,0.242946918034394,0.150232247772619,0.124414764118138,0.07,0.720351695107347,0.638813475797226,0.242946918034394,2.072553045859,36.0433665264505,39.103292507412,46.7753106761679,0.314472804010822,46.1843535599721,35,0.001346153846153846
15557,56,1994,156,0.448695727307105,0.75097283855889,0.982021976960823,0.372709924784504,0.445619766619739,0.742628513984122,0.378,157.770692348815,1.15579304999671,0.372709924784504,41.0732375085558,38.9444330291496,43.9850165102495,214.783202967747,0.248118679598429,91.8768952560962,6,0.00023076923076923076
19580,57,2005,196,0.754658798960475,0.990352559588629,0.940399323357269,0.751717847455254,0.728639888726465,0.932382684486935,0.721,31.596880615646,29.8218639885607,0.751717847455254,52.0739219712526,39.7627191090264,45.3619745336543,167.219939751452,0.437792719127584,213.431884549694,6,0.00023076923076923076
7121,58,1974,72,0.824032744936915,0.934776753511909,0.799722414463758,0.788961217555188,0.678148286774984,0.761079188556445,0.665,42.9481317810099,6.63312096051573,0.788961217555188,21.0732375085558,37.4567327271337,41.4816122392261,104.022114742325,0.49973045499749,144.996079131013,13,0.0005
19438,59,2005,195,0.387038120816053,0.997692777879734,0.684237925568596,0.386832756789665,0.303915418708848,0.68343109155025,0.306,,95.1539024363969,0.386832756789665,52.0739219712526,39.7627191090264,45.3619745336543,91.976235829399,0.215712206983705,262.079036735282,4,0.00015384615384615385
10088,60,1981,101,0.791717706312143,0.378876603419727,0.912537154043093,0.329286781841239,0.747418290740858,0.369798800904924,0.287,2.61874675362536,1.26029922744011,0.329286781841239,28.0739219712526,37.9774787466073,42.3578894084262,140.858203142671,0.469074757055859,47.8743939431196,15,0.000576923076923077
21533,61,2011,216,0.180554064880385,0.328153412654845,0.508273071376607,0.0808760692766627,0.10672170521403,0.261988781970924,0.063,0.541116745709451,0.349547323790155,0.0808760692766627,58.072553045859,40.2089273720951,46.1128244662775,72.9111061412997,0.103770326740065,43.2261522942385,27,0.0010384615384615384
18161,62,2001,182,0.994787634747486,0.808197420858343,0.99095221539028,0.806615101455325,0.987872296914691,0.803898245561882,0.815,,55.0957228343978,0.806615101455325,48.0739219712526,39.4651790486232,44.8612936794496,249.263008116059,0.965746334693735,102.841555625009,1,3.846153846153846e-05
15647,63,1994,157,0.0333469505018163,0.190848110882762,0.646911355433986,0.0107137130900745,0.026399862766558,0.159520820110194,0.012,0.637901601456191,0.254285133056053,0.0107137130900745,41.0732375085558,38.9444330291496,43.9850165102495,84.6725488732141,-0.0071748569030501,30.6609609461362,21,0.0008076923076923077
6002,64,1972,61,0.168377520283257,0.836374164394565,0.143652777653188,0.153891028108044,0.0325851115455221,0.136960896232101,0.032,1.39828288780369,1.34102776235954,0.153891028108044,19.0718685831622,37.307860869396,41.2311004634399,43.7006650887979,0.0964611458754975,109.328893144535,17,0.0006538461538461538
7291,65,1974,73,0.156744774615807,0.957744309711409,0.790990751469508,0.154254701842244,0.133098751578201,0.767600729602749,0.115,5.80141514170402,5.02947049481677,0.154254701842244,21.0732375085558,37.4567327271337,41.4816122392261,102.259204685999,0.0893243922273286,161.047496205554,7,0.0002692307692307692
11530,66,1985,116,0.89162735759346,0.671165067734931,0.965276499977335,0.624962078384545,0.86470758818552,0.660572608509951,0.605,11.6459515836238,3.21700363711786,0.624962078384545,32.0739219712526,38.2750188070105,42.8585702626309,181.667399979086,0.580886624604722,79.6644664787632,7,0.0002692307692307692
14457,67,1991,145,0.816176781493925,0.0436349180045032,0.306854041991755,0.0397427987113603,0.261882792699049,0.0241293729152578,0.015,1.38802886200832,1.11153658747629,0.0397427987113603,38.072553045859,38.7212270700792,43.6094201952541,54.6971114130923,0.491926863032071,14.0768678536214,19,0.0007307692307692308
23064,68,2015,231,0.900851348585236,0.900075853539529,0.460074862930924,0.830508130030209,0.429429931298233,0.434213423856304,0.408,7.95246963841213,6.76111312800269,0.830508130030209,62.072553045859,40.5064674324983,46.6135053204822,69.2125341259519,0.594847926526342,128.788906129902,12,0.00046153846153846153
18990,69,2004,190,0.772422262554814,0.185953831660927,0.656430023955181,0.161366203643391,0.554916197322524,0.171511884838844,0.168,1.90497657505114,0.98526967921698,0.161366203643391,51.0718685831622,39.6881813526215,45.2365472970774,87.9502816960993,0.452349706613432,30.1962353973965,19,0.0007307692307692308
7922,70,1976,80,0.151044862031584,0.412636903780542,0.235967501066625,0.0826797469947623,0.051373492741205,0.131509877520825,0.036,0.465209482839717,0.385357953694274,0.0826797469947623,23.0718685831622,37.6054009297992,41.7317813176446,48.8333726691483,0.0857659482218044,51.0328835655869,43,0.0016538461538461537
2650,71,1960,27,0.683298406187987,0.373513621140117,0.999095450853929,0.290783853456286,0.682929670243553,0.373423109790382,0.277,14.0556481160138,0.854803774068204,0.290783853456286,7.07186858316222,36.4152406881865,39.7290579008259,312.319712606161,0.38540686323753,47.3782612008663,4,0.00015384615384615385
2038,72,1959,21,0.849458678795329,0.573038771659266,0.468770619714633,0.517570008845274,0.413439500076751,0.356363498210923,0.324,2.77373517572908,2.1036564428838,0.517570008845274,6.072553045859,36.3409065868537,39.6039733616167,61.3722733587819,0.52689386221636,67.474038409605,22,0.0008461538461538462
4496,73,1966,45,0.768026420094947,0.689164275934294,0.895055814646184,0.568241015667486,0.700433295456643,0.642389724567978,0.534,8.05882133152132,1.80098536097433,0.568241015667486,13.0732375085558,36.8616526063273,40.4802505308168,127.850609275535,0.448677486877889,82.1916010655928,14,0.0005384615384615384
24585,74,2019,246,0.135375981957921,0.98183727507143,0.55747955199331,0.134622646695629,0.0883764089012988,0.550907693645111,0.1,,11.4880535064016,0.134622646695629,66.072553045859,40.8040074929015,47.1141861746868,79.1740685684419,0.0757457806119071,191.337217523695,6,0.00023076923076923076
13126,75,1989,132,0.986309220056224,0.989426616781133,0.969934881431982,0.978570847049591,0.960766557172561,0.96027584428824,0.941,15.4529289308211,70.5464830909377,0.978570847049591,36.0739219712526,38.5725588674137,43.3592511168356,189.83056105433,0.858467979710922,210.257517166935,3,0.00011538461538461538
13256,76,1989,133,0.582649611443824,0.137249582915317,0.142117871204391,0.098448392748455,0.100405419453783,0.0464872644979493,0.043,0.587675254919616,0.528332911153896,0.098448392748455,36.0739219712526,38.5725588674137,43.3592511168356,45.217712892513,0.322230334880958,25.4031162162366,37,0.0014230769230769232
17473,77,1998,175,0.486460837844007,0.10695508982541,0.765558783896267,0.0676609041583207,0.411312001367932,0.102938435233473,0.09,1.50447623963798,0.421722970015855,0.0676609041583207,45.0732375085558,39.2419730895528,44.4856973644542,103.649263922631,0.268321666797286,22.1849633571022,15,0.000576923076923077
11871,78,1986,119,0.455672262401853,0.874798610234553,0.95845453441143,0.422743435393379,0.440062556278122,0.847638968362683,0.394,7.26755990910221,2.16749154921336,0.422743435393379,33.0732375085558,38.3493529083432,42.9836548018402,174.515425732492,0.251823845648752,120.002784350899,13,0.0005
15527,79,1994,156,0.857571374405518,0.346922697463321,0.624077764572576,0.319151231793045,0.565229644291103,0.283825065555287,0.278,3.24495665764,1.74433066484648,0.319151231793045,41.0732375085558,38.9444330291496,43.9850165102495,81.9235306587124,0.536283562882772,44.9360713719674,27,0.0010384615384615384
22990,80,2015,230,0.394433757473333,0.640373075671679,0.93620531167835,0.290846485632144,0.380080174940078,0.614253308284596,0.279,5.68701662661096,0.781129008953217,0.290846485632144,62.072553045859,40.5064674324983,46.6135053204822,168.333222152943,0.219578236444446,75.579004138541,10,0.0003846153846153846
24963,81,2021,250,0.78983427602469,0.870666251358839,0.706583479652181,0.716037939243894,0.574576926893294,0.634615930646084,0.513,4.429993829424,3.60117609554529,0.716037939243894,68.0739219712526,40.9528793506391,47.364697950473,98.9372573989112,0.467395812621968,118.723006495567,11,0.0004230769230769231
5601,82,1970,57,0.920607372029094,0.847489252639421,0.874420480569825,0.800555948646167,0.820848337374515,0.755168034114753,0.757,,6.16155777420678,0.800555948646167,17.0732375085558,37.1591926667305,40.9809313850214,121.95829905616,0.628669321243649,112.163159603449,9,0.00034615384615384613
19116,83,2004,192,0.427068980646115,0.579593662432512,0.846275850199163,0.288540689095,0.390129263187172,0.541700241301534,0.287,2.48658177359569,0.709526700736329,0.288540689095,51.0718685831622,39.6881813526215,45.2365472970774,124.192182671184,0.236693765993461,68.2214260430873,13,0.0005
4458,84,1966,45,0.43050037039357,0.5544005958235,0.487934519071132,0.279965076294381,0.22968830816989,0.342385727698199,0.197,1.09767299054926,0.677818796557796,0.279965076294381,13.0732375085558,36.8616526063273,40.4802505308168,63.931650654598,0.238501067104743,65.3904262996243,32,0.0012307692307692308
19639,85,2005,197,0.899292851849684,0.250220591857714,0.165480923373252,0.23788706878416,0.157335223128889,0.0819025254625645,0.066,2.08050622239183,2.26311866041796,0.23788706878416,52.0739219712526,39.7627191090264,45.3619745336543,47.9667573105862,0.592418420188803,36.1596942890718,23,0.0008846153846153846
10317,86,1982,104,0.9470846561505,0.422310824788084,0.755567299202085,0.411941115593167,0.732433503827796,0.386544975705553,0.385,9.54343492248523,4.7008348006498,0.411941115593167,29.0732375085558,38.0518128479401,42.4829739476355,97.7930618204592,0.687036377263525,51.9510020045166,13,0.0005
18106,87,2001,182,0.274090584207962,0.105751703488629,0.404769550776109,0.0424088959790421,0.155445693049217,0.0812830101521626,0.041,0.440989282919459,0.301856443563392,0.0424088959790421,48.0739219712526,39.4651790486232,44.8612936794496,62.7238354043018,0.156241329850056,22.0515852942771,36,0.0013846153846153845
6415,88,1973,65,0.076785408501167,0.422777057960202,0.88820891850628,0.0442492641469779,0.0724799577731019,0.390723688527925,0.049,2.82959371123906,0.367183491227998,0.0442492641469779,20.0739219712526,37.3823986258009,41.3565277000169,127.742186214666,0.0337239349345492,51.9954163032903,12,0.00046153846153846153
8248,89,1977,83,0.830731147458015,0.783732324405151,0.113779258914292,0.683302073165357,0.105952028651746,0.0994248647539255,0.1,3.30927294484611,2.90534665459038,0.683302073165357,24.0739219712526,37.6799386862041,41.8572085542216,42.7350447545533,0.506588199610338,97.8515482345552,14,0.0005384615384615384
20456,90,2008,205,0.96409901799034,0.953925956105196,0.193344741594046,0.928407823742708,0.190199364110191,0.189994504326826,0.206,,19.2625345445966,0.928407823742708,55.0718685831622,39.9857214130247,45.7372281512821,49.8100288773304,0.73942580156558,157.878764624656,8,0.0003076923076923077
11357,91,1985,114,0.317341208921785,0.0304518493517503,0.0515533748548478,0.0146449805231725,0.0191254887896223,0.0052134324191043,0.002,0.313657853949546,0.299916658146979,0.0146449805231725,32.0739219712526,38.2750188070105,42.8585702626309,40.5433568318532,0.179230351975701,11.8422756146601,38,0.0014615384615384616
18778,92,2003,188,0.567005303805006,0.80557284590698,0.18028048845008,0.492065809490972,0.127473281703993,0.17508408154501,0.125,1.71284886051211,1.6738130144145,0.492065809490972,50.072553045859,39.6138472512887,45.1114627578681,48.5793770651874,0.313140059203431,102.28066535681,17,0.0006538461538461538
1633,93,1958,17,0.265064250637853,0.93209175041834,0.409752113977447,0.256971969503971,0.122812046930607,0.403937540457264,0.121,3.58336618100192,3.34358876383662,0.256971969503971,5.07323750855578,36.266572485521,39.4788888224074,57.0660934672281,0.151375372877846,143.483556665408,10,0.0003846153846153846
18262,94,2002,183,0.253378397567852,0.685463319579496,0.403698903741315,0.200751980152351,0.140895373973191,0.355997579396364,0.137,0.916992413333491,0.763620324401642,0.200751980152351,49.0732375085558,39.539513149956,44.9863782186589,62.7822844281119,0.145029641252984,81.6627603055234,33,0.0012692307692307692
