time,acc_24hr,Storm_Surge_predicted_RF,discharge_m3s,event_id,event_time,Lag_NTR_minus_RF_hr,Lag_RD_minus_RF_hr
1952-12-05 10:00:00,3.989052073,0.145793056,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 11:00:00,3.48633971,0.117666667,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 12:00:00,3.273514787,0.119540278,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 13:00:00,3.070957765,0.090370833,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 14:00:00,2.633405723,0.088201389,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 15:00:00,2.38957829,0.110031944,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 16:00:00,1.977034007,0.091904167,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 17:00:00,1.794540453,0.059734722,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 18:00:00,1.350169806,0.070565278,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 19:00:00,1.28109465,0.031395833,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 20:00:00,0.927841647,0.040226389,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 21:00:00,0.68242934,0.0371,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 22:00:00,0.536059235,0.026972222,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-05 23:00:00,0.0,0.007929167,11.15683756,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 00:00:00,0.0,-0.0161125,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 01:00:00,0.0,-0.010154167,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 02:00:00,0.0,-0.001195833,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 03:00:00,0.0,0.010761111,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 04:00:00,0.0,-0.002238889,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 05:00:00,0.0,-0.006238889,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 06:00:00,0.0,0.000761111,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 07:00:00,0.0,-0.008238889,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 08:00:00,0.0,-0.000238889,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 09:00:00,0.0,-0.001280556,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 10:00:00,0.0,0.013676389,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 11:00:00,0.0,-0.02245,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 12:00:00,0.0,0.003423611,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 13:00:00,0.0,-0.000702778,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 14:00:00,0.0,-0.005872222,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 15:00:00,0.0,0.014915278,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 16:00:00,0.0,-0.005297222,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 17:00:00,0.0,-0.00855,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 18:00:00,0.0,0.006195833,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 19:00:00,0.0,-0.024056944,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 20:00:00,0.0,-0.010352778,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 21:00:00,0.0,-0.006648611,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 22:00:00,0.0,-0.0119875,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-06 23:00:00,0.0,-0.021283333,6.371290483,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 00:00:00,0.0,-0.0065375,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 01:00:00,0.0,-0.023791667,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 02:00:00,0.0,-0.037004167,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 03:00:00,0.0,-0.014173611,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 04:00:00,0.0,-0.020384722,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 05:00:00,0.0,-0.021554167,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 06:00:00,0.0,-0.014680556,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 07:00:00,0.0,0.005191667,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 08:00:00,0.0,0.006065278,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 09:00:00,0.0,0.021938889,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 10:00:00,0.0,0.0228125,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 11:00:00,0.0,0.005601389,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 12:00:00,0.0,0.023390278,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 13:00:00,0.0,0.011136111,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 14:00:00,0.0,0.028840278,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 15:00:00,0.0,0.043501389,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 16:00:00,0.0,0.048204167,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 17:00:00,0.0,0.041822222,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 18:00:00,0.0,0.054441667,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 19:00:00,0.0,0.054061111,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 20:00:00,0.0,0.072595833,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 21:00:00,0.0,0.081130556,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 22:00:00,0.0,0.080622222,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-07 23:00:00,0.0,0.108156944,3.539605824,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 00:00:00,0.0,0.102733333,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 01:00:00,0.0,0.126351389,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 02:00:00,0.0,0.123054167,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 03:00:00,0.0,0.127758333,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 04:00:00,0.0,0.134547222,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 05:00:00,0.0,0.144334722,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 06:00:00,0.0,0.157206944,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 07:00:00,0.0,0.178080556,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 08:00:00,0.0,0.177952778,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 09:00:00,0.0,0.155868056,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 10:00:00,0.0,0.175740278,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 11:00:00,0.0,0.1746125,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 12:00:00,0.0,0.1804,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 13:00:00,0.0,0.188188889,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 14:00:00,0.0,0.163934722,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 15:00:00,0.0,0.1676375,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 16:00:00,0.0,0.196255556,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 17:00:00,0.0,0.184875,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 18:00:00,0.0,0.190451389,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 19:00:00,0.0,0.185986111,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 20:00:00,0.0,0.204477778,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 21:00:00,0.0,0.215969444,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 22:00:00,0.0,0.218461111,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-08 23:00:00,0.0,0.220994444,2.123763494,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 00:00:00,3.328507091,0.223529167,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 01:00:00,7.554127845,0.199105556,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 02:00:00,9.57631304,0.208725,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 03:00:00,11.31480417,0.224429167,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 04:00:00,13.38350664,0.217216667,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 05:00:00,15.09941475,0.211090278,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 06:00:00,16.32622035,0.206047222,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 07:00:00,17.6045328,0.203131944,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 08:00:00,19.1704152,0.206259722,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 09:00:00,21.6619782,0.184429167,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 10:00:00,24.56569389,0.164640278,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 11:00:00,28.26931189,0.180851389,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 12:00:00,31.47959665,0.173063889,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 13:00:00,38.44191009,0.167190278,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 14:00:00,40.59290876,0.161275,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 15:00:00,42.75504436,0.183316667,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 16:00:00,45.97462487,0.170275,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 17:00:00,49.83898304,0.212190278,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 18:00:00,51.5489516,0.211020833,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 19:00:00,53.26029034,0.230766667,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 20:00:00,56.82631243,0.245427778,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 21:00:00,62.00961054,0.255088889,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 22:00:00,66.49929524,0.26175,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-09 23:00:00,70.6,0.266411111,3.171486818,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 00:00:00,68.12641996,0.275072222,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 01:00:00,64.51946473,0.260775,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 02:00:00,62.67293841,0.284520833,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 03:00:00,61.04935926,0.284308333,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 04:00:00,59.27299813,0.290181944,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 05:00:00,57.71595771,0.271138889,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 06:00:00,56.63763064,0.282223611,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 07:00:00,55.69668546,0.260351389,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 08:00:00,54.51708499,0.270520833,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 09:00:00,52.65884714,0.281775,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 10:00:00,50.11481504,0.292113889,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
1952-12-10 11:00:00,46.78456139,0.269495833,6.796043182,0,1952-12-09 23:00:00,15.0,-119.0
