time,Storm_Surge_predicted_RF,acc_24hr,discharge_m3s,event_id,event_time,Lag_RF_minus_NTR_hr,Lag_RD_minus_NTR_hr
1953-01-03 02:00:00,0.113616667,3.771733997,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 03:00:00,0.105625,3.644672322,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 04:00:00,0.075676389,3.412853544,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 05:00:00,0.054726389,3.257596501,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 06:00:00,0.075777778,3.201045078,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 07:00:00,0.053827778,3.123010532,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 08:00:00,0.050836111,3.061202994,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 09:00:00,0.065801389,2.964783649,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 10:00:00,0.057766667,2.70888001,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 11:00:00,0.020690278,2.608384765,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 12:00:00,0.043613889,2.479861892,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 13:00:00,0.0325375,2.337036912,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 14:00:00,0.013461111,2.133448567,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 15:00:00,-0.014658333,2.054732077,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 16:00:00,0.006222222,1.913264588,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 17:00:00,-0.015895833,1.634004112,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 18:00:00,-0.056056944,1.464545565,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 19:00:00,-0.077176389,1.316681638,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 20:00:00,-0.105211111,1.034702231,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 21:00:00,-0.103244444,0.761612117,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 22:00:00,-0.136236111,0.444670023,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-03 23:00:00,-0.112186111,0.0,9.910896307,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 00:00:00,-0.118134722,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 01:00:00,-0.153,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 02:00:00,-0.154822222,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 03:00:00,-0.123644444,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 04:00:00,-0.118425,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 05:00:00,-0.137120833,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 06:00:00,-0.117815278,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 07:00:00,-0.117552778,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 08:00:00,-0.101247222,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 09:00:00,-0.098984722,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 10:00:00,-0.085722222,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 11:00:00,-0.069459722,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 12:00:00,-0.087240278,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 13:00:00,-0.0760625,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 14:00:00,-0.069927778,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 15:00:00,-0.073793056,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 16:00:00,-0.089741667,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 17:00:00,-0.085733333,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 18:00:00,-0.062725,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 19:00:00,-0.080801389,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 20:00:00,-0.105877778,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 21:00:00,-0.100997222,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 22:00:00,-0.063073611,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-04 23:00:00,-0.05715,0.0,6.682775796,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 00:00:00,-0.051184722,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 01:00:00,-0.014134722,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 02:00:00,-0.003,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 03:00:00,-0.019822222,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 04:00:00,-0.035602778,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 05:00:00,-0.049340278,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 06:00:00,-0.027077778,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 07:00:00,-0.028815278,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 08:00:00,-0.020595833,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 09:00:00,-0.032418056,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 10:00:00,-0.062281944,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 11:00:00,-0.057188889,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 12:00:00,-0.084180556,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 13:00:00,-0.086215278,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 14:00:00,-0.060334722,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 15:00:00,-0.070495833,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 16:00:00,-0.062741667,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 17:00:00,-0.036030556,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 18:00:00,-0.017361111,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 19:00:00,-0.005819444,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 20:00:00,0.002680556,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 21:00:00,-0.019819444,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 22:00:00,0.023723611,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-05 23:00:00,0.039266667,0.0,5.040398693,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 00:00:00,0.058893056,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 01:00:00,0.047604167,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 02:00:00,0.071401389,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 03:00:00,0.068281944,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 04:00:00,0.097331944,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 05:00:00,0.093425,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 06:00:00,0.089602778,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 07:00:00,0.089865278,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 08:00:00,0.095169444,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 09:00:00,0.105516667,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 10:00:00,0.091863889,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 11:00:00,0.085252778,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 12:00:00,0.0766,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 13:00:00,0.093905556,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 14:00:00,0.078168056,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 15:00:00,0.087345833,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 16:00:00,0.089397222,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 17:00:00,0.109405556,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 18:00:00,0.122329167,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 19:00:00,0.130126389,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 20:00:00,0.138922222,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 21:00:00,0.148676389,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 22:00:00,0.133473611,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-06 23:00:00,0.157269444,0.0,4.190893296,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 00:00:00,0.157065278,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 01:00:00,0.160947222,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 02:00:00,0.166870833,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 03:00:00,0.177879167,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 04:00:00,0.190972222,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 05:00:00,0.20015,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 06:00:00,0.1754125,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 07:00:00,0.211801389,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 08:00:00,0.219276389,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 09:00:00,0.196751389,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 10:00:00,0.204268056,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 11:00:00,0.213784722,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 12:00:00,0.193301389,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 13:00:00,0.199733333,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 14:00:00,0.171080556,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 15:00:00,0.199386111,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 16:00:00,0.192606944,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 17:00:00,0.207741667,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 18:00:00,0.21475,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 19:00:00,0.216758333,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 20:00:00,0.221681944,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 21:00:00,0.2305625,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 22:00:00,0.215444444,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-07 23:00:00,0.240283333,0.0,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 00:00:00,0.245163889,1.417841887,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 01:00:00,0.259044444,2.30599115,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 02:00:00,0.247968056,3.478196193,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 03:00:00,0.271933333,4.061079018,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 04:00:00,0.2669,5.07133934,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 05:00:00,0.260865278,5.336999513,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 06:00:00,0.249873611,5.930216108,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 07:00:00,0.264881944,6.508177433,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 08:00:00,0.246931944,7.184569195,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 09:00:00,0.256983333,7.815960403,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 10:00:00,0.233076389,8.303492094,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 11:00:00,0.233169444,8.911730787,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 12:00:00,0.230177778,9.589354476,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 13:00:00,0.225186111,10.1752175,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 14:00:00,0.246194444,10.8931049,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 15:00:00,0.232161111,11.28829263,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 16:00:00,0.244915278,11.95258965,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 17:00:00,0.251711111,12.47059288,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 18:00:00,0.28455,13.63615943,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 19:00:00,0.282304167,14.12775482,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 20:00:00,0.280058333,14.51152417,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 21:00:00,0.2848125,15.1181411,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 22:00:00,0.295566667,15.61740133,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-08 23:00:00,0.285236111,17.5,3.596239517,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 00:00:00,0.318948611,16.1439649,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 01:00:00,0.275618056,15.26711676,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 02:00:00,0.333330556,14.10659002,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 03:00:00,0.368084722,13.53165471,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 04:00:00,0.343838889,12.53222501,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 05:00:00,0.412593056,12.27610507,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 06:00:00,0.447390278,11.68981819,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 07:00:00,0.444270833,11.14214491,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 08:00:00,0.376152778,10.51170905,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 09:00:00,0.425033333,9.926601834,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 10:00:00,0.406041667,9.500296627,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 11:00:00,0.37505,8.95035018,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 12:00:00,0.336143056,8.327936847,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 13:00:00,0.322320833,7.838224135,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 14:00:00,0.335583333,7.169324465,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
1953-01-09 15:00:00,0.2828875,6.845549356,4.020992216,0,1953-01-09 06:00:00,-223.0,-222.0
