time,POT_RD,Max_NTR,Max_RF
1964-03-03,38.2277429,0.449072222,44.7
1964-04-27,212.6595179,0.300233333,108.0042768
1964-08-19,29.73268892,0.006811111,15.2
1964-12-11,41.90893296,0.364144444,32.5
1965-01-23,74.47330654,0.4535875,126.1477451
1965-02-18,47.28913381,0.214994444,36.1
1965-03-02,35.39605824,0.496558333,43.7
1965-06-16,33.98021591,0.157776389,27.9
1965-12-19,32.84754205,0.227429167,36.3
1966-01-05,69.94261108,0.293740278,17.8
1966-02-13,70.50894801,0.606551389,38.1
1966-02-16,78.72083353,0.275670833,18.82119941
1966-02-28,73.34063267,0.493254167,51.19715544
1966-03-14,80.70301279,0.325984722,23.4
1967-01-01,58.89904091,0.310798611,67.8
1967-02-07,33.69704744,0.434198611,77.0
1967-09-07,47.28913381,0.074430556,167.1
1967-10-31,54.93468239,0.404534226,108.0
1967-12-10,103.0733216,0.392219835,86.9
1968-01-02,15.43268139,0.285719444,10.8462374
1968-09-06,10.50555009,0.014640278,11.4
1968-12-02,10.42059955,0.283959722,28.4
1968-12-28,12.82753151,0.525344444,48.47142081
1968-12-31,49.55448154,0.390438889,114.6
1969-01-19,36.5287321,0.489472222,26.7
1969-03-18,80.70301279,0.331019444,50.67904044
1969-03-24,49.83765,0.631665278,38.1
1969-04-14,48.42180767,0.348419444,19.8
1969-08-23,42.47526989,-0.046726389,45.0
1970-03-04,76.73865426,0.392255556,50.8
1970-03-22,41.34259602,0.177095833,66.8
1970-10-20,30.86536279,0.168551389,30.5
1970-12-16,76.73865426,0.366066667,46.5
1970-12-31,31.71486818,0.395113889,28.11080659
1971-02-21,37.66140597,0.406643056,51.1
1971-02-27,31.71486818,0.393268056,33.0
1971-03-19,32.56437358,0.305338889,48.5
1971-09-17,30.58219432,0.026677778,59.2
1971-12-21,26.44793472,0.289352778,51.6
1972-01-05,42.47526989,0.269138889,24.9
1972-01-20,87.49905597,0.325455556,36.8
1972-05-08,50.97032387,0.123538889,113.3
1972-05-13,79.85350739,0.215272222,21.35019754
1972-12-21,98.25945767,0.465305556,28.85094336
1973-02-15,47.00596534,0.4765125,8.796969397
1973-03-25,139.6020537,0.622505556,77.5
1973-04-18,75.88914887,0.294331944,39.1
1973-05-27,45.02378608,0.222477778,41.7
1973-09-13,124.3109565,-0.057481944,95.5
1974-01-26,43.89111222,0.298147222,27.2
1974-02-07,52.95250313,0.4017875,119.4
1974-03-27,65.69508409,0.125359722,56.1
1974-04-13,73.05746421,0.231666667,39.4
1974-09-09,64.56241023,0.370718056,156.7
1975-04-14,56.63369318,0.230409722,72.9
1975-05-01,45.59012301,0.092186111,30.5
1975-05-08,64.8455787,0.116379167,24.05699915
1975-06-11,70.22577955,-0.028018056,9.1
1975-08-02,52.10299773,0.183884722,105.6270933
1976-03-25,33.69704744,0.261030556,74.23422883
1976-05-28,59.46537784,0.154365278,98.8
1976-10-06,41.90893296,0.087998611,51.8
1976-10-30,32.56437358,0.226798489,65.0
1976-11-29,55.50101932,0.083499768,54.6
1977-03-12,99.10896307,0.289438486,25.1
1977-04-21,43.32477529,0.253577778,49.0
1977-05-02,59.46537784,0.084094444,68.8
1977-09-16,56.91686165,-0.077576389,55.6
1977-11-22,41.05942756,0.176309722,65.99758751
1978-01-25,130.2574943,0.617819444,124.7
1978-03-08,39.64358523,0.383622222,63.8
1978-05-04,82.11885512,0.347994444,151.6
1978-06-08,34.26338438,0.168161111,26.753505
1978-07-26,49.55448154,0.114179167,26.7
1979-02-24,88.0653929,0.374916667,62.5
1979-03-04,67.96043182,0.550427778,130.6
1979-04-24,62.58023097,0.26805,28.72415831
1979-09-13,80.98618125,1.215753049,209.0
1979-11-25,82.96836051,0.349045833,43.7
1980-03-18,130.8238313,0.258961111,77.0
1980-03-30,113.8337233,0.355631944,112.5
1980-04-03,60.03171478,0.231691667,57.2
1980-04-13,180.0951443,0.412293056,172.5
1980-05-19,127.4258097,0.270626389,115.6
1981-02-06,33.13071051,0.3039,25.7
1981-02-11,176.1307858,0.606768056,136.4
1981-02-16,20.38812955,0.300406944,14.62475412
1981-03-31,8.551687671,0.459505556,27.7
1981-06-13,12.91248205,0.055333333,46.7
1982-02-03,90.33074063,0.507055556,91.7
1982-03-31,74.19013807,0.133916667,23.6
1982-04-25,117.7980818,0.232918056,71.1
1982-08-02,67.96043182,-0.031472222,35.8
1982-12-05,115.8159026,0.333380556,73.2
1983-02-02,173.2991011,0.615936111,117.9
1983-04-08,235.8793321,0.279823611,105.9
1983-06-30,65.69508409,0.075131944,64.3
1983-12-11,96.27727841,0.363698611,93.5
1983-12-29,62.2970625,0.568393056,35.8
1984-02-27,40.77625909,0.683059722,35.8
1984-03-06,45.30695455,0.357444444,42.9
1984-03-20,25.93823148,0.386109722,37.01437772
1984-05-23,33.98021591,0.190626389,66.3
1984-12-05,36.24556364,0.243130556,47.5
1985-02-06,43.60794375,0.368311111,51.6
1985-03-21,52.66933466,0.544059722,70.6
1985-09-24,165.0872156,0.041426389,71.67966464
1985-10-30,99.95846847,0.432645833,126.7
1985-12-13,60.59805171,0.381627778,41.4
1986-02-05,39.0772483,0.470593056,39.4
1986-03-13,28.88318352,0.369019444,44.2
1986-03-20,32.56437358,0.280358333,34.8
1986-11-26,29.73268892,0.310648611,46.2
1986-12-24,47.28913381,0.538805556,26.2
1987-01-22,47.85547074,0.305580556,38.1
1987-03-18,126.5763043,0.598865278,59.9
1987-05-23,43.89111222,0.0725125,25.4
1987-08-12,43.89111222,-0.001802778,40.6
1987-08-15,129.9743259,-0.022148611,40.6
1988-02-19,65.12874716,0.426508333,64.3
1988-03-04,104.4891639,0.385716667,69.9
1988-03-26,51.25349233,0.172233333,71.1
1988-04-02,105.6218378,0.370558333,64.5
1988-09-17,74.756475,0.182938889,93.5
1989-03-30,45.02378608,0.277490278,11.4
1989-04-05,47.00596534,0.184656944,26.7
1989-05-20,39.0772483,0.082106944,42.65910486
1989-07-04,75.03964347,0.024501389,54.1
1989-11-09,63.20261166,0.205434722,120.4
1990-01-21,46.4738446,0.30225,39.4
1990-02-19,42.75135914,0.331447222,46.5
1990-02-22,56.8841203,0.3845375,29.25287083
1990-03-17,54.61021852,0.471865278,186.0919308
1990-05-14,164.6241172,0.091225,78.5
1991-01-11,66.82775796,0.410043056,64.3
1991-01-30,91.46341449,0.442505556,72.9
1991-03-02,109.8693648,0.481705556,59.9
1991-05-11,101.0911423,0.060290278,51.3
1991-05-19,148.3802761,0.117952778,15.5
1992-01-13,84.38420284,0.513613889,63.2
1992-01-23,48.70497614,0.391881944,35.8
1992-02-17,64.56241023,0.337622222,74.7
1992-11-24,78.43766506,0.265394444,66.0
1992-12-17,84.95053978,0.312163889,52.93305206
1993-01-11,101.9406477,0.2792,8.487513182
1993-01-21,182.926829,0.395544444,117.3
1993-05-11,52.3861662,0.130476389,15.0
1993-07-14,63.1465679,0.034584722,29.7
1993-10-30,59.46537784,0.216763889,113.0
1994-03-10,37.94457443,0.4174625,31.0
1994-04-13,41.34259602,0.228461111,57.2
1994-04-16,48.42180767,0.175020833,37.22576093
1994-07-15,41.62576449,0.109245833,44.2
1994-12-04,75.6059804,0.221304167,53.8
1995-01-28,62.58023097,0.397984722,58.7
1995-03-08,61.73072557,0.518827778,68.6
1995-03-15,62.2970625,0.374727778,27.4
1995-05-10,279.2041074,0.200669444,150.6765743
1995-12-18,90.04757216,0.482559722,128.4914725
1996-01-01,55.78418779,0.462461111,64.0
1996-02-03,23.58793321,0.445273611,86.6
1996-03-27,23.50298267,0.328973611,67.6
1996-03-30,89.19806676,0.239859722,90.7
1996-04-15,95.14460455,0.211840278,120.7
1997-02-26,50.6871554,0.273390278,19.6
1997-05-22,41.05942756,0.012149789,33.5
1997-05-25,40.49309063,0.127275459,18.8
1997-07-25,45.30695455,-0.004591667,11.71976917
1997-11-29,110.7188702,0.362025,70.6
1998-01-07,143.5664122,0.524001389,156.5
1998-01-13,84.66737131,0.300768056,52.3
1998-03-08,133.9386844,0.762456944,172.7
1998-09-12,56.63369318,0.025116667,69.1
1998-09-29,214.9248656,0.832193056,218.4
1999-01-23,21.18100125,0.592077778,17.3
1999-03-10,14.86634446,0.445193056,48.5
1999-03-14,75.32281193,0.541472222,98.8
1999-07-31,35.67922671,0.015765278,10.7
1999-08-10,23.16318051,0.037944444,1.0
2000-03-20,17.61307858,0.282901389,46.0
2000-04-14,22.03050665,0.108533333,11.9
2000-11-19,24.66397338,0.087226389,64.0
2000-11-25,34.26338438,0.47535,72.4
2000-12-28,10.67545117,0.439408333,23.81612403
2001-03-04,135.0713582,0.419491667,119.1
2001-03-13,30.29902585,0.454206944,72.4
2001-06-11,91.74658296,0.176104167,71.21824639
2001-07-26,45.30695455,0.151673611,52.6
2001-10-14,72.20795881,0.496051389,32.0
2002-04-09,37.66140597,0.261329167,20.8
2002-09-26,194.5367361,0.7704625,157.2
2002-10-04,35.96239517,0.104341667,22.4
2002-10-29,58.89904091,-0.007452778,46.0
2002-11-12,65.69508409,0.181976389,66.0
2003-03-14,37.3782375,0.139531944,22.1
2003-04-09,56.35052472,0.208580556,46.7
2003-07-01,175.5644489,0.394584722,153.7
2003-07-06,47.85547074,0.044297222,52.6
2003-09-01,44.74061762,0.032223611,31.0
2004-02-12,43.32477529,0.308394444,43.7
2004-02-24,58.33270398,0.428143056,111.8
2004-04-26,60.88122017,0.12745775,17.8
2004-04-30,62.01389404,0.101270578,39.56099126
2004-05-13,67.11092642,0.171131369,18.8
2005-02-02,68.24360029,0.383819444,32.13678827
2005-04-02,153.1941401,0.338301389,159.696892
2005-05-01,65.12874716,0.234018056,112.5
2005-06-01,62.58023097,0.180745833,56.4
2005-08-30,221.1545719,1.335030556,82.6
2006-02-26,35.11288977,0.221606944,52.8
2006-04-26,39.64358523,0.064101389,18.02356815
2006-11-16,44.45744915,0.420683333,144.8
2006-12-22,181.7941551,0.325979167,21.8
2006-12-31,55.78418779,0.306154167,27.9
2007-01-01,54.36834546,0.306154167,27.9
2007-01-05,33.41387898,0.329073611,17.3
2007-01-08,17.04674165,0.329073611,17.3
2007-10-23,75.6059804,0.126876389,68.6
2007-12-31,16.70693949,0.353959722,36.54502834
2008-01-27,26.50456841,0.228275,35.3
2008-02-01,50.40398693,0.462136111,45.0
2008-04-05,101.3743108,0.262484722,116.8367604
2008-08-02,42.47526989,0.031891667,15.0
2008-09-02,64.56241023,0.723526389,53.3
2009-03-28,147.2476023,0.490725,93.1235364
2009-04-13,63.71290483,0.209475,34.5
2009-12-09,74.19013807,0.193633333,41.1
2009-12-15,102.2238162,0.147731944,103.1
2009-12-18,48.42180767,0.401929167,35.40240529
2010-01-30,38.2277429,0.447418056,47.8
2010-02-05,88.0653929,0.590143056,52.8
2010-02-13,28.88318352,0.273070833,32.3
2010-03-02,28.88318352,0.4738875,49.0
2010-05-03,27.86377705,0.218205556,56.6
2011-02-05,21.2093181,0.333793056,28.7
2011-03-06,33.98021591,0.423234722,56.1
2011-03-10,48.13863921,0.371298611,44.2
2011-07-26,14.83802761,0.037588889,60.5
2011-09-05,74.19013807,0.383969444,133.1
2012-02-19,79.00400199,0.363272198,84.3
2012-03-23,102.2238162,0.283725744,66.3
2012-05-03,34.54655284,0.125929167,172.7
2012-07-20,33.69704744,0.042229167,25.7
2012-08-30,257.1169671,0.710652778,116.4632541
2013-02-23,39.36041676,0.252151389,53.47250862
2013-02-26,74.47330654,0.493616667,104.4
2013-04-12,29.44952046,0.259556944,35.1
2013-05-02,73.05746421,0.315356944,86.9
2013-07-08,48.70497614,0.110797176,42.9
2014-03-29,62.01389404,0.356638889,71.4
2014-04-15,62.86339943,0.252084722,79.2
2014-04-30,49.83765,0.492301389,285.3
2014-05-10,61.16438864,0.158316667,67.26997735
2014-05-30,73.05746421,0.144948611,78.0
2015-04-15,78.15449659,0.136248611,184.9
2015-05-17,165.6535526,0.127386111,92.2
2015-05-22,66.54458949,0.004236111,5.045542834
2015-05-26,54.93468239,0.1426,11.2
2015-12-23,73.62380114,0.303741667,102.4
2016-02-24,42.75843835,0.589397222,8.455422266
2016-03-12,45.59012301,0.4072625,108.0
2016-04-28,89.7644037,0.150633333,19.36714482
2016-05-01,42.19210142,0.204659722,31.0
2016-05-18,50.40398693,0.102275,22.91088726
2017-01-03,107.604017,0.397756944,148.3
2017-05-21,55.21785085,0.226223611,111.0
2017-06-22,167.0693949,0.3762375,72.21323847
2017-07-25,63.71290483,-0.017472222,11.4
2017-08-06,66.54458949,0.083969444,82.3
2018-01-09,23.61625006,0.564761111,48.0
2018-01-28,29.16635199,0.355476389,25.7
2018-04-15,129.9743259,0.346275,31.2
2018-12-09,33.41387898,0.342958333,87.9
2018-12-29,26.1364494,0.420119444,43.4
2019-01-04,40.20992216,0.303704167,32.8
2019-01-24,71.92479034,0.64365,43.2
2019-04-26,26.47625156,0.129095833,27.7
2019-05-12,240.693196,0.169898611,46.92442673
2019-10-31,50.12081847,0.067304167,63.1059156
2020-02-13,39.36041676,0.348534722,8.4
2020-02-16,24.43743861,0.321855556,34.5
2020-06-08,60.59805171,0.596418056,141.2
2020-07-26,24.15427014,0.268233333,18.08520407
2020-10-29,50.97032387,0.393351389,45.2
2021-04-10,115.5327341,0.276259722,88.4
2021-04-15,156.8753301,0.171095833,73.7
2021-06-19,144.4159176,0.390530556,107.2
2021-06-23,102.7901531,0.047669444,101.9958472
2021-08-31,188.3070298,0.524920833,118.8900638
2022-02-04,96.27727841,0.553508333,25.9
2022-04-14,34.26338438,0.194355556,16.4957309
2022-05-26,33.41387898,0.239888889,40.1227484
2022-08-26,96.27727841,-0.029745833,38.1
2022-12-31,35.11288977,0.383311111,54.4
2023-01-05,38.2277429,0.361072222,33.0
2023-01-22,21.52080341,0.451234722,16.5
2023-01-30,56.35052472,0.236513889,14.0
2023-05-12,38.79407983,0.050448611,24.4
2023-12-25,30.58219432,0.593509722,32.3
2024-01-09,64.56241023,0.818683333,45.7
2024-01-26,41.05942756,0.314736111,22.1
2024-04-11,75.88914887,0.471419444,64.3
2024-05-14,49.83765,0.168069444,174.0
2024-09-12,42.19210142,0.086756944,26.60917724
