time,Tides,Year,Month,Signal_ID,Peak_Time
2007-03-20 20:00:00,0.001,2007,April,53,2007-04-18 17:00:00
2007-03-20 20:00:00,0.001,2007,April,50,2007-04-19 17:00:00
2007-03-20 21:00:00,-0.045,2007,April,50,2007-04-19 17:00:00
2007-03-20 21:00:00,-0.045,2007,April,53,2007-04-18 17:00:00
2007-03-20 22:00:00,-0.091,2007,April,50,2007-04-19 17:00:00
2007-03-20 22:00:00,-0.091,2007,April,53,2007-04-18 17:00:00
2007-03-20 23:00:00,-0.134,2007,April,53,2007-04-18 17:00:00
2007-03-20 23:00:00,-0.134,2007,April,50,2007-04-19 17:00:00
2007-03-21 00:00:00,-0.171,2007,April,50,2007-04-19 17:00:00
2007-03-21 00:00:00,-0.171,2007,April,53,2007-04-18 17:00:00
2007-03-21 01:00:00,-0.2,2007,April,50,2007-04-19 17:00:00
2007-03-21 01:00:00,-0.2,2007,April,53,2007-04-18 17:00:00
2007-03-21 02:00:00,-0.22,2007,April,50,2007-04-19 17:00:00
2007-03-21 02:00:00,-0.22,2007,April,53,2007-04-18 17:00:00
2007-03-21 03:00:00,-0.229,2007,April,53,2007-04-18 17:00:00
2007-03-21 03:00:00,-0.229,2007,April,50,2007-04-19 17:00:00
2007-03-21 04:00:00,-0.226,2007,April,53,2007-04-18 17:00:00
2007-03-21 04:00:00,-0.226,2007,April,50,2007-04-19 17:00:00
2007-03-21 05:00:00,-0.209,2007,April,53,2007-04-18 17:00:00
2007-03-21 05:00:00,-0.209,2007,April,50,2007-04-19 17:00:00
2007-03-21 06:00:00,-0.181,2007,April,50,2007-04-19 17:00:00
2007-03-21 06:00:00,-0.181,2007,April,53,2007-04-18 17:00:00
2007-03-21 07:00:00,-0.151,2007,April,50,2007-04-19 17:00:00
2007-03-21 07:00:00,-0.151,2007,April,53,2007-04-18 17:00:00
2007-03-21 08:00:00,-0.124,2007,April,50,2007-04-19 17:00:00
2007-03-21 08:00:00,-0.124,2007,April,53,2007-04-18 17:00:00
2007-03-21 09:00:00,-0.1,2007,April,50,2007-04-19 17:00:00
2007-03-21 09:00:00,-0.1,2007,April,53,2007-04-18 17:00:00
2007-03-21 10:00:00,-0.074,2007,April,50,2007-04-19 17:00:00
2007-03-21 10:00:00,-0.074,2007,April,53,2007-04-18 17:00:00
2007-03-21 11:00:00,-0.043,2007,April,53,2007-04-18 17:00:00
2007-03-21 11:00:00,-0.043,2007,April,50,2007-04-19 17:00:00
2007-03-21 12:00:00,-0.01,2007,April,53,2007-04-18 17:00:00
2007-03-21 12:00:00,-0.01,2007,April,50,2007-04-19 17:00:00
2007-03-21 13:00:00,0.022,2007,April,53,2007-04-18 17:00:00
2007-03-21 13:00:00,0.022,2007,April,50,2007-04-19 17:00:00
2007-03-21 14:00:00,0.053,2007,April,50,2007-04-19 17:00:00
2007-03-21 14:00:00,0.053,2007,April,53,2007-04-18 17:00:00
2007-03-21 15:00:00,0.081,2007,April,53,2007-04-18 17:00:00
2007-03-21 15:00:00,0.081,2007,April,50,2007-04-19 17:00:00
2007-03-21 16:00:00,0.103,2007,April,50,2007-04-19 17:00:00
2007-03-21 16:00:00,0.103,2007,April,53,2007-04-18 17:00:00
2007-03-21 17:00:00,0.119,2007,April,53,2007-04-18 17:00:00
2007-03-21 17:00:00,0.119,2007,April,50,2007-04-19 17:00:00
2007-03-21 18:00:00,0.126,2007,April,48,2007-04-20 18:00:00
2007-03-21 18:00:00,0.126,2007,April,50,2007-04-19 17:00:00
2007-03-21 18:00:00,0.126,2007,April,53,2007-04-18 17:00:00
2007-03-21 19:00:00,0.118,2007,April,53,2007-04-18 17:00:00
2007-03-21 19:00:00,0.118,2007,April,48,2007-04-20 18:00:00
2007-03-21 19:00:00,0.118,2007,April,50,2007-04-19 17:00:00
2007-03-21 20:00:00,0.087,2007,April,48,2007-04-20 18:00:00
2007-03-21 20:00:00,0.087,2007,April,50,2007-04-19 17:00:00
2007-03-21 20:00:00,0.087,2007,April,53,2007-04-18 17:00:00
2007-03-21 21:00:00,0.037,2007,April,50,2007-04-19 17:00:00
2007-03-21 21:00:00,0.037,2007,April,53,2007-04-18 17:00:00
2007-03-21 21:00:00,0.037,2007,April,48,2007-04-20 18:00:00
2007-03-21 22:00:00,-0.022,2007,April,48,2007-04-20 18:00:00
2007-03-21 22:00:00,-0.022,2007,April,53,2007-04-18 17:00:00
2007-03-21 22:00:00,-0.022,2007,April,50,2007-04-19 17:00:00
2007-03-21 23:00:00,-0.08,2007,April,53,2007-04-18 17:00:00
2007-03-21 23:00:00,-0.08,2007,April,50,2007-04-19 17:00:00
2007-03-21 23:00:00,-0.08,2007,April,48,2007-04-20 18:00:00
2007-03-22 00:00:00,-0.134,2007,April,53,2007-04-18 17:00:00
2007-03-22 00:00:00,-0.134,2007,April,48,2007-04-20 18:00:00
2007-03-22 00:00:00,-0.134,2007,April,50,2007-04-19 17:00:00
2007-03-22 01:00:00,-0.181,2007,April,53,2007-04-18 17:00:00
2007-03-22 01:00:00,-0.181,2007,April,48,2007-04-20 18:00:00
2007-03-22 01:00:00,-0.181,2007,April,50,2007-04-19 17:00:00
2007-03-22 02:00:00,-0.221,2007,April,48,2007-04-20 18:00:00
2007-03-22 02:00:00,-0.221,2007,April,50,2007-04-19 17:00:00
2007-03-22 02:00:00,-0.221,2007,April,53,2007-04-18 17:00:00
2007-03-22 03:00:00,-0.25,2007,April,48,2007-04-20 18:00:00
2007-03-22 03:00:00,-0.25,2007,April,50,2007-04-19 17:00:00
2007-03-22 03:00:00,-0.25,2007,April,53,2007-04-18 17:00:00
2007-03-22 04:00:00,-0.268,2007,April,50,2007-04-19 17:00:00
2007-03-22 04:00:00,-0.268,2007,April,48,2007-04-20 18:00:00
2007-03-22 04:00:00,-0.268,2007,April,53,2007-04-18 17:00:00
2007-03-22 05:00:00,-0.271,2007,April,53,2007-04-18 17:00:00
2007-03-22 05:00:00,-0.271,2007,April,50,2007-04-19 17:00:00
2007-03-22 05:00:00,-0.271,2007,April,48,2007-04-20 18:00:00
2007-03-22 06:00:00,-0.258,2007,April,50,2007-04-19 17:00:00
2007-03-22 06:00:00,-0.258,2007,April,48,2007-04-20 18:00:00
2007-03-22 06:00:00,-0.258,2007,April,53,2007-04-18 17:00:00
2007-03-22 07:00:00,-0.232,2007,April,50,2007-04-19 17:00:00
2007-03-22 07:00:00,-0.232,2007,April,53,2007-04-18 17:00:00
2007-03-22 07:00:00,-0.232,2007,April,48,2007-04-20 18:00:00
2007-03-22 08:00:00,-0.202,2007,April,53,2007-04-18 17:00:00
2007-03-22 08:00:00,-0.202,2007,April,48,2007-04-20 18:00:00
2007-03-22 08:00:00,-0.202,2007,April,50,2007-04-19 17:00:00
2007-03-22 09:00:00,-0.171,2007,April,48,2007-04-20 18:00:00
2007-03-22 09:00:00,-0.171,2007,April,53,2007-04-18 17:00:00
2007-03-22 09:00:00,-0.171,2007,April,50,2007-04-19 17:00:00
2007-03-22 10:00:00,-0.137,2007,April,53,2007-04-18 17:00:00
2007-03-22 10:00:00,-0.137,2007,April,48,2007-04-20 18:00:00
2007-03-22 10:00:00,-0.137,2007,April,50,2007-04-19 17:00:00
2007-03-22 11:00:00,-0.097,2007,April,53,2007-04-18 17:00:00
2007-03-22 11:00:00,-0.097,2007,April,48,2007-04-20 18:00:00
2007-03-22 11:00:00,-0.097,2007,April,50,2007-04-19 17:00:00
2007-03-22 12:00:00,-0.051,2007,April,53,2007-04-18 17:00:00
2007-03-22 12:00:00,-0.051,2007,April,48,2007-04-20 18:00:00
2007-03-22 12:00:00,-0.051,2007,April,50,2007-04-19 17:00:00
2007-03-22 13:00:00,-0.004,2007,April,53,2007-04-18 17:00:00
2007-03-22 13:00:00,-0.004,2007,April,48,2007-04-20 18:00:00
2007-03-22 13:00:00,-0.004,2007,April,50,2007-04-19 17:00:00
2007-03-22 14:00:00,0.041,2007,April,48,2007-04-20 18:00:00
2007-03-22 14:00:00,0.041,2007,April,53,2007-04-18 17:00:00
2007-03-22 14:00:00,0.041,2007,April,50,2007-04-19 17:00:00
2007-03-22 15:00:00,0.083,2007,April,53,2007-04-18 17:00:00
2007-03-22 15:00:00,0.083,2007,April,50,2007-04-19 17:00:00
2007-03-22 15:00:00,0.083,2007,April,48,2007-04-20 18:00:00
2007-03-22 16:00:00,0.121,2007,April,48,2007-04-20 18:00:00
2007-03-22 16:00:00,0.121,2007,April,53,2007-04-18 17:00:00
2007-03-22 16:00:00,0.121,2007,April,50,2007-04-19 17:00:00
2007-03-22 17:00:00,0.15,2007,April,48,2007-04-20 18:00:00
2007-03-22 17:00:00,0.15,2007,April,53,2007-04-18 17:00:00
2007-03-22 17:00:00,0.15,2007,April,50,2007-04-19 17:00:00
2007-03-22 18:00:00,0.169,2007,April,53,2007-04-18 17:00:00
2007-03-22 18:00:00,0.169,2007,April,48,2007-04-20 18:00:00
2007-03-22 18:00:00,0.169,2007,April,50,2007-04-19 17:00:00
2007-03-22 19:00:00,0.174,2007,April,50,2007-04-19 17:00:00
2007-03-22 19:00:00,0.174,2007,April,53,2007-04-18 17:00:00
2007-03-22 19:00:00,0.174,2007,April,49,2007-04-21 19:00:00
2007-03-22 19:00:00,0.174,2007,April,48,2007-04-20 18:00:00
2007-03-22 20:00:00,0.159,2007,April,49,2007-04-21 19:00:00
2007-03-22 20:00:00,0.159,2007,April,50,2007-04-19 17:00:00
2007-03-22 20:00:00,0.159,2007,April,48,2007-04-20 18:00:00
2007-03-22 20:00:00,0.159,2007,April,53,2007-04-18 17:00:00
2007-03-22 21:00:00,0.121,2007,April,53,2007-04-18 17:00:00
2007-03-22 21:00:00,0.121,2007,April,48,2007-04-20 18:00:00
2007-03-22 21:00:00,0.121,2007,April,50,2007-04-19 17:00:00
2007-03-22 21:00:00,0.121,2007,April,49,2007-04-21 19:00:00
2007-03-22 22:00:00,0.064,2007,April,53,2007-04-18 17:00:00
2007-03-22 22:00:00,0.064,2007,April,48,2007-04-20 18:00:00
2007-03-22 22:00:00,0.064,2007,April,50,2007-04-19 17:00:00
2007-03-22 22:00:00,0.064,2007,April,49,2007-04-21 19:00:00
2007-03-22 23:00:00,0.0,2007,April,48,2007-04-20 18:00:00
2007-03-22 23:00:00,0.0,2007,April,53,2007-04-18 17:00:00
2007-03-22 23:00:00,0.0,2007,April,50,2007-04-19 17:00:00
2007-03-22 23:00:00,0.0,2007,April,49,2007-04-21 19:00:00
2007-03-23 00:00:00,-0.062,2007,April,50,2007-04-19 17:00:00
2007-03-23 00:00:00,-0.062,2007,April,48,2007-04-20 18:00:00
2007-03-23 00:00:00,-0.062,2007,April,49,2007-04-21 19:00:00
2007-03-23 00:00:00,-0.062,2007,April,53,2007-04-18 17:00:00
2007-03-23 01:00:00,-0.121,2007,April,53,2007-04-18 17:00:00
2007-03-23 01:00:00,-0.121,2007,April,48,2007-04-20 18:00:00
2007-03-23 01:00:00,-0.121,2007,April,50,2007-04-19 17:00:00
2007-03-23 01:00:00,-0.121,2007,April,49,2007-04-21 19:00:00
2007-03-23 02:00:00,-0.176,2007,April,50,2007-04-19 17:00:00
2007-03-23 02:00:00,-0.176,2007,April,53,2007-04-18 17:00:00
2007-03-23 02:00:00,-0.176,2007,April,49,2007-04-21 19:00:00
2007-03-23 02:00:00,-0.176,2007,April,48,2007-04-20 18:00:00
2007-03-23 03:00:00,-0.223,2007,April,50,2007-04-19 17:00:00
2007-03-23 03:00:00,-0.223,2007,April,49,2007-04-21 19:00:00
2007-03-23 03:00:00,-0.223,2007,April,48,2007-04-20 18:00:00
2007-03-23 03:00:00,-0.223,2007,April,53,2007-04-18 17:00:00
2007-03-23 04:00:00,-0.259,2007,April,49,2007-04-21 19:00:00
2007-03-23 04:00:00,-0.259,2007,April,50,2007-04-19 17:00:00
2007-03-23 04:00:00,-0.259,2007,April,48,2007-04-20 18:00:00
2007-03-23 04:00:00,-0.259,2007,April,53,2007-04-18 17:00:00
2007-03-23 05:00:00,-0.283,2007,April,50,2007-04-19 17:00:00
2007-03-23 05:00:00,-0.283,2007,April,53,2007-04-18 17:00:00
2007-03-23 05:00:00,-0.283,2007,April,49,2007-04-21 19:00:00
2007-03-23 05:00:00,-0.283,2007,April,48,2007-04-20 18:00:00
2007-03-23 06:00:00,-0.294,2007,April,49,2007-04-21 19:00:00
2007-03-23 06:00:00,-0.294,2007,April,50,2007-04-19 17:00:00
2007-03-23 06:00:00,-0.294,2007,April,53,2007-04-18 17:00:00
2007-03-23 06:00:00,-0.294,2007,April,48,2007-04-20 18:00:00
2007-03-23 07:00:00,-0.288,2007,April,49,2007-04-21 19:00:00
2007-03-23 07:00:00,-0.288,2007,April,53,2007-04-18 17:00:00
2007-03-23 07:00:00,-0.288,2007,April,50,2007-04-19 17:00:00
2007-03-23 07:00:00,-0.288,2007,April,48,2007-04-20 18:00:00
2007-03-23 08:00:00,-0.268,2007,April,48,2007-04-20 18:00:00
2007-03-23 08:00:00,-0.268,2007,April,53,2007-04-18 17:00:00
2007-03-23 08:00:00,-0.268,2007,April,49,2007-04-21 19:00:00
2007-03-23 08:00:00,-0.268,2007,April,50,2007-04-19 17:00:00
2007-03-23 09:00:00,-0.24,2007,April,50,2007-04-19 17:00:00
2007-03-23 09:00:00,-0.24,2007,April,48,2007-04-20 18:00:00
2007-03-23 09:00:00,-0.24,2007,April,49,2007-04-21 19:00:00
2007-03-23 09:00:00,-0.24,2007,April,53,2007-04-18 17:00:00
2007-03-23 10:00:00,-0.207,2007,April,53,2007-04-18 17:00:00
2007-03-23 10:00:00,-0.207,2007,April,49,2007-04-21 19:00:00
2007-03-23 10:00:00,-0.207,2007,April,50,2007-04-19 17:00:00
2007-03-23 10:00:00,-0.207,2007,April,48,2007-04-20 18:00:00
2007-03-23 11:00:00,-0.167,2007,April,48,2007-04-20 18:00:00
2007-03-23 11:00:00,-0.167,2007,April,49,2007-04-21 19:00:00
2007-03-23 11:00:00,-0.167,2007,April,50,2007-04-19 17:00:00
2007-03-23 11:00:00,-0.167,2007,April,53,2007-04-18 17:00:00
2007-03-23 12:00:00,-0.118,2007,April,49,2007-04-21 19:00:00
2007-03-23 12:00:00,-0.118,2007,April,50,2007-04-19 17:00:00
2007-03-23 12:00:00,-0.118,2007,April,53,2007-04-18 17:00:00
2007-03-23 12:00:00,-0.118,2007,April,48,2007-04-20 18:00:00
2007-03-23 13:00:00,-0.063,2007,April,48,2007-04-20 18:00:00
2007-03-23 13:00:00,-0.063,2007,April,49,2007-04-21 19:00:00
2007-03-23 13:00:00,-0.063,2007,April,53,2007-04-18 17:00:00
2007-03-23 13:00:00,-0.063,2007,April,50,2007-04-19 17:00:00
2007-03-23 14:00:00,-0.009,2007,April,53,2007-04-18 17:00:00
2007-03-23 14:00:00,-0.009,2007,April,50,2007-04-19 17:00:00
2007-03-23 14:00:00,-0.009,2007,April,48,2007-04-20 18:00:00
2007-03-23 14:00:00,-0.009,2007,April,49,2007-04-21 19:00:00
2007-03-23 15:00:00,0.044,2007,April,50,2007-04-19 17:00:00
2007-03-23 15:00:00,0.044,2007,April,48,2007-04-20 18:00:00
2007-03-23 15:00:00,0.044,2007,April,49,2007-04-21 19:00:00
2007-03-23 15:00:00,0.044,2007,April,53,2007-04-18 17:00:00
2007-03-23 16:00:00,0.095,2007,April,53,2007-04-18 17:00:00
2007-03-23 16:00:00,0.095,2007,April,49,2007-04-21 19:00:00
2007-03-23 16:00:00,0.095,2007,April,48,2007-04-20 18:00:00
2007-03-23 16:00:00,0.095,2007,April,50,2007-04-19 17:00:00
2007-03-23 17:00:00,0.139,2007,April,48,2007-04-20 18:00:00
2007-03-23 17:00:00,0.139,2007,April,49,2007-04-21 19:00:00
2007-03-23 17:00:00,0.139,2007,April,53,2007-04-18 17:00:00
2007-03-23 17:00:00,0.139,2007,April,50,2007-04-19 17:00:00
2007-03-23 18:00:00,0.173,2007,April,49,2007-04-21 19:00:00
2007-03-23 18:00:00,0.173,2007,April,48,2007-04-20 18:00:00
2007-03-23 18:00:00,0.173,2007,April,53,2007-04-18 17:00:00
2007-03-23 18:00:00,0.173,2007,April,50,2007-04-19 17:00:00
2007-03-23 19:00:00,0.194,2007,April,49,2007-04-21 19:00:00
2007-03-23 19:00:00,0.194,2007,April,48,2007-04-20 18:00:00
2007-03-23 19:00:00,0.194,2007,April,53,2007-04-18 17:00:00
2007-03-23 19:00:00,0.194,2007,April,50,2007-04-19 17:00:00
2007-03-23 20:00:00,0.198,2007,April,49,2007-04-21 19:00:00
2007-03-23 20:00:00,0.198,2007,April,53,2007-04-18 17:00:00
2007-03-23 20:00:00,0.198,2007,April,50,2007-04-19 17:00:00
2007-03-23 20:00:00,0.198,2007,April,48,2007-04-20 18:00:00
2007-03-23 21:00:00,0.181,2007,April,50,2007-04-19 17:00:00
2007-03-23 21:00:00,0.181,2007,April,51,2007-04-22 21:00:00
2007-03-23 21:00:00,0.181,2007,April,49,2007-04-21 19:00:00
2007-03-23 21:00:00,0.181,2007,April,48,2007-04-20 18:00:00
2007-03-23 21:00:00,0.181,2007,April,53,2007-04-18 17:00:00
2007-03-23 22:00:00,0.142,2007,April,48,2007-04-20 18:00:00
2007-03-23 22:00:00,0.142,2007,April,50,2007-04-19 17:00:00
2007-03-23 22:00:00,0.142,2007,April,51,2007-04-22 21:00:00
2007-03-23 22:00:00,0.142,2007,April,49,2007-04-21 19:00:00
2007-03-23 22:00:00,0.142,2007,April,53,2007-04-18 17:00:00
2007-03-23 23:00:00,0.086,2007,April,50,2007-04-19 17:00:00
2007-03-23 23:00:00,0.086,2007,April,48,2007-04-20 18:00:00
2007-03-23 23:00:00,0.086,2007,April,49,2007-04-21 19:00:00
2007-03-23 23:00:00,0.086,2007,April,53,2007-04-18 17:00:00
2007-03-23 23:00:00,0.086,2007,April,51,2007-04-22 21:00:00
2007-03-24 00:00:00,0.025,2007,April,49,2007-04-21 19:00:00
2007-03-24 00:00:00,0.025,2007,April,50,2007-04-19 17:00:00
2007-03-24 00:00:00,0.025,2007,April,53,2007-04-18 17:00:00
2007-03-24 00:00:00,0.025,2007,April,48,2007-04-20 18:00:00
2007-03-24 00:00:00,0.025,2007,April,51,2007-04-22 21:00:00
2007-03-24 01:00:00,-0.037,2007,April,51,2007-04-22 21:00:00
2007-03-24 01:00:00,-0.037,2007,April,48,2007-04-20 18:00:00
2007-03-24 01:00:00,-0.037,2007,April,50,2007-04-19 17:00:00
2007-03-24 01:00:00,-0.037,2007,April,49,2007-04-21 19:00:00
2007-03-24 01:00:00,-0.037,2007,April,53,2007-04-18 17:00:00
2007-03-24 02:00:00,-0.097,2007,April,48,2007-04-20 18:00:00
2007-03-24 02:00:00,-0.097,2007,April,49,2007-04-21 19:00:00
2007-03-24 02:00:00,-0.097,2007,April,50,2007-04-19 17:00:00
2007-03-24 02:00:00,-0.097,2007,April,53,2007-04-18 17:00:00
2007-03-24 02:00:00,-0.097,2007,April,51,2007-04-22 21:00:00
2007-03-24 03:00:00,-0.155,2007,April,53,2007-04-18 17:00:00
2007-03-24 03:00:00,-0.155,2007,April,49,2007-04-21 19:00:00
2007-03-24 03:00:00,-0.155,2007,April,48,2007-04-20 18:00:00
2007-03-24 03:00:00,-0.155,2007,April,50,2007-04-19 17:00:00
2007-03-24 03:00:00,-0.155,2007,April,51,2007-04-22 21:00:00
2007-03-24 04:00:00,-0.207,2007,April,50,2007-04-19 17:00:00
2007-03-24 04:00:00,-0.207,2007,April,53,2007-04-18 17:00:00
2007-03-24 04:00:00,-0.207,2007,April,49,2007-04-21 19:00:00
2007-03-24 04:00:00,-0.207,2007,April,51,2007-04-22 21:00:00
2007-03-24 04:00:00,-0.207,2007,April,48,2007-04-20 18:00:00
2007-03-24 05:00:00,-0.249,2007,April,53,2007-04-18 17:00:00
2007-03-24 05:00:00,-0.249,2007,April,50,2007-04-19 17:00:00
2007-03-24 05:00:00,-0.249,2007,April,51,2007-04-22 21:00:00
2007-03-24 05:00:00,-0.249,2007,April,49,2007-04-21 19:00:00
2007-03-24 05:00:00,-0.249,2007,April,48,2007-04-20 18:00:00
2007-03-24 06:00:00,-0.281,2007,April,50,2007-04-19 17:00:00
2007-03-24 06:00:00,-0.281,2007,April,53,2007-04-18 17:00:00
2007-03-24 06:00:00,-0.281,2007,April,48,2007-04-20 18:00:00
2007-03-24 06:00:00,-0.281,2007,April,49,2007-04-21 19:00:00
2007-03-24 06:00:00,-0.281,2007,April,51,2007-04-22 21:00:00
2007-03-24 07:00:00,-0.3,2007,April,50,2007-04-19 17:00:00
2007-03-24 07:00:00,-0.3,2007,April,53,2007-04-18 17:00:00
2007-03-24 07:00:00,-0.3,2007,April,51,2007-04-22 21:00:00
2007-03-24 07:00:00,-0.3,2007,April,48,2007-04-20 18:00:00
2007-03-24 07:00:00,-0.3,2007,April,49,2007-04-21 19:00:00
2007-03-24 08:00:00,-0.303,2007,April,49,2007-04-21 19:00:00
2007-03-24 08:00:00,-0.303,2007,April,51,2007-04-22 21:00:00
2007-03-24 08:00:00,-0.303,2007,April,50,2007-04-19 17:00:00
2007-03-24 08:00:00,-0.303,2007,April,53,2007-04-18 17:00:00
2007-03-24 08:00:00,-0.303,2007,April,48,2007-04-20 18:00:00
2007-03-24 09:00:00,-0.291,2007,April,48,2007-04-20 18:00:00
2007-03-24 09:00:00,-0.291,2007,April,50,2007-04-19 17:00:00
2007-03-24 09:00:00,-0.291,2007,April,51,2007-04-22 21:00:00
2007-03-24 09:00:00,-0.291,2007,April,49,2007-04-21 19:00:00
2007-03-24 09:00:00,-0.291,2007,April,53,2007-04-18 17:00:00
2007-03-24 10:00:00,-0.267,2007,April,53,2007-04-18 17:00:00
2007-03-24 10:00:00,-0.267,2007,April,49,2007-04-21 19:00:00
2007-03-24 10:00:00,-0.267,2007,April,51,2007-04-22 21:00:00
2007-03-24 10:00:00,-0.267,2007,April,50,2007-04-19 17:00:00
2007-03-24 10:00:00,-0.267,2007,April,48,2007-04-20 18:00:00
2007-03-24 11:00:00,-0.233,2007,April,53,2007-04-18 17:00:00
2007-03-24 11:00:00,-0.233,2007,April,49,2007-04-21 19:00:00
2007-03-24 11:00:00,-0.233,2007,April,48,2007-04-20 18:00:00
2007-03-24 11:00:00,-0.233,2007,April,51,2007-04-22 21:00:00
2007-03-24 11:00:00,-0.233,2007,April,50,2007-04-19 17:00:00
2007-03-24 12:00:00,-0.19,2007,April,48,2007-04-20 18:00:00
2007-03-24 12:00:00,-0.19,2007,April,53,2007-04-18 17:00:00
2007-03-24 12:00:00,-0.19,2007,April,49,2007-04-21 19:00:00
2007-03-24 12:00:00,-0.19,2007,April,51,2007-04-22 21:00:00
2007-03-24 12:00:00,-0.19,2007,April,50,2007-04-19 17:00:00
2007-03-24 13:00:00,-0.136,2007,April,49,2007-04-21 19:00:00
2007-03-24 13:00:00,-0.136,2007,April,53,2007-04-18 17:00:00
2007-03-24 13:00:00,-0.136,2007,April,50,2007-04-19 17:00:00
2007-03-24 13:00:00,-0.136,2007,April,51,2007-04-22 21:00:00
2007-03-24 13:00:00,-0.136,2007,April,48,2007-04-20 18:00:00
2007-03-24 14:00:00,-0.079,2007,April,53,2007-04-18 17:00:00
2007-03-24 14:00:00,-0.079,2007,April,50,2007-04-19 17:00:00
2007-03-24 14:00:00,-0.079,2007,April,51,2007-04-22 21:00:00
2007-03-24 14:00:00,-0.079,2007,April,48,2007-04-20 18:00:00
2007-03-24 14:00:00,-0.079,2007,April,49,2007-04-21 19:00:00
2007-03-24 15:00:00,-0.021,2007,April,48,2007-04-20 18:00:00
2007-03-24 15:00:00,-0.021,2007,April,53,2007-04-18 17:00:00
2007-03-24 15:00:00,-0.021,2007,April,50,2007-04-19 17:00:00
2007-03-24 15:00:00,-0.021,2007,April,49,2007-04-21 19:00:00
2007-03-24 15:00:00,-0.021,2007,April,51,2007-04-22 21:00:00
2007-03-24 16:00:00,0.036,2007,April,49,2007-04-21 19:00:00
2007-03-24 16:00:00,0.036,2007,April,53,2007-04-18 17:00:00
2007-03-24 16:00:00,0.036,2007,April,51,2007-04-22 21:00:00
2007-03-24 16:00:00,0.036,2007,April,48,2007-04-20 18:00:00
2007-03-24 16:00:00,0.036,2007,April,50,2007-04-19 17:00:00
2007-03-24 17:00:00,0.091,2007,April,49,2007-04-21 19:00:00
2007-03-24 17:00:00,0.091,2007,April,50,2007-04-19 17:00:00
2007-03-24 17:00:00,0.091,2007,April,51,2007-04-22 21:00:00
2007-03-24 17:00:00,0.091,2007,April,48,2007-04-20 18:00:00
2007-03-24 17:00:00,0.091,2007,April,53,2007-04-18 17:00:00
2007-03-24 18:00:00,0.14,2007,April,51,2007-04-22 21:00:00
2007-03-24 18:00:00,0.14,2007,April,49,2007-04-21 19:00:00
2007-03-24 18:00:00,0.14,2007,April,53,2007-04-18 17:00:00
2007-03-24 18:00:00,0.14,2007,April,50,2007-04-19 17:00:00
2007-03-24 18:00:00,0.14,2007,April,48,2007-04-20 18:00:00
2007-03-24 19:00:00,0.176,2007,April,50,2007-04-19 17:00:00
2007-03-24 19:00:00,0.176,2007,April,51,2007-04-22 21:00:00
2007-03-24 19:00:00,0.176,2007,April,49,2007-04-21 19:00:00
2007-03-24 19:00:00,0.176,2007,April,48,2007-04-20 18:00:00
2007-03-24 19:00:00,0.176,2007,April,53,2007-04-18 17:00:00
2007-03-24 20:00:00,0.199,2007,April,53,2007-04-18 17:00:00
2007-03-24 20:00:00,0.199,2007,April,49,2007-04-21 19:00:00
