datetime,discharge_cfs,discharge_m3s
1993-11-19 02:00:00+00:00,21000,594.6537784
1993-11-19 03:00:00+00:00,21150,598.9013054
1993-11-19 04:00:00+00:00,21350,604.5646747
1993-11-19 05:00:00+00:00,21550,610.2280441
1993-11-19 06:00:00+00:00,21650,613.0597287
1993-11-19 07:00:00+00:00,21900,620.1389404
1993-11-19 08:00:00+00:00,22150,627.218152
1993-11-19 09:00:00+00:00,22250,630.0498367
1993-11-19 10:00:00+00:00,22400,634.2973637
1993-11-19 11:00:00+00:00,22600,639.960733
1993-11-19 12:00:00+00:00,22750,644.20826
1993-11-19 13:00:00+00:00,22950,649.8716293
1993-11-19 14:00:00+00:00,23100,654.1191563
1993-11-19 15:00:00+00:00,23300,659.7825256
1993-11-19 16:00:00+00:00,23500,665.4458949
1993-11-19 17:00:00+00:00,23650,669.6934219
1993-11-19 18:00:00+00:00,23850,675.3567912
1993-11-19 19:00:00+00:00,24050,681.0201605
1993-11-19 20:00:00+00:00,24250,686.6835299
1993-11-19 21:00:00+00:00,24450,692.3468992
1993-11-19 22:00:00+00:00,24700,699.4261108
1993-11-19 23:00:00+00:00,24800,702.2577955
1993-11-20 00:00:00+00:00,24950,706.5053225
1993-11-20 01:00:00+00:00,25200,713.5845341
1993-11-20 02:00:00+00:00,25350,717.8320611
1993-11-20 03:00:00+00:00,25500,722.0795881
1993-11-20 04:00:00+00:00,25650,726.3271151
1993-11-20 05:00:00+00:00,25800,730.5746421
1993-11-20 06:00:00+00:00,25950,734.8221691
1993-11-20 07:00:00+00:00,26100,739.0696961
1993-11-20 08:00:00+00:00,26250,743.317223
1993-11-20 09:00:00+00:00,26300,744.7330654
1993-11-20 10:00:00+00:00,26500,750.3964347
1993-11-20 11:00:00+00:00,26600,753.2281193
1993-11-20 12:00:00+00:00,26750,757.4756463
1993-11-20 13:00:00+00:00,26900,761.7231733
1993-11-20 14:00:00+00:00,27050,765.9707003
1993-11-20 15:00:00+00:00,27250,771.6340696
1993-11-20 16:00:00+00:00,27350,774.4657543
1993-11-20 17:00:00+00:00,27450,777.297439
1993-11-20 18:00:00+00:00,27450,777.297439
1993-11-20 19:00:00+00:00,27650,782.9608083
1993-11-20 20:00:00+00:00,27750,785.7924929
1993-11-20 21:00:00+00:00,27700,784.3766506
1993-11-20 22:00:00+00:00,27900,790.0400199
1993-11-20 23:00:00+00:00,28000,792.8717046
1993-11-21 00:00:00+00:00,28100,795.7033892
1993-11-21 01:00:00+00:00,28200,798.5350739
1993-11-21 02:00:00+00:00,28200,798.5350739
1993-11-21 03:00:00+00:00,28200,798.5350739
1993-11-21 04:00:00+00:00,28450,805.6142855
1993-11-21 05:00:00+00:00,28550,808.4459702
1993-11-21 06:00:00+00:00,28650,811.2776549
1993-11-21 07:00:00+00:00,28750,814.1093395
1993-11-21 08:00:00+00:00,28600,809.8618125
1993-11-21 09:00:00+00:00,28900,818.3568665
1993-11-21 10:00:00+00:00,28850,816.9410242
1993-11-21 11:00:00+00:00,29000,821.1885512
1993-11-21 12:00:00+00:00,29000,821.1885512
1993-11-21 13:00:00+00:00,29150,825.4360782
1993-11-21 14:00:00+00:00,29200,826.8519205
1993-11-21 15:00:00+00:00,29250,828.2677628
1993-11-21 16:00:00+00:00,29250,828.2677628
1993-11-21 17:00:00+00:00,29450,833.9311321
1993-11-21 18:00:00+00:00,29400,832.5152898
1993-11-21 19:00:00+00:00,29550,836.7628168
1993-11-21 20:00:00+00:00,29600,838.1786591
1993-11-21 21:00:00+00:00,29650,839.5945015
1993-11-21 22:00:00+00:00,29750,842.4261861
1993-11-21 23:00:00+00:00,29850,845.2578708
1993-11-22 00:00:00+00:00,29950,848.0895554
1993-11-22 01:00:00+00:00,29950,848.0895554
1993-11-22 02:00:00+00:00,30050,850.9212401
1993-11-22 03:00:00+00:00,29950,848.0895554
1993-11-22 04:00:00+00:00,30000,849.5053978
1993-11-22 05:00:00+00:00,30200,855.1687671
1993-11-22 06:00:00+00:00,30200,855.1687671
1993-11-22 07:00:00+00:00,30250,856.5846094
1993-11-22 08:00:00+00:00,30500,863.6638211
1993-11-22 09:00:00+00:00,30550,865.0796634
1993-11-22 10:00:00+00:00,30450,862.2479787
1993-11-22 11:00:00+00:00,30600,866.4955057
1993-11-22 12:00:00+00:00,30800,872.158875
1993-11-22 13:00:00+00:00,30850,873.5747174
1993-11-22 14:00:00+00:00,31000,877.8222444
1993-11-22 15:00:00+00:00,31000,877.8222444
1993-11-22 16:00:00+00:00,31100,880.653929
1993-11-22 17:00:00+00:00,31150,882.0697713
1993-11-22 18:00:00+00:00,31200,883.4856137
1993-11-22 19:00:00+00:00,31250,884.901456
1993-11-22 20:00:00+00:00,31450,890.5648253
1993-11-22 21:00:00+00:00,31500,891.9806676
1993-11-22 22:00:00+00:00,31600,894.8123523
1993-11-22 23:00:00+00:00,31700,897.644037
1993-11-23 00:00:00+00:00,31700,897.644037
1993-11-23 01:00:00+00:00,31850,901.891564
1993-11-23 02:00:00+00:00,31900,903.3074063
1993-11-23 03:00:00+00:00,31900,903.3074063
1993-11-23 04:00:00+00:00,32050,907.5549333
1993-11-23 05:00:00+00:00,32050,907.5549333
1993-11-23 06:00:00+00:00,32150,910.3866179
1993-11-23 07:00:00+00:00,32150,910.3866179
1993-11-23 08:00:00+00:00,32250,913.2183026
1993-11-23 09:00:00+00:00,32250,913.2183026
1993-11-23 10:00:00+00:00,32400,917.4658296
1993-11-23 11:00:00+00:00,32550,921.7133566
1993-11-23 12:00:00+00:00,32500,920.2975142
1993-11-23 13:00:00+00:00,32550,921.7133566
1993-11-23 14:00:00+00:00,32600,923.1291989
1993-11-23 15:00:00+00:00,32600,923.1291989
1993-11-23 16:00:00+00:00,32800,928.7925682
1993-11-23 17:00:00+00:00,32900,931.6242529
1993-11-23 18:00:00+00:00,33000,934.4559375
1993-11-23 19:00:00+00:00,33000,934.4559375
1993-11-23 20:00:00+00:00,33000,934.4559375
1993-11-23 21:00:00+00:00,33150,938.7034645
1993-11-23 22:00:00+00:00,33100,937.2876222
1993-11-23 23:00:00+00:00,33250,941.5351492
1993-11-24 00:00:00+00:00,33100,937.2876222
1993-11-24 01:00:00+00:00,33250,941.5351492
1993-11-24 02:00:00+00:00,33450,947.1985185
1993-11-24 03:00:00+00:00,33450,947.1985185
1993-11-24 04:00:00+00:00,33450,947.1985185
1993-11-24 05:00:00+00:00,33450,947.1985185
1993-11-24 06:00:00+00:00,33650,952.8618878
1993-11-24 07:00:00+00:00,33600,951.4460455
1993-11-24 08:00:00+00:00,33700,954.2777302
1993-11-24 09:00:00+00:00,33700,954.2777302
1993-11-24 10:00:00+00:00,33850,958.5252571
1993-11-24 11:00:00+00:00,33800,957.1094148
1993-11-24 12:00:00+00:00,33900,959.9410995
1993-11-24 13:00:00+00:00,33950,961.3569418
1993-11-24 14:00:00+00:00,34000,962.7727841
1993-11-24 15:00:00+00:00,33950,961.3569418
1993-11-24 16:00:00+00:00,34200,968.4361534
1993-11-24 17:00:00+00:00,34100,965.6044688
1993-11-24 18:00:00+00:00,34100,965.6044688
1993-11-24 19:00:00+00:00,34050,964.1886265
1993-11-24 20:00:00+00:00,34200,968.4361534
1993-11-24 21:00:00+00:00,34250,969.8519958
1993-11-24 22:00:00+00:00,34400,974.0995228
1993-11-24 23:00:00+00:00,34450,975.5153651
1993-11-25 00:00:00+00:00,34500,976.9312074
1993-11-25 01:00:00+00:00,34450,975.5153651
1993-11-25 02:00:00+00:00,34500,976.9312074
1993-11-25 03:00:00+00:00,34400,974.0995228
1993-11-25 04:00:00+00:00,34600,979.7628921
1993-11-25 05:00:00+00:00,34600,979.7628921
1993-11-25 06:00:00+00:00,34550,978.3470498
1993-11-25 07:00:00+00:00,34700,982.5945767
1993-11-25 08:00:00+00:00,34600,979.7628921
1993-11-25 09:00:00+00:00,34700,982.5945767
1993-11-25 10:00:00+00:00,34650,981.1787344
1993-11-25 11:00:00+00:00,34750,984.0104191
1993-11-25 12:00:00+00:00,34800,985.4262614
1993-11-25 13:00:00+00:00,34600,979.7628921
1993-11-25 14:00:00+00:00,34600,979.7628921
1993-11-25 15:00:00+00:00,34600,979.7628921
1993-11-25 16:00:00+00:00,34600,979.7628921
1993-11-25 17:00:00+00:00,34500,976.9312074
1993-11-25 18:00:00+00:00,34600,979.7628921
1993-11-25 19:00:00+00:00,34700,982.5945767
1993-11-25 20:00:00+00:00,34550,978.3470498
1993-11-25 21:00:00+00:00,34500,976.9312074
1993-11-25 22:00:00+00:00,34500,976.9312074
1993-11-25 23:00:00+00:00,34300,971.2678381
1993-11-26 00:00:00+00:00,34400,974.0995228
1993-11-26 01:00:00+00:00,34400,974.0995228
1993-11-26 02:00:00+00:00,34300,971.2678381
1993-11-26 03:00:00+00:00,34050,964.1886265
1993-11-26 04:00:00+00:00,33850,958.5252571
1993-11-26 05:00:00+00:00,33750,955.6935725
1993-11-26 06:00:00+00:00,33700,954.2777302
1993-11-26 07:00:00+00:00,33550,950.0302032
1993-11-26 08:00:00+00:00,33200,940.1193069
1993-11-26 09:00:00+00:00,32950,933.0400952
1993-11-26 10:00:00+00:00,33050,935.8717799
1993-11-26 11:00:00+00:00,32500,920.2975142
1993-11-26 12:00:00+00:00,32150,910.3866179
1993-11-26 13:00:00+00:00,31950,904.7232486
1993-11-26 14:00:00+00:00,31650,896.2281946
1993-11-26 15:00:00+00:00,31400,889.148983
1993-11-26 16:00:00+00:00,31100,880.653929
1993-11-26 17:00:00+00:00,30700,869.3271904
1993-11-26 18:00:00+00:00,30350,859.4162941
1993-11-26 19:00:00+00:00,29850,845.2578708
1993-11-26 20:00:00+00:00,29700,841.0103438
1993-11-26 21:00:00+00:00,29350,831.0994475
1993-11-26 22:00:00+00:00,29050,822.6043935
1993-11-26 23:00:00+00:00,28650,811.2776549
1993-11-27 00:00:00+00:00,28250,799.9509162
1993-11-27 01:00:00+00:00,27900,790.0400199
1993-11-27 02:00:00+00:00,27400,775.8815966
1993-11-27 03:00:00+00:00,27150,768.802385
1993-11-27 04:00:00+00:00,26750,757.4756463
1993-11-27 05:00:00+00:00,26350,746.1489077
1993-11-27 06:00:00+00:00,25950,734.8221691
1993-11-27 07:00:00+00:00,25550,723.4954304
1993-11-27 08:00:00+00:00,25200,713.5845341
1993-11-27 09:00:00+00:00,24700,699.4261108
1993-11-27 10:00:00+00:00,24250,686.6835299
1993-11-27 11:00:00+00:00,23800,673.9409489
1993-11-27 12:00:00+00:00,23450,664.0300526
1993-11-27 13:00:00+00:00,23150,655.5349986
1993-11-27 14:00:00+00:00,22800,645.6241023
1993-11-27 15:00:00+00:00,22450,635.713206
1993-11-27 16:00:00+00:00,22150,627.218152
1993-11-27 17:00:00+00:00,21800,617.3072557
1993-11-27 18:00:00+00:00,21450,607.3963594
1993-11-27 19:00:00+00:00,21100,597.4854631
1993-11-27 20:00:00+00:00,20800,588.9904091
1993-11-27 21:00:00+00:00,20400,577.6636705
1993-11-27 22:00:00+00:00,20100,569.1686165
1993-11-27 23:00:00+00:00,19700,557.8418779
1993-11-28 00:00:00+00:00,19400,549.3468239
1993-11-28 01:00:00+00:00,19100,540.8517699
1993-11-28 02:00:00+00:00,18750,530.9408736
1993-11-28 03:00:00+00:00,18400,521.0299773
1993-11-28 04:00:00+00:00,18100,512.5349233
1993-11-28 05:00:00+00:00,17750,502.624027
1993-11-28 06:00:00+00:00,17500,495.5448154
1993-11-28 07:00:00+00:00,17150,485.6339191
1993-11-28 08:00:00+00:00,16800,475.7230227
1993-11-28 09:00:00+00:00,16500,467.2279688
1993-11-28 10:00:00+00:00,16200,458.7329148
1993-11-28 11:00:00+00:00,15950,451.6537031
1993-11-28 12:00:00+00:00,15750,445.9903338
1993-11-28 13:00:00+00:00,15450,437.4952798
1993-11-28 14:00:00+00:00,15250,431.8319105
1993-11-28 15:00:00+00:00,15050,426.1685412
1993-11-28 16:00:00+00:00,14850,420.5051719
1993-11-28 17:00:00+00:00,14600,413.4259602
1993-11-28 18:00:00+00:00,14350,406.3467486
1993-11-28 19:00:00+00:00,14150,400.6833793
1993-11-28 20:00:00+00:00,13950,395.02001
1993-11-28 21:00:00+00:00,13750,389.3566406
1993-11-28 22:00:00+00:00,13550,383.6932713
1993-11-28 23:00:00+00:00,13450,380.8615867
1993-11-29 00:00:00+00:00,13250,375.1982173
1993-11-29 01:00:00+00:00,13050,369.534848
1993-11-29 02:00:00+00:00,12900,365.287321
1993-11-29 03:00:00+00:00,12750,361.039794
1993-11-29 04:00:00+00:00,12550,355.3764247
1993-11-29 05:00:00+00:00,12450,352.5447401
1993-11-29 06:00:00+00:00,12250,346.8813708
1993-11-29 07:00:00+00:00,12050,341.2180014
1993-11-29 08:00:00+00:00,11950,338.3863168
1993-11-29 09:00:00+00:00,11800,334.1387898
1993-11-29 10:00:00+00:00,11650,329.8912628
1993-11-29 11:00:00+00:00,11500,325.6437358
1993-11-29 12:00:00+00:00,11350,321.3962088
1993-11-29 13:00:00+00:00,11250,318.5645242
1993-11-29 14:00:00+00:00,11100,314.3169972
1993-11-29 15:00:00+00:00,10950,310.0694702
1993-11-29 16:00:00+00:00,10800,305.8219432
1993-11-29 17:00:00+00:00,10650,301.5744162
1993-11-29 18:00:00+00:00,10550,298.7427315
1993-11-29 19:00:00+00:00,10400,294.4952046
1993-11-29 20:00:00+00:00,10300,291.6635199
1993-11-29 21:00:00+00:00,10200,288.8318352
1993-11-29 22:00:00+00:00,10100,286.0001506
1993-11-29 23:00:00+00:00,9975,282.4605448
1993-11-30 00:00:00+00:00,9885,279.9120286
1993-11-30 01:00:00+00:00,9805,277.6466808
1993-11-30 02:00:00+00:00,9730,275.5229173
1993-11-30 03:00:00+00:00,9665,273.6823223
1993-11-30 04:00:00+00:00,9605,271.9833115
1993-11-30 05:00:00+00:00,9540,270.1427165
1993-11-30 06:00:00+00:00,9170,259.6654832
1993-11-30 07:00:00+00:00,9000,254.8516193
1993-11-30 08:00:00+00:00,9245,261.7892467
1993-11-30 09:00:00+00:00,8760,248.0555761
1993-11-30 10:00:00+00:00,8770,248.3387446
1993-11-30 11:00:00+00:00,8895,251.8783504
1993-11-30 12:00:00+00:00,8555,242.2506226
1993-11-30 13:00:00+00:00,8590,243.2417122
1993-11-30 14:00:00+00:00,8825,249.8961712
1993-11-30 15:00:00+00:00,8145,230.6407155
1993-11-30 16:00:00+00:00,8380,237.2951744
1993-11-30 17:00:00+00:00,8215,232.6228948
1993-11-30 18:00:00+00:00,8815,249.6130027
1993-11-30 19:00:00+00:00,8765,248.1971604
1993-11-30 20:00:00+00:00,8260,233.8971528
1993-11-30 21:00:00+00:00,8265,234.0387371
1993-11-30 22:00:00+00:00,8165,231.2070524
1993-11-30 23:00:00+00:00,8545,241.9674541
1993-12-01 00:00:00+00:00,8355,236.5872533
1993-12-01 01:00:00+00:00,7640,216.340708
1993-12-01 02:00:00+00:00,7830,221.7209088
1993-12-01 03:00:00+00:00,8245,233.4724002
1993-12-01 04:00:00+00:00,7870,222.8535827
1993-12-01 05:00:00+00:00,7840,222.0040773
1993-12-01 06:00:00+00:00,7780,220.3050665
1993-12-01 07:00:00+00:00,7530,213.2258548
1993-12-01 08:00:00+00:00,7865,222.7119984
1993-12-01 09:00:00+00:00,8060,228.2337835
1993-12-01 10:00:00+00:00,7610,215.4912026
1993-12-01 11:00:00+00:00,7975,225.8268516
1993-12-01 12:00:00+00:00,7740,219.1723926
1993-12-01 13:00:00+00:00,7600,215.2080341
1993-12-01 14:00:00+00:00,7310,206.9961486
1993-12-01 15:00:00+00:00,7825,221.5793246
1993-12-01 16:00:00+00:00,7455,211.1020913
1993-12-01 17:00:00+00:00,7245,205.1555536
1993-12-01 18:00:00+00:00,7475,211.6684283
1993-12-01 19:00:00+00:00,7460,211.2436756
1993-12-01 20:00:00+00:00,7915,224.1278408
1993-12-01 21:00:00+00:00,7410,209.8278332
1993-12-01 22:00:00+00:00,7945,224.9773462
1993-12-01 23:00:00+00:00,7190,203.598127
1993-12-02 00:00:00+00:00,7620,215.774371
1993-12-02 01:00:00+00:00,7425,210.2525859
1993-12-02 02:00:00+00:00,7065,200.0585212
1993-12-02 03:00:00+00:00,7470,211.526844
1993-12-02 04:00:00+00:00,7060,199.9169369
1993-12-02 05:00:00+00:00,7220,204.4476324
1993-12-02 06:00:00+00:00,7275,206.005059
1993-12-02 07:00:00+00:00,6655,188.4486141
1993-12-02 08:00:00+00:00,7010,198.5010946
1993-12-02 09:00:00+00:00,7100,201.0496108
1993-12-02 10:00:00+00:00,6800,192.5545568
1993-12-02 11:00:00+00:00,6720,190.2892091
1993-12-02 12:00:00+00:00,7160,202.7486216
1993-12-02 13:00:00+00:00,7000,198.2179261
1993-12-02 14:00:00+00:00,7350,208.1288225
1993-12-02 15:00:00+00:00,6990,197.9347577
