time,Storm_Surge_predicted_RF
1/5/1950 11:00,0.309974304
1/5/1950 12:00,0.327108974
1/5/1950 13:00,0.3054371
1/5/1950 14:00,0.333893617
1/5/1950 15:00,0.316477707
1/5/1950 16:00,0.309188559
1/5/1950 17:00,0.308961945
1/5/1950 18:00,0.286795359
1/5/1950 19:00,0.250690526
1/5/1950 20:00,0.266516807
1/5/1950 21:00,0.24427673
1/5/1950 22:00,0.241968619
1/5/1950 23:00,0.20459499
1/6/1950 0:00,0.198091667
1/6/1950 1:00,0.19552183
1/6/1950 2:00,0.197823651
1/6/1950 3:00,0.20799793
1/6/1950 4:00,0.199109504
1/6/1950 5:00,0.204156701
1/6/1950 6:00,0.198141975
1/6/1950 7:00,0.217063655
1/6/1950 8:00,0.20092418
1/6/1950 9:00,0.205846626
1/6/1950 10:00,0.220832653
1/6/1950 11:00,0.236942974
1/6/1950 12:00,0.284176829
1/6/1950 13:00,0.296533469
1/6/1950 14:00,0.301012146
1/6/1950 15:00,0.290549495
1/6/1950 16:00,0.293147177
1/6/1950 17:00,0.274802817
1/6/1950 18:00,0.263455823
1/6/1950 19:00,0.235168337
1/6/1950 20:00,0.226816
1/6/1950 21:00,0.213461078
1/6/1950 22:00,0.222043825
1/6/1950 23:00,0.131562624
1/7/1950 0:00,0.161019841
1/7/1950 1:00,0.163413861
1/7/1950 2:00,0.139747036
1/7/1950 3:00,0.090017751
1/7/1950 4:00,0.110228346
1/7/1950 5:00,0.078318271
1/7/1950 6:00,0.030407843
1/7/1950 7:00,-0.030563601
1/7/1950 8:00,-0.036535156
1/7/1950 9:00,-0.048506823
1/7/1950 10:00,-0.044418288
1/7/1950 11:00,-0.06621165
1/7/1950 12:00,-0.088947674
1/7/1950 13:00,-0.051624758
1/7/1950 14:00,-0.049245174
1/7/1950 15:00,-0.028807322
1/7/1950 16:00,-0.053371154
1/7/1950 17:00,-0.03493666
1/7/1950 18:00,-0.037503831
1/7/1950 19:00,-0.057072658
1/7/1950 20:00,-0.05664313
1/7/1950 21:00,-0.062274286
1/7/1950 22:00,-0.069963878
1/7/1950 23:00,-0.114654649
1/8/1950 0:00,-0.103346591
1/8/1950 1:00,-0.090039698
1/8/1950 2:00,-0.072733962
1/8/1950 3:00,-0.050487759
1/8/1950 4:00,-0.056242481
1/8/1950 5:00,-0.055054409
1/8/1950 6:00,-0.046867041
1/8/1950 7:00,-0.025680374
1/8/1950 8:00,-0.050552239
1/8/1950 9:00,-0.052424581
1/8/1950 10:00,-0.068297398
1/8/1950 11:00,-0.074113173
1/8/1950 12:00,-0.049874074
1/8/1950 13:00,-0.056578558
1/8/1950 14:00,-0.035284133
1/8/1950 15:00,-0.020935543
1/8/1950 16:00,0.011411765
1/8/1950 17:00,-0.002297248
1/8/1950 18:00,0.029935897
1/8/1950 19:00,0.01716819
1/8/1950 20:00,0.024344891
1/8/1950 21:00,0.025409836
1/8/1950 22:00,0.029418182
1/8/1950 23:00,0.032426497
1/9/1950 0:00,0.063434783
1/9/1950 1:00,0.093443038
1/9/1950 2:00,0.126451264
1/9/1950 3:00,0.134459459
1/9/1950 4:00,0.143467626
1/9/1950 5:00,0.154475763
1/9/1950 6:00,0.167483871
1/9/1950 7:00,0.18749195
1/9/1950 8:00,0.184446429
1/9/1950 9:00,0.222454545
1/9/1950 10:00,0.215462633
1/9/1950 11:00,0.218470693
1/9/1950 12:00,0.194533688
1/9/1950 13:00,0.23059646
1/9/1950 14:00,0.202659011
1/9/1950 15:00,0.20172134
1/9/1950 16:00,0.191783451
1/9/1950 17:00,0.200845343
1/9/1950 18:00,0.198852632
1/9/1950 19:00,0.186859895
1/9/1950 20:00,0.198814685
1/9/1950 21:00,0.206715532
1/9/1950 22:00,0.186616725
1/9/1950 23:00,0.202518261
1/10/1950 0:00,0.192420139
1/10/1950 1:00,0.183376083
1/10/1950 2:00,0.206384083
1/10/1950 3:00,0.203392055
1/10/1950 4:00,0.233453448
1/10/1950 5:00,0.230566265
1/10/1950 6:00,0.226678694
1/10/1950 7:00,0.252790738
1/10/1950 8:00,0.251902397
1/10/1950 9:00,0.252013675
1/10/1950 10:00,0.257124573
1/10/1950 11:00,0.239235094
1/10/1950 12:00,0.224294218
1/10/1950 13:00,0.240353141
1/10/1950 14:00,0.223411864
1/10/1950 15:00,0.201417936
1/10/1950 16:00,0.236373311
1/10/1950 17:00,0.233328836
1/10/1950 18:00,0.220232323
1/10/1950 19:00,0.233085714
1/10/1950 20:00,0.243887584
1/10/1950 21:00,0.253639866
1/10/1950 22:00,0.235392977
1/10/1950 23:00,0.257146912
1/11/1950 0:00,0.258901667
1/11/1950 1:00,0.268707155
1/11/1950 2:00,0.252564784
1/11/1950 3:00,0.239472637
1/11/1950 4:00,0.259432119
1/11/1950 5:00,0.247441322
1/11/1950 6:00,0.26250165
1/11/1950 7:00,0.243611203
1/11/1950 8:00,0.252771382
1/11/1950 9:00,0.257980296
1/11/1950 10:00,0.258239344
1/11/1950 11:00,0.255497545
1/11/1950 12:00,0.221754902
1/11/1950 13:00,0.219060359
1/11/1950 14:00,0.213315961
1/11/1950 15:00,0.203570732
1/11/1950 16:00,0.188774351
1/11/1950 17:00,0.169928687
1/11/1950 18:00,0.175032362
1/11/1950 19:00,0.176087237
1/11/1950 20:00,0.179091935
1/11/1950 21:00,0.155048309
1/11/1950 22:00,0.165954984
1/11/1950 23:00,0.153813804
1/12/1950 0:00,0.156673077
1/12/1950 1:00,0.1445328
1/12/1950 2:00,0.143440895
1/12/1950 3:00,0.150398724
1/12/1950 4:00,0.158404459
1/12/1950 5:00,0.136459459
1/12/1950 6:00,0.143561905
1/12/1950 7:00,0.142760697
1/12/1950 8:00,0.138007911
1/12/1950 9:00,0.126301738
1/12/1950 10:00,0.135643533
1/12/1950 11:00,0.132031496
1/12/1950 12:00,0.119418239
1/12/1950 13:00,0.133803768
1/12/1950 14:00,0.144141066
1/12/1950 15:00,0.151428795
1/12/1950 16:00,0.15066875
1/12/1950 17:00,0.145859594
1/12/1950 18:00,0.167954829
1/12/1950 19:00,0.156954899
1/12/1950 20:00,0.176908385
1/12/1950 21:00,0.172767442
1/12/1950 22:00,0.175578947
1/12/1950 23:00,0.156344668
1/13/1950 0:00,0.150063272
1/13/1950 1:00,0.162782743
1/13/1950 2:00,0.134503077
1/13/1950 3:00,0.150271889
1/13/1950 4:00,0.142087423
1/13/1950 5:00,0.166996937
1/13/1950 6:00,0.16
1/13/1950 7:00,0.149050382
1/13/1950 8:00,0.132193598
1/13/1950 9:00,0.139429224
1/13/1950 10:00,0.196709726
1/13/1950 11:00,0.145081942
1/13/1950 12:00,0.1375
1/13/1950 13:00,0.117916793
1/13/1950 14:00,0.122332326
1/13/1950 15:00,0.151699849
1/13/1950 16:00,0.142021084
1/13/1950 17:00,0.157294737
1/13/1950 18:00,0.137475976
1/13/1950 19:00,0.145611694
1/13/1950 20:00,0.153655689
1/13/1950 21:00,0.166608371
1/13/1950 22:00,0.155470149
1/13/1950 23:00,0.12428614
1/14/1950 0:00,0.135058036
1/14/1950 1:00,0.132784547
1/14/1950 2:00,0.121511869
1/14/1950 3:00,0.13424
1/14/1950 4:00,0.131059172
1/14/1950 5:00,0.132924668
1/14/1950 6:00,0.167880531
1/14/1950 7:00,0.141926362
1/14/1950 8:00,0.143061765
1/14/1950 9:00,0.137240822
1/14/1950 10:00,0.152508798
1/14/1950 11:00,0.122821376
1/14/1950 12:00,0.104176901
1/14/1950 13:00,0.094576642
1/14/1950 14:00,0.100975219
1/14/1950 15:00,0.100327511
1/14/1950 16:00,0.090635174
1/14/1950 17:00,0.101896952
1/14/1950 18:00,0.077069565
1/14/1950 19:00,0.107153401
1/14/1950 20:00,0.106148844
1/14/1950 21:00,0.106056277
1/14/1950 22:00,0.111876081
1/14/1950 23:00,0.096608633
1/15/1950 0:00,0.122298851
1/15/1950 1:00,0.129902439
1/15/1950 2:00,0.128462751
1/15/1950 3:00,0.12302432
1/15/1950 4:00,0.140631429
1/15/1950 5:00,0.141282454
1/15/1950 6:00,0.149021368
1/15/1950 7:00,0.160805121
1/15/1950 8:00,0.143676136
1/15/1950 9:00,0.151634043
1/15/1950 10:00,0.15467847
1/15/1950 11:00,0.145851485
1/15/1950 12:00,0.120067797
1/15/1950 13:00,0.102369535
1/15/1950 14:00,0.093712676
1/15/1950 15:00,0.101054852
1/15/1950 16:00,0.096396067
1/15/1950 17:00,0.08269425
1/15/1950 18:00,0.088948179
1/15/1950 19:00,0.087116084
1/15/1950 20:00,0.08124162
1/15/1950 21:00,0.105281729
1/15/1950 22:00,0.099236769
1/15/1950 23:00,0.100107093
1/16/1950 0:00,0.108893056
1/16/1950 1:00,0.13085
1/16/1950 2:00,0.138808333
1/16/1950 3:00,0.168723611
1/16/1950 4:00,0.165638889
1/16/1950 5:00,0.184554167
1/16/1950 6:00,0.188469444
1/16/1950 7:00,0.199384722
1/16/1950 8:00,0.2163
1/16/1950 9:00,0.233215278
1/16/1950 10:00,0.217130556
1/16/1950 11:00,0.254088889
1/16/1950 12:00,0.250047222
1/16/1950 13:00,0.227004167
1/16/1950 14:00,0.212004167
1/16/1950 15:00,0.204045833
1/16/1950 16:00,0.1800875
1/16/1950 17:00,0.204130556
1/16/1950 18:00,0.187172222
1/16/1950 19:00,0.159213889
1/16/1950 20:00,0.185256944
1/16/1950 21:00,0.1773
1/16/1950 22:00,0.167343056
1/16/1950 23:00,0.158386111
1/17/1950 0:00,0.155343056
1/17/1950 1:00,0.132343056
1/17/1950 2:00,0.122301389
1/17/1950 3:00,0.130258333
1/17/1950 4:00,0.131173611
1/17/1950 5:00,0.128088889
1/17/1950 6:00,0.118004167
1/17/1950 7:00,0.152919444
1/17/1950 8:00,0.134876389
1/17/1950 9:00,0.153833333
1/17/1950 10:00,0.143790278
1/17/1950 11:00,0.158748611
1/17/1950 12:00,0.166748611
1/17/1950 13:00,0.163748611
1/17/1950 14:00,0.140791667
1/17/1950 15:00,0.123833333
1/17/1950 16:00,0.114961111
1/17/1950 17:00,0.120130556
1/17/1950 18:00,0.112343056
1/17/1950 19:00,0.094554167
1/17/1950 20:00,0.096765278
1/17/1950 21:00,0.093019444
1/17/1950 22:00,0.085273611
1/17/1950 23:00,0.075527778
1/18/1950 0:00,0.096740278
1/18/1950 1:00,0.094994444
1/18/1950 2:00,0.105206944
1/18/1950 3:00,0.098418056
1/18/1950 4:00,0.107586111
1/18/1950 5:00,0.1417125
1/18/1950 6:00,0.140838889
1/18/1950 7:00,0.162923611
1/18/1950 8:00,0.168008333
1/18/1950 9:00,0.182093056
1/18/1950 10:00,0.260134722
1/18/1950 11:00,0.185176389
1/18/1950 12:00,0.198218056
1/18/1950 13:00,0.203259722
1/18/1950 14:00,0.226301389
1/18/1950 15:00,0.198344444
1/18/1950 16:00,0.175386111
1/18/1950 17:00,0.162470833
1/18/1950 18:00,0.164555556
1/18/1950 19:00,0.156681944
1/18/1950 20:00,0.168851389
1/18/1950 21:00,0.174020833
1/18/1950 22:00,0.172231944
1/18/1950 23:00,0.168443056
1/19/1950 0:00,0.161697222
1/19/1950 1:00,0.159951389
1/19/1950 2:00,0.165205556
1/19/1950 3:00,0.182501389
1/19/1950 4:00,0.180797222
1/19/1950 5:00,0.195093056
1/19/1950 6:00,0.203388889
1/19/1950 7:00,0.237684722
1/19/1950 8:00,0.229980556
1/19/1950 9:00,0.234234722
1/19/1950 10:00,0.244531944
1/19/1950 11:00,0.226786111
1/19/1950 12:00,0.237081944
1/19/1950 13:00,0.241377778
1/19/1950 14:00,0.237673611
1/19/1950 15:00,0.2500125
1/19/1950 16:00,0.211351389
1/19/1950 17:00,0.179647222
1/19/1950 18:00,0.158986111
1/19/1950 19:00,0.159368056
1/19/1950 20:00,0.183748611
1/19/1950 21:00,0.170172222
1/19/1950 22:00,0.148595833
1/19/1950 23:00,0.1550625
1/20/1950 0:00,0.159529167
1/20/1950 1:00,0.163995833
1/20/1950 2:00,0.1434625
1/20/1950 3:00,0.160969444
1/20/1950 4:00,0.156434722
1/20/1950 5:00,0.1639
1/20/1950 6:00,0.156365278
1/20/1950 7:00,0.139788889
1/20/1950 8:00,0.116211111
1/20/1950 9:00,0.108591667
1/20/1950 10:00,0.107973611
1/20/1950 11:00,0.109355556
1/20/1950 12:00,0.0817375
1/20/1950 13:00,0.079119444
1/20/1950 14:00,0.069458333
1/20/1950 15:00,0.049797222
1/20/1950 16:00,0.046094444
1/20/1950 17:00,0.023390278
1/20/1950 18:00,-0.020313889
1/20/1950 19:00,-0.014018056
1/20/1950 20:00,-0.012763889
1/20/1950 21:00,-0.014468056
1/20/1950 22:00,-0.022170833
1/20/1950 23:00,-0.002831944
1/21/1950 0:00,-0.014451389
1/21/1950 1:00,0.003929167
1/21/1950 2:00,0.024352778
1/21/1950 3:00,0.017776389
1/21/1950 4:00,0.019241667
1/21/1950 5:00,0.025748611
1/21/1950 6:00,0.042256944
1/21/1950 7:00,0.073765278
1/21/1950 8:00,0.064273611
1/21/1950 9:00,0.071738889
1/21/1950 10:00,0.0581625
1/21/1950 11:00,0.047543056
1/21/1950 12:00,0.035881944
1/21/1950 13:00,0.022263889
1/21/1950 14:00,0.033602778
1/21/1950 15:00,0.0349
1/21/1950 16:00,0.0261125
1/21/1950 17:00,0.033281944
1/21/1950 18:00,-0.005633333
1/21/1950 19:00,0.005409722
1/21/1950 20:00,-0.018590278
1/21/1950 21:00,-0.012590278
1/21/1950 22:00,-0.005547222
1/21/1950 23:00,-0.0024625
1/22/1950 0:00,0.000579167
1/22/1950 1:00,0.004706944
1/22/1950 2:00,0.010919444
1/22/1950 3:00,0.018173611
1/22/1950 4:00,0.057384722
1/22/1950 5:00,0.040680556
1/22/1950 6:00,0.059976389
1/22/1950 7:00,0.054188889
1/22/1950 8:00,0.062316667
1/22/1950 9:00,0.053401389
1/22/1950 10:00,0.025443056
1/22/1950 11:00,0.031443056
1/22/1950 12:00,0.035358333
1/22/1950 13:00,0.037188889
1/22/1950 14:00,0.034019444
1/22/1950 15:00,0.053808333
1/22/1950 16:00,0.063554167
1/22/1950 17:00,0.064215278
1/22/1950 18:00,0.054833333
1/22/1950 19:00,0.036409722
1/22/1950 20:00,0.045943056
1/22/1950 21:00,0.056477778
1/22/1950 22:00,0.043054167
1/22/1950 23:00,0.030630556
1/23/1950 0:00,0.01825
1/23/1950 1:00,0.007954167
1/23/1950 2:00,0.031743056
1/23/1950 3:00,0.024658333
1/23/1950 4:00,0.047701389
1/23/1950 5:00,0.039786111
1/23/1950 6:00,0.033913889
1/23/1950 7:00,0.062040278
1/23/1950 8:00,0.064209722
1/23/1950 9:00,0.074294444
1/23/1950 10:00,0.0623375
1/23/1950 11:00,0.054295833
1/23/1950 12:00,0.043169444
1/23/1950 13:00,0.06
1/23/1950 14:00,0.0437875
1/23/1950 15:00,0.050533333
1/23/1950 16:00,0.079236111
1/23/1950 17:00,0.099938889
1/23/1950 18:00,0.083558333
1/23/1950 19:00,0.094176389
1/23/1950 20:00,0.134794444
1/23/1950 21:00,0.149413889
1/23/1950 22:00,0.140031944
1/23/1950 23:00,0.138736111
1/24/1950 0:00,0.141481944
1/24/1950 1:00,0.146354167
1/24/1950 2:00,0.155354167
1/24/1950 3:00,0.165480556
1/24/1950 4:00,0.174693056
1/24/1950 5:00,0.179988889
1/24/1950 6:00,0.183370833
1/24/1950 7:00,0.216836111
1/24/1950 8:00,0.191344444
1/24/1950 9:00,0.195852778
1/24/1950 10:00,0.203402778
1/24/1950 11:00,0.181869444
1/24/1950 12:00,0.190293056
1/24/1950 13:00,0.193588889
1/24/1950 14:00,0.192843056
1/24/1950 15:00,0.187969444
1/24/1950 16:00,0.1770125
1/24/1950 17:00,0.187969444
1/24/1950 18:00,0.162884722
1/24/1950 19:00,0.167756944
1/24/1950 20:00,0.1765875
1/24/1950 21:00,0.160461111
1/24/1950 22:00,0.152333333
1/24/1950 23:00,0.156205556
1/25/1950 0:00,0.137163889
1/25/1950 1:00,0.125163889
1/25/1950 2:00,0.146248611
1/25/1950 3:00,0.140418056
1/25/1950 4:00,0.135672222
1/25/1950 5:00,0.155011111
1/25/1950 6:00,0.169393056
1/25/1950 7:00,0.180816667
1/25/1950 8:00,0.191325
1/25/1950 9:00,0.197833333
1/25/1950 10:00,0.200341667
1/25/1950 11:00,0.22985
1/25/1950 12:00,0.227316667
1/25/1950 13:00,0.219697222
1/25/1950 14:00,0.238036111
1/25/1950 15:00,0.252248611
1/25/1950 16:00,0.232375
1/25/1950 17:00,0.236502778
1/25/1950 18:00,0.2335875
1/25/1950 19:00,0.2315875
1/25/1950 20:00,0.234544444
1/25/1950 21:00,0.215502778
1/25/1950 22:00,0.205502778
1/25/1950 23:00,0.206459722
1/26/1950 0:00,0.190502778
1/26/1950 1:00,0.184545833
1/26/1950 2:00,0.185673611
1/26/1950 3:00,0.1898
1/26/1950 4:00,0.195927778
1/26/1950 5:00,0.199140278
1/26/1950 6:00,0.195394444
1/26/1950 7:00,0.185733333
1/26/1950 8:00,0.174115278
1/26/1950 9:00,0.156538889
1/26/1950 10:00,0.1629625
1/26/1950 11:00,0.158429167
1/26/1950 12:00,0.118852778
1/26/1950 13:00,0.133191667
1/26/1950 14:00,0.1134875
1/26/1950 15:00,0.118741667
1/26/1950 16:00,0.120911111
1/26/1950 17:00,0.119995833
1/26/1950 18:00,0.112995833
1/26/1950 19:00,0.103954167
1/26/1950 20:00,0.098911111
1/26/1950 21:00,0.103869444
1/26/1950 22:00,0.117784722
1/26/1950 23:00,0.1117
1/27/1950 0:00,0.120615278
1/27/1950 1:00,0.113530556
1/27/1950 2:00,0.117445833
1/27/1950 3:00,0.128402778
1/27/1950 4:00,0.141361111
1/27/1950 5:00,0.155361111
1/27/1950 6:00,0.134361111
1/27/1950 7:00,0.136404167
1/27/1950 8:00,0.133530556
1/27/1950 9:00,0.125658333
1/27/1950 10:00,0.109827778
1/27/1950 11:00,0.112038889
1/27/1950 12:00,0.10125
1/27/1950 13:00,0.112504167
1/27/1950 14:00,0.118758333
1/27/1950 15:00,0.118969444
1/27/1950 16:00,0.115181944
1/27/1950 17:00,0.138351389
1/27/1950 18:00,0.159479167
1/27/1950 19:00,0.146606944
1/27/1950 20:00,0.165691667
1/27/1950 21:00,0.161776389
1/27/1950 22:00,0.165861111
1/27/1950 23:00,0.181902778
1/28/1950 0:00,0.178902778
1/28/1950 1:00,0.191902778
1/28/1950 2:00,0.190902778
1/28/1950 3:00,0.203818056
1/28/1950 4:00,0.190776389
1/28/1950 5:00,0.179691667
1/28/1950 6:00,0.197648611
1/28/1950 7:00,0.182605556
1/28/1950 8:00,0.1615625
1/28/1950 9:00,0.165519444
1/28/1950 10:00,0.130519444
1/28/1950 11:00,0.113604167
1/28/1950 12:00,0.111645833
1/28/1950 13:00,0.095730556
1/28/1950 14:00,0.101772222
1/28/1950 15:00,0.100815278
1/28/1950 16:00,0.0949
1/28/1950 17:00,0.112941667
1/28/1950 18:00,0.098026389
1/28/1950 19:00,0.114026389
1/28/1950 20:00,0.128026389
1/28/1950 21:00,0.145026389
1/28/1950 22:00,0.138069444
1/28/1950 23:00,0.141069444
1/29/1950 0:00,0.154984722
1/29/1950 1:00,0.1529
1/29/1950 2:00,0.169773611
1/29/1950 3:00,0.1445625
1/29/1950 4:00,0.160309722
1/29/1950 5:00,0.152013889
1/29/1950 6:00,0.146718056
1/29/1950 7:00,0.141463889
1/29/1950 8:00,0.165125
1/29/1950 9:00,0.150786111
1/29/1950 10:00,0.159447222
1/29/1950 11:00,0.15815
1/29/1950 12:00,0.139811111
1/29/1950 13:00,0.133515278
1/29/1950 14:00,0.145219444
1/29/1950 15:00,0.146965278
1/29/1950 16:00,0.140711111
1/29/1950 17:00,0.157456944
1/29/1950 18:00,0.169202778
1/29/1950 19:00,0.179906944
1/29/1950 20:00,0.190652778
1/29/1950 21:00,0.200398611
1/29/1950 22:00,0.213144444
1/29/1950 23:00,0.201890278
1/30/1950 0:00,0.230594444
1/30/1950 1:00,0.242298611
1/30/1950 2:00,0.241002778
1/30/1950 3:00,0.230663889
1/30/1950 4:00,0.240241667
1/30/1950 5:00,0.230776389
1/30/1950 6:00,0.258311111
1/30/1950 7:00,0.259761111
1/30/1950 8:00,0.262211111
1/30/1950 9:00,0.262619444
1/30/1950 10:00,0.225069444
1/30/1950 11:00,0.237604167
1/30/1950 12:00,0.207095833
1/30/1950 13:00,0.187545833
1/30/1950 14:00,0.1800375
1/30/1950 15:00,0.157613889
1/30/1950 16:00,0.154233333
1/30/1950 17:00,0.143936111
1/30/1950 18:00,0.153681944
1/30/1950 19:00,0.1295125
1/30/1950 20:00,0.134386111
1/30/1950 21:00,0.140301389
1/30/1950 22:00,0.145258333
1/30/1950 23:00,0.153258333
1/31/1950 0:00,0.139258333
1/31/1950 1:00,0.134258333
1/31/1950 2:00,0.1763
1/31/1950 3:00,0.177343056
1/31/1950 4:00,0.171384722
1/31/1950 5:00,0.186427778
1/31/1950 6:00,0.183469444
1/31/1950 7:00,0.187511111
1/31/1950 8:00,0.197552778
1/31/1950 9:00,0.209594444
1/31/1950 10:00,0.216679167
1/31/1950 11:00,0.214722222
1/31/1950 12:00,0.230848611
1/31/1950 13:00,0.199975
1/31/1950 14:00,0.210059722
1/31/1950 15:00,0.1981875
1/31/1950 16:00,0.202356944
1/31/1950 17:00,0.196526389
1/31/1950 18:00,0.210780556
1/31/1950 19:00,0.185076389
1/31/1950 20:00,0.187373611
1/31/1950 21:00,0.1897125
1/31/1950 22:00,0.191093056
1/31/1950 23:00,0.223516667
2/1/1950 0:00,0.196940278
2/1/1950 1:00,0.211363889
2/1/1950 2:00,0.207745833
2/1/1950 3:00,0.221126389
2/1/1950 4:00,0.225508333
2/1/1950 5:00,0.225847222
2/1/1950 6:00,0.216143056
2/1/1950 7:00,0.219397222
2/1/1950 8:00,0.231694444
2/1/1950 9:00,0.247948611
2/1/1950 10:00,0.234159722
2/1/1950 11:00,0.244329167
2/1/1950 12:00,0.242541667
2/1/1950 13:00,0.227754167
2/1/1950 14:00,0.223923611
2/1/1950 15:00,0.197051389
2/1/1950 16:00,0.180177778
2/1/1950 17:00,0.149304167
2/1/1950 18:00,0.138431944
2/1/1950 19:00,0.149601389
2/1/1950 20:00,0.121770833
2/1/1950 21:00,0.121940278
2/1/1950 22:00,0.122152778
2/1/1950 23:00,0.121365278
2/2/1950 0:00,0.121619444
2/2/1950 1:00,0.127915278
2/2/1950 2:00,0.114254167
2/2/1950 3:00,0.143634722
2/2/1950 4:00,0.160016667
2/2/1950 5:00,0.139397222
2/2/1950 6:00,0.144779167
2/2/1950 7:00,0.171159722
2/2/1950 8:00,0.179541667
2/2/1950 9:00,0.194923611
2/2/1950 10:00,0.213305556
2/2/1950 11:00,0.229772222
2/2/1950 12:00,0.237068056
2/2/1950 13:00,0.231363889
2/2/1950 14:00,0.239618056
2/2/1950 15:00,0.228872222
2/2/1950 16:00,0.194084722
2/2/1950 17:00,0.201254167
2/2/1950 18:00,0.166423611
2/2/1950 19:00,0.153593056
2/2/1950 20:00,0.1657625
2/2/1950 21:00,0.140973611
2/2/1950 22:00,0.144227778
2/2/1950 23:00,0.146523611
2/3/1950 0:00,0.1498625
2/3/1950 1:00,0.156243056
2/3/1950 2:00,0.137666667
2/3/1950 3:00,0.160090278
2/3/1950 4:00,0.164555556
2/3/1950 5:00,0.155022222
2/3/1950 6:00,0.1694875
2/3/1950 7:00,0.148952778
2/3/1950 8:00,0.177461111
2/3/1950 9:00,0.185926389
2/3/1950 10:00,0.19735
2/3/1950 11:00,0.180730556
2/3/1950 12:00,0.188069444
2/3/1950 13:00,0.186366667
2/3/1950 14:00,0.170620833
2/3/1950 15:00,0.167833333
2/3/1950 16:00,0.145044444
2/3/1950 17:00,0.101129167
2/3/1950 18:00,0.073172222
2/3/1950 19:00,0.070215278
2/3/1950 20:00,0.062256944
2/3/1950 21:00,0.051383333
2/3/1950 22:00,0.033511111
2/3/1950 23:00,0.045680556
2/4/1950 0:00,0.057891667
2/4/1950 1:00,0.0711875
2/4/1950 2:00,0.057483333
2/4/1950 3:00,0.079780556
