Time,POT_NTR,acc_14hr,Matched_Tide_Time,Matched_Tide_Value,Lag_Time,Lag_Time_Hours
1984-03-20 09:00:00,0.386109722,25.57635928401191,1984-03-20 19:00:00,0.093,0 days 10:00:00,10.0
1985-03-21 10:00:00,0.544059722,43.429505202391866,1985-03-22 18:00:00,-0.003,1 days 08:00:00,32.0
1986-03-14 10:00:00,0.369019444,29.015899458888526,1986-03-14 19:00:00,0.069,0 days 09:00:00,9.0
1987-03-18 11:00:00,0.598865278,34.96458876221331,1987-03-18 18:00:00,0.088,0 days 07:00:00,7.0
1987-03-24 13:00:00,0.418706944,3.928307918074271,1987-03-25 01:00:00,0.211,0 days 12:00:00,12.0
1988-03-04 07:00:00,0.385716667,52.74829560015744,1988-03-05 19:00:00,-0.05,1 days 12:00:00,36.0
1989-03-23 09:00:00,0.3523875,47.01135242521779,1989-03-23 17:00:00,0.051,0 days 08:00:00,8.0
1990-03-16 23:00:00,0.471865278,124.85105826573104,1990-03-17 20:00:00,0.121,0 days 21:00:00,21.0
1991-03-02 00:00:00,0.481705556,40.04641272813316,1991-03-02 18:00:00,-0.056,0 days 18:00:00,18.0
1991-03-29 21:00:00,0.400577778,1.183690507622265,1991-03-30 17:00:00,0.072,0 days 20:00:00,20.0
1993-03-03 16:00:00,0.476606944,16.663104063850966,1993-03-04 01:00:00,0.13,0 days 09:00:00,9.0
1994-03-01 22:00:00,0.496609722,38.375026554171,1994-03-02 20:00:00,0.065,0 days 22:00:00,22.0
1994-03-10 02:00:00,0.4174625,19.245703769360723,1994-03-10 04:00:00,0.03,0 days 02:00:00,2.0
1995-03-08 04:00:00,0.518827778,42.878155903106205,1995-03-08 22:00:00,0.058,0 days 18:00:00,18.0
1998-03-08 12:00:00,0.762456944,107.94544496306764,1998-03-09 02:00:00,0.085,0 days 14:00:00,14.0
1998-03-17 23:00:00,0.517865278,7.413193276796493,1998-03-18 20:00:00,0.068,0 days 21:00:00,21.0
1999-03-09 12:00:00,0.445193056,30.11021396174177,1999-03-09 22:00:00,0.054,0 days 10:00:00,10.0
1999-03-14 06:00:00,0.541472222,64.85906937869197,1999-03-15 03:00:00,0.103,0 days 21:00:00,21.0
2001-03-04 04:00:00,0.419491667,74.3193245816225,2001-03-05 00:00:00,0.139,0 days 20:00:00,20.0
2001-03-15 11:00:00,0.454206944,26.803164028601994,2001-03-15 21:00:00,0.105,0 days 10:00:00,10.0
2002-03-02 11:00:00,0.545401389,22.39657473109284,2002-03-02 20:00:00,-0.048,0 days 09:00:00,9.0
2006-03-10 10:00:00,0.444227778,2.979979938481672,2006-03-11 02:00:00,0.115,0 days 16:00:00,16.0
2007-03-01 23:00:00,0.461636111,15.77788548220272,2007-03-02 04:00:00,0.086,0 days 05:00:00,5.0
2008-03-04 11:00:00,0.504773611,15.59319140552768,2008-03-05 03:00:00,0.115,0 days 16:00:00,16.0
2008-03-19 14:00:00,0.4707625,10.026925422081986,2008-03-20 04:00:00,0.035,0 days 14:00:00,14.0
2009-03-28 16:00:00,0.490725,60.38971087610122,2009-03-29 18:00:00,0.176,1 days 02:00:00,26.0
2010-03-02 04:00:00,0.4738875,32.75916900965817,2010-03-02 18:00:00,-0.042,0 days 14:00:00,14.0
2011-03-06 03:00:00,0.423234722,37.06686601059756,2011-03-06 18:00:00,-0.037,0 days 15:00:00,15.0
2017-03-07 16:00:00,0.351841667,20.188985942716187,2017-03-08 01:00:00,0.117,0 days 09:00:00,9.0
2022-03-31 10:00:00,0.427426389,14.64227727736843,2022-04-01 17:00:00,0.023,1 days 07:00:00,31.0
2023-03-03 16:00:00,0.387238889,2.2875360216050216,2023-03-04 03:00:00,0.106,0 days 11:00:00,11.0
